show,Alejandra Azcárate,Alex Ortiz,Alison Mandel,Arturo Ruiz-Tagle,Bastián Paz,Belén Mora,Bombo Fica,"Carlos ""El Mono"" Sánchez",Carlos García,Carlos Helo,Centella,Coco Legrand,"Daniel Muñoz ""El Carmelo""","Daniela ""Chiqui"" Aguayo",Diego Urrutia,Dinamita Show,Dino Gordillo,Edmundo Arrocet,Edo Caroe,El Huaso Clavel,El Pampero,Ernesto Belloni,Fabrizio Copano,Felipe Avello,Felo,Fusión Humor,George Harris,Gigi Martin,Gloria Benavides,Hermógenes Conache,Huaso Filomeno,Hugo Goodman,Hugo Varela,Jani Dueñas,Javiera Contador,Jenny Cavallo,"Jorge ""Chino"" Navarrete",Jorge Alís,"Juan Luis ""Jajá"" Calderón",Juan Pablo López,Julio Sabala,León Murillo,Los Atletas de la Risa,Los Indolatinos,Los Locos del Humor,Lucho Miranda,Lucho Navarro,Luis Slimming,Mauricio Palma,Melón y Melame,Memo Bunke,Memo Bunke y Natalia Cuevas,Millenium Show,Natalia Cuevas,Natalia Valdebenito,Palta Meléndez,Pam Pam,Pamela Leiva,Pancho del Sur,"Paul Vásquez ""El Flaco""",Paulo Iglesias,Payahop,Pedro Ruminot,Profesor Salomón y Tutu-Tutu,Pujillay,Ricardo Meruane,Rodrigo González,Rodrigo Villegas,Rudy Rey,Ruperto,Sandy,Sarah Sanders,Sergio Freire,Stefan Kramer,Zip-Zup,Álvaro Salas,Óscar Gangas
Centella,0.34294647684261415,0.36126357563159284,0.17071913832060423,0.3109914903614012,0.1014728307521978,0.084523888158931,0.17938735883629708,0.24737918660055194,0.20290214895868885,0.09284447688630804,1.0,0.5468269666496764,0.14208538501751655,0.2555678297836097,0.11938198317156339,0.25499319920839403,0.27182694760717024,0.048806007843460446,0.2108676214207393,0.06138303628250107,0.3790617495447459,0.07941803251292025,0.28911968855042547,0.23503758624959795,0.14726835118019405,0.3036901695953513,0.01201413042430762,0.06626943344742445,0.08727669557351869,0.35202031059039834,0.17912617015411283,0.05737815055358992,0.236000769569755,0.44936974910515903,0.18057113697010724,0.25152363581611464,0.1190635103074233,0.3670490438535834,0.20026705405340936,0.3959283556820105,0.005113842934339168,0.4425594967830619,0.36224039175115,0.34603353037169227,0.4720729778260848,0.2635076257657067,0.1741386011794684,0.44081147101067636,0.1500800926354935,0.34272230483880795,0.07944478383402052,0.07401439356545245,0.04460677966698048,0.06713646610754795,0.3220588097246743,0.5910866283207694,0.38857344516928627,0.11111599338599877,0.14174675044264143,0.6335167496624337,0.5473149438208746,0.15669493530186263,0.17120293502300055,0.3742123928828957,0.08821600416384913,0.1534793746333914,0.37065154503875913,0.39546350704367794,0.012505700896442543,0.05029106563587153,0.39871378368973337,0.09128344755898579,0.4683112614551305,0.293804718532125,0.1249655659590583,0.34547366220254944,0.4000988712468731
Coco Legrand,0.5528378317867871,0.2922013279352383,0.34846638521544837,0.5090073052199277,0.2810224091727072,0.1915530945246406,0.18638548816581024,0.6047020188396616,0.22538254546582434,0.11507730074508125,0.5468269666496764,1.0,0.1690371954259269,0.44326445554109717,0.28929765410561514,0.294868235686933,0.4175397418063726,0.1869752982580065,0.3964483124058102,0.4533204889640801,0.17434307465147197,0.17309010667088634,0.5316776398022778,0.20186104713296896,0.19952511360217634,0.3184735062370837,0.01816123574962285,0.16259424014099155,0.21464130759650482,0.2658448322979971,0.51900366030452,0.10447450429974849,0.5365582443418432,0.6948188549710143,0.39756878464378337,0.28524573455604296,0.19860619792356596,0.36608752039363296,0.5121251717827955,0.2899191931619229,0.006863138310672129,0.5986469113866282,0.25179708071247786,0.3912646592716613,0.5247925079297712,0.18469173501697414,0.3701150300779225,0.5209452152644807,0.14271085590140503,0.26927237175033863,0.3220735449406087,0.2642922086146655,0.07236010377447835,0.05844597838928073,0.5965906258714913,0.4151011222353718,0.2757179555676038,0.26326715396929157,0.06524356947881803,0.580372358011098,0.4222936661592316,0.2282126078190003,0.3725486088118305,0.04911646619379695,0.3283345359537233,0.3079637506867939,0.33366535339486403,0.22115748081289024,0.038623056156718086,0.1728970300715396,0.2984454003018954,0.17472356839584266,0.41045261998226895,0.4525110617611439,0.41970050243487333,0.5343397351000312,0.18256661684301864
"Daniel Muñoz ""El Carmelo""",0.05012661733583847,0.11119612221949202,0.06919319325839376,0.25779474659950286,0.20738227289018146,0.1052424631511798,0.0397550433583362,0.036284163139510064,0.1619615458289964,0.03251884952010141,0.14208538501751655,0.1690371954259269,0.9999999999999998,0.05384598643367148,0.1270635514553592,0.1844094567791467,0.11551625301126123,0.12049402840244999,0.35207257648790663,0.06200940291683637,0.043291315428225195,0.4352019197137763,0.16633651521276901,0.5542903789390982,0.10420189957276701,0.33637808413826653,0.004897583897339103,0.1104437708612165,0.677385740974679,0.2377822425255047,0.10286527398123185,0.6357610234728478,0.12106466891704208,0.1982702863522277,0.16071384048313941,0.033286371208103516,0.1477652359675675,0.18780596958598544,0.17514173415715423,0.11871768398234775,0.4399799437935354,0.20362524993472725,0.09598041060047,0.23537058181789589,0.18439380501951458,0.24360486534952153,0.06022358750301652,0.20526880501113157,0.3844166696932632,0.36748063354456506,0.17364330444121084,0.5860778963636813,0.662888261453236,0.07791714974653725,0.05553693908586113,0.19967014805262132,0.040619860048984886,0.07878413242392525,0.09077029659327783,0.5474200000042915,0.17127864766536827,0.7236837339797633,0.24690072140239933,0.05861497840881344,0.08413609713689799,0.0935303729847285,0.3285033894058839,0.5712041858807593,0.12381323402952443,0.43768479698448837,0.14478362162570788,0.03132381102033632,0.16408068608401727,0.47435037293493704,0.072610409816256,0.26758064753680944,0.04432615043429656
"Daniela ""Chiqui"" Aguayo",0.6767354098778553,0.16500467752191225,0.5926364556488809,0.2861648617183152,0.1151593275434086,0.4404610129066722,0.09443874423894316,0.32790055703281634,0.1408659794851407,0.08368398923742441,0.2555678297836097,0.44326445554109717,0.05384598643367148,1.0,0.16277931361725942,0.2602827572540292,0.33647837922168705,0.14389138553594022,0.28113614386764474,0.2634214231147218,0.03530148167199672,0.3899130688980268,0.22205932155965483,0.12499499811340925,0.11253412651369055,0.1008638922259836,0.1986867880746388,0.1508925042580463,0.11442377832428384,0.24334531046374075,0.11205753712480232,0.09421126184535443,0.09169522853605747,0.3410768438231127,0.6212589888582659,0.41666552162169496,0.48114325313337003,0.28982631785871055,0.37367318744454153,0.22494841777624547,0.011766520858209837,0.3270059107274706,0.12436964030011949,0.15602452882073167,0.25374217923788184,0.2536294974971742,0.36536634159503123,0.30693811722754644,0.2333589039368528,0.17992430178027713,0.20484109974006304,0.015543331726774641,0.03619909087986227,0.057282948416495345,0.2949436805748556,0.277448114047803,0.3568246665971532,0.16571235589288988,0.10160847323480153,0.2619401161328403,0.43232146807356275,0.05890429012068612,0.1993018239747868,0.040879889307102735,0.09488172377280817,0.24666724778996554,0.29750593377487466,0.12730984614500104,0.034851026296188914,0.10279261163238987,0.3340238313527826,0.5353464033019841,0.16691798861391727,0.0955721312881048,0.6718309964070712,0.2717570448251719,0.07253925867887748
Diego Urrutia,0.2906512167387293,0.18144671761932132,0.25672800918078825,0.4943252076169747,0.027845177067852243,0.031172037240126765,0.37538523981826044,0.3154456890764095,0.4199200499810192,0.014635157884829907,0.11938198317156339,0.28929765410561514,0.1270635514553592,0.16277931361725942,0.9999999999999999,0.23803582478183463,0.3373051464007987,0.07873335146592328,0.48044370006305953,0.09284187428174524,0.1933381507982621,0.18851215119755396,0.5706592124996015,0.12513437546707895,0.6154475408464355,0.2913254521927798,0.014163809234554322,0.4277936151533804,0.46017317762831034,0.3981768277600112,0.45385862240003,0.06114666890386843,0.42617254672999005,0.2010536669733226,0.12570525217333325,0.10944966264136673,0.3250592517718266,0.5360345472819118,0.1845184278933255,0.2350665726201634,0.5753132073730156,0.13517288251570445,0.1803868753978783,0.32674853421665345,0.5850761892180257,0.03807830657110652,0.04879034391406756,0.27770938472882645,0.5510789013942118,0.26424962496663473,0.4799690625452926,0.38948495744765216,0.3261378529220597,0.3560654653051782,0.28918959444482445,0.20981520183201396,0.0688900163677513,0.11587202843853056,0.3413628539409517,0.2989288411460754,0.14328674718518963,0.44904206708180433,0.5945296015619864,0.12073005460979885,0.16872141727269607,0.09142325442171559,0.6351749251259192,0.4708898040675657,0.6693566531993167,0.22276373225144624,0.1144350195196309,0.17057070377093683,0.334996263976784,0.4953981126784849,0.29518966136388625,0.36812525387713646,0.33465489925479114
Dinamita Show,0.13111458396989994,0.050728695780763194,0.29815214278941804,0.5120285022665026,0.4806639820985195,0.1904540300638998,0.18763760851922828,0.27647482157347875,0.2756111671602709,0.11278351096448083,0.25499319920839403,0.294868235686933,0.1844094567791467,0.2602827572540292,0.23803582478183463,1.0,0.36085798239150696,0.10406113009065679,0.27217735494725515,0.1621892067551372,0.176193081782491,0.19471220233268524,0.196849897693286,0.31874566525762305,0.2060546274651974,0.34617786873341466,0.020120013394873425,0.3164208681620849,0.5249039069165707,0.37174338811913316,0.07645739842874852,0.2864691247827334,0.4832811670337745,0.293945167199616,0.2242636214890577,0.08380241926527529,0.7176794736906899,0.22508797159282354,0.22076433223279895,0.19550337858243924,0.1731688678911684,0.5508105001536846,0.26511088620188106,0.37321895721890097,0.4355552542942393,0.27048982387675796,0.2963249452036286,0.18867271876378933,0.31261558463777817,0.52759529334217,0.3249571683413529,0.1340038749553888,0.04768199742043434,0.2654751457425452,0.16685671286342763,0.40386569944066547,0.23215928060217936,0.2946106984599246,0.6609633251894109,0.2850775974771644,0.19402120076627496,0.37602855819416786,0.24177021304397278,0.13006117137845274,0.17579967814195452,0.32021032562278784,0.26703222146332506,0.3741411177567227,0.17182297408450498,0.5618271250889829,0.37688613849443886,0.05665511329033853,0.24007893819202925,0.25381205895693004,0.21829994156325414,0.7011446450155452,0.3375797824223391
Dino Gordillo,0.29625583496105357,0.21765718712497015,0.40499211520768824,0.42340326566010883,0.12023076519574004,0.169315844838668,0.2608666212141401,0.3187520418061756,0.32313041056149483,0.1428138068863269,0.27182694760717024,0.4175397418063726,0.11551625301126123,0.33647837922168705,0.3373051464007987,0.36085798239150696,0.9999999999999996,0.381381838014495,0.29626895817703075,0.5682902216043504,0.35577621864513137,0.2922888185663667,0.3598494999675448,0.1897627398804654,0.11482728490032776,0.10118416266471214,0.10104296597850587,0.17044569522448844,0.33474882749292634,0.5397611046546736,0.40607296610964616,0.2895923545287114,0.458811445813112,0.18502216851859712,0.1412595276795379,0.1618758929168656,0.3067081576943185,0.4250434218102634,0.36104414738142,0.39065991320676213,0.10027952889310092,0.31589042571202997,0.23479121064768668,0.5629159256902702,0.4225565657539553,0.10333116353147744,0.36839441342196777,0.26108370495479205,0.209188266791868,0.41505943169268006,0.3005068654692975,0.18826074076651472,0.10672619657042468,0.09581102607522406,0.38777600165605675,0.5084541401676969,0.2429431985691774,0.052744171898552045,0.24729015998676507,0.1806691863370333,0.2915773000720257,0.32865461945684876,0.4246904887484739,0.3594272581529222,0.24104342512139845,0.4607039380064386,0.31346936313317836,0.27355590814405617,0.10237465710537809,0.19886657423039358,0.515856473280388,0.5350316108458765,0.31257210321934265,0.37832397090089237,0.567453244579738,0.7334013183928,0.6501560459964142
Edmundo Arrocet,0.007333000439580722,0.018181344227004164,0.032971424512072724,0.07758198456414536,0.0007681417877488836,0.013575929283618579,0.04240544244736443,0.03872972861391701,0.3125161627310976,0.07139971622767165,0.048806007843460446,0.1869752982580065,0.12049402840244999,0.14389138553594022,0.07873335146592328,0.10406113009065679,0.381381838014495,1.0,0.19766415551676633,0.5378975041873452,0.08246858960195116,0.13883773087865786,0.06933494618854322,0.07039405763652584,0.059128996158097934,0.0897966724335745,0.7046215327777515,0.025155753686866896,0.09394447380237192,0.10563602235072321,0.034685060927231434,0.08674480892625731,0.027707866562301665,0.028109561075610953,0.01826655456533824,0.015552892644274837,0.1002320572383979,0.06423881678667138,0.10846119670911081,0.11478194075982492,0.14654344805837197,0.17855989472900316,0.1703753850349194,0.23513225665666843,0.08344017623917377,0.013698967714507572,0.0,0.04443873932256445,0.35553838391343634,0.049254852201510595,0.11056238015528759,0.1510066467875632,0.018896667556001886,0.014814422829501989,0.16134593399430505,0.07751918840483595,0.06653280066662559,0.0057565046069236155,0.0020709621478788,0.03195677925711163,0.13233790307436646,0.1409079726610149,0.23318033055970855,0.049169325887839684,0.2929915634547576,0.6858483115706834,0.08845919638238624,0.14143799134519128,0.09202940713637106,0.09715030971499043,0.17861366629539696,0.04284508623670931,0.08500407768477428,0.06689303591585305,0.25967803477892726,0.24014424950411978,0.2742375280820492
Edo Caroe,0.4257947396774833,0.18915351745005268,0.36306679569815664,0.38409529075217697,0.07602784970364071,0.4093868422097878,0.38626916446926046,0.24417504145060442,0.4308994117971599,0.2571565489184181,0.2108676214207393,0.3964483124058102,0.35207257648790663,0.28113614386764474,0.48044370006305953,0.27217735494725515,0.29626895817703075,0.19766415551676633,1.0,0.13478547207113453,0.2149467370439932,0.47823997870733226,0.6545517448650802,0.28191166742084545,0.4138700792152107,0.3473146008146707,0.14675129927755448,0.2140127698616372,0.3260158823442922,0.29963915012241266,0.3291196159136555,0.3102426298050566,0.3181446279336816,0.29772715553288215,0.18722456167119167,0.43826965857824135,0.379330983194033,0.3086432789703187,0.46474262156387436,0.31891874619336313,0.5073561172609545,0.4490185629213593,0.1517329086512867,0.24772620111090857,0.5193359910118982,0.4077390400377871,0.08287854435786675,0.6033023906899815,0.5834761924224523,0.24390574413646646,0.3267062191800472,0.4745128223998302,0.15702445149973168,0.419278459467282,0.3641604706364128,0.29612832512959486,0.1247133979760286,0.33286610045638065,0.28427731042541743,0.2718915517935611,0.1951459524143282,0.46954344293746647,0.6047968835628936,0.1869358499877426,0.1966280372763487,0.4470804735206584,0.6399797772518077,0.37287494489282597,0.4487827681741196,0.2643017042264615,0.31434201475519713,0.2557751960174579,0.6021484301640527,0.4039717089321705,0.223344404360333,0.3880007356818105,0.21057133092602606
El Huaso Clavel,0.21925928918209497,0.07308593331201957,0.19681382007303302,0.12325131863391801,0.02033814915202218,0.016891710527149727,0.0792114570908896,0.24429085883211774,0.3095364389123862,0.07360187311189738,0.06138303628250107,0.4533204889640801,0.06200940291683637,0.2634214231147218,0.09284187428174524,0.1621892067551372,0.5682902216043504,0.5378975041873452,0.13478547207113453,1.0,0.09719269686312641,0.3678184963166824,0.10381055518132236,0.022961643598719713,0.014293095666257636,0.03843545666129071,0.0,0.027533783254596024,0.14928642278460028,0.16942173108601175,0.21191974323339904,0.25743866905987395,0.2824829737983683,0.0992599366288741,0.013031468157824543,0.046901860206679996,0.23532686640795136,0.0687921408289748,0.165258240365097,0.06845104003167939,0.0,0.32161090406451454,0.04932614002653159,0.3708972892900519,0.12424549222762879,0.032729510227313484,0.4446161951781784,0.1468654152567377,0.021976803581070643,0.15648250836134264,0.2306965388883513,0.0993634349218581,0.0031467733890276966,0.0009551817848398747,0.17335584079749833,0.05907797560680969,0.0038503450269283756,0.03807952852883813,0.008503373941486965,0.10618472535995867,0.2484821899980209,0.07455905239872439,0.15505780836237548,0.09474438548045823,0.37483854902412833,0.39148918505396657,0.046898821984029816,0.039593994256335606,0.026567220401159494,0.04585706326444301,0.3203800113126737,0.10238680265105868,0.07718192822012368,0.102208344447039,0.4171290854836008,0.36260121501157144,0.38348062198466376
El Pampero,0.04007502039736841,0.048327469342129795,0.029228385744103053,0.3054639129752735,0.10553283413203078,0.0519975713521393,0.13950338106994184,0.27332778007323316,0.39968513212686857,0.02498435013826422,0.3790617495447459,0.17434307465147197,0.043291315428225195,0.03530148167199672,0.1933381507982621,0.176193081782491,0.35577621864513137,0.08246858960195116,0.2149467370439932,0.09719269686312641,0.9999999999999999,0.052431223507649255,0.3161111764406319,0.03421448055965457,0.10246079301474369,0.13686119098797025,0.006616584345726449,0.3558052191173365,0.22557498749446256,0.46038655886846747,0.11469024564838137,0.04474380328196813,0.4259763673851426,0.09859973561769599,0.14585222770382816,0.05771284239587013,0.07720729177766922,0.12964975601984965,0.08713936797536094,0.08739038935836856,0.06463716723330341,0.09132986677440673,0.08990234663387445,0.11142518814920695,0.23547719978222503,0.017418883990002673,0.036725459749331925,0.09233199821645824,0.22847811728151074,0.40071318287917784,0.07581492789686638,0.05695580152131959,0.06110395459852348,0.1314022501615504,0.09067676689737653,0.3428822990082939,0.12505749448369458,0.02025535206186489,0.24409485512370804,0.13404166581002297,0.08695527397516715,0.11803458273121595,0.24297943391516855,0.8582806310174129,0.22442858041537112,0.16732640278639355,0.1920533613242857,0.0786986003171309,0.07467511422394309,0.15310960109497204,0.5688333127278542,0.03896584155972558,0.35320347877765046,0.49598807144000034,0.1454974893940616,0.27282439598649083,0.36922572491039424
Ernesto Belloni,0.3437730770334844,0.033808999873298176,0.2956894931261639,0.28360021937653296,0.013430213542877056,0.21372817978123146,0.3422644247205819,0.18903804013049424,0.3329507710180831,0.2736796361172782,0.07941803251292025,0.17309010667088634,0.4352019197137763,0.3899130688980268,0.18851215119755396,0.19471220233268524,0.2922888185663667,0.13883773087865786,0.47823997870733226,0.3678184963166824,0.052431223507649255,1.0000000000000002,0.08931764677144129,0.08829731840983686,0.2843849173460266,0.10451431903097234,0.014231971453952058,0.11279023925329272,0.3330240030913042,0.3508730622313016,0.11625169665972329,0.5880154424281607,0.11473330022319296,0.07404253191218112,0.09363376989696903,0.2723941817739723,0.32550092583257734,0.30259084067099123,0.1672714353482488,0.17436701490370762,0.5545445380146138,0.14221638346733528,0.2163234000603821,0.27676959165931103,0.1393595516267357,0.17693225158698497,0.37769470783350273,0.09527325820797136,0.4908923980179413,0.1357463353355257,0.24938645669292503,0.5376717598365252,0.025315386926831936,0.23950283667703934,0.08358877170467792,0.10091873382664332,0.08501064275006082,0.07622821100096135,0.20005260627904825,0.12756637271822474,0.3679123379398922,0.44553800514906394,0.1487946680730358,0.09571383858273896,0.36112870652638435,0.10444788163220284,0.3998845443151236,0.22782736441691367,0.2848977052551118,0.24627227598724438,0.32157635024658626,0.20685675387742,0.15356106763162725,0.22119955104367325,0.39546356027993596,0.208763307064757,0.22273604467217356
Fabrizio Copano,0.3265905540436219,0.4329117317477894,0.21407895325966184,0.5214931286437601,0.08019505273671337,0.1767783093373123,0.22797202936347108,0.3827598037799608,0.29789306635999974,0.0882425071192179,0.28911968855042547,0.5316776398022778,0.16633651521276901,0.22205932155965483,0.5706592124996015,0.196849897693286,0.3598494999675448,0.06933494618854322,0.6545517448650802,0.10381055518132236,0.3161111764406319,0.08931764677144129,0.9999999999999999,0.16113406797312976,0.36664412292802806,0.32628384208597294,0.025437304104645002,0.21679334303859626,0.26677407849390694,0.2648046527534669,0.6742426927372018,0.07754882374976604,0.4776398527771126,0.3864334400603822,0.12513638405889665,0.17183156028916047,0.21817338407057796,0.3274701582246548,0.3658055248619066,0.5480732772557315,0.30480348277836716,0.3985727145241859,0.192684920155627,0.27607858349016645,0.5803340963976695,0.18376532116946234,0.12055651756369169,0.6027179960138719,0.4377071132654737,0.26624316105763735,0.3815533351307505,0.3540202130077581,0.19177102912153238,0.1843923949243788,0.47443904893260547,0.5771979924778621,0.09587046060380328,0.1303695699142808,0.15431522007726212,0.3617236195572121,0.12121079429380208,0.3624839423803751,0.6091860220783469,0.20735499002867339,0.13834396735091697,0.42186516593695134,0.5849276384785169,0.34321322637088714,0.3617838848377436,0.13754366236448892,0.19684218293083233,0.09236061980118565,0.6025212836275144,0.46629850016551555,0.25699660060413176,0.47236981565223674,0.24034129827711095
Felipe Avello,0.050845164390001765,0.07489570967614718,0.24127299179014816,0.37044448153905973,0.06280039406278477,0.2348848954656064,0.1966284861171689,0.12643743662713816,0.0995499276643541,0.09766153088062868,0.23503758624959795,0.20186104713296896,0.5542903789390982,0.12499499811340925,0.12513437546707895,0.31874566525762305,0.1897627398804654,0.07039405763652584,0.28191166742084545,0.022961643598719713,0.03421448055965457,0.08829731840983686,0.16113406797312976,1.0,0.04505528209100372,0.2106010448815868,0.008320625992310473,0.029540809214902434,0.45507008214464734,0.441941441043117,0.08906893764682279,0.458154660235333,0.07716038702289392,0.17237397760632894,0.3917586851711616,0.028598751359565952,0.3441569272902844,0.18163947335574465,0.18032232133093146,0.1968991545498896,0.08953895035992876,0.25992679729448054,0.0544399033137261,0.36549081645902687,0.309583866399965,0.49182692333851574,0.010695708914621972,0.3162712765992902,0.12062988534980015,0.27006617326714155,0.21337006802580813,0.12330742388782631,0.5971646217290877,0.42766085825608097,0.12014405597779854,0.3398250168730745,0.17663771238206616,0.6642044912217345,0.09114633835290784,0.44990353547732254,0.14954415128284887,0.3304655919116646,0.35455566640425756,0.0344130747240041,0.13753818689313005,0.1193041176195369,0.16507280597355492,0.41321425154954566,0.05553051059019283,0.08064185496695667,0.1826916360118671,0.08266647943614895,0.16161303732541465,0.23643992231737146,0.08867493059814865,0.30673345276995956,0.2546100651643637
Felo,0.20069736473480032,0.07838457613849102,0.07622650824351222,0.18474790667379304,0.10969155738497563,0.06810030412775538,0.2481485368576758,0.14635023537639957,0.5452559726888914,0.05688701872890474,0.14726835118019405,0.19952511360217634,0.10420189957276701,0.11253412651369055,0.6154475408464355,0.2060546274651974,0.11482728490032776,0.059128996158097934,0.4138700792152107,0.014293095666257636,0.10246079301474369,0.2843849173460266,0.36664412292802806,0.04505528209100372,1.0,0.2560102890518834,0.013914554030866751,0.2975781951907654,0.16665025749983572,0.2958081965487337,0.1888670138177997,0.04167467764207056,0.16023832652785758,0.28315607571293716,0.0909807332082802,0.15070054539544483,0.14406112009078387,0.28127972426604253,0.034083193733574234,0.0718962339211642,0.7482860921119606,0.17567564672879354,0.01342637231336924,0.0720589543237556,0.21224182393912872,0.03301776915250226,0.12805191653983716,0.10182526598099817,0.5406457567945437,0.1659016312063845,0.3298616045273874,0.23953156597896744,0.08055485155557635,0.6426791840657051,0.1421430966932047,0.2442544064190566,0.055647399237449324,0.042714887192213384,0.6011828039260212,0.2097492115710487,0.07595370801823441,0.2733156516426732,0.11586158708862498,0.08022012826935661,0.08888675712779698,0.00414206595849162,0.4191591088084079,0.29912055949827515,0.9103657401833507,0.1402415917763759,0.06905473260570993,0.04270222774659821,0.17185506749882679,0.2121997055141554,0.047793289202368604,0.3785717575046982,0.26086969313174935
Fusión Humor,0.030710078969645026,0.3047463517407765,0.09188713356636805,0.37914731351060377,0.6908393471058227,0.33523394746300034,0.1142875048243717,0.031044111205821488,0.2731585153354833,0.07314645815273689,0.3036901695953513,0.3184735062370837,0.33637808413826653,0.1008638922259836,0.2913254521927798,0.34617786873341466,0.10118416266471214,0.0897966724335745,0.3473146008146707,0.03843545666129071,0.13686119098797025,0.10451431903097234,0.32628384208597294,0.2106010448815868,0.2560102890518834,1.0000000000000002,0.014128340288576544,0.2896456855509921,0.4855563213382194,0.17806302472731173,0.15165454495894337,0.0866943638599559,0.3005359942211926,0.4575991941725246,0.16553448702501855,0.0380741185889215,0.31390509241867953,0.12409123025182253,0.23754152724960667,0.23120491984598282,0.3165460476250656,0.18373664018469116,0.15259658588122127,0.23952449536882564,0.5135470652321861,0.13748326398686372,0.08755602165189706,0.40854263900040666,0.4145217548620955,0.48010857181901156,0.40636907995409594,0.3435191611793432,0.1174284762410325,0.04594381487975156,0.07143843265724098,0.27616028421269984,0.144083588665656,0.11870420635195089,0.1388027876893821,0.2523915637645933,0.13898934384696207,0.3960954632693891,0.23877025663428433,0.10286857918134183,0.16937944971130794,0.21561184626848323,0.3846078492797852,0.4615061933893796,0.3351820723461828,0.6896836152454661,0.10699622208575711,0.02290248094360554,0.513114840603545,0.6041164563074968,0.08447389837001516,0.2702737845396774,0.19077108867650136
George Harris,0.018965010797903494,0.011644904623890779,0.010217534071907735,0.0252389779213765,0.003048773339855425,0.03168269532465318,0.021303785133945704,0.019171847517284228,0.010390531641827613,0.07292612051287607,0.01201413042430762,0.01816123574962285,0.004897583897339103,0.1986867880746388,0.014163809234554322,0.020120013394873425,0.10104296597850587,0.7046215327777515,0.14675129927755448,0.0,0.006616584345726449,0.014231971453952058,0.025437304104645002,0.008320625992310473,0.013914554030866751,0.014128340288576544,0.9999999999999999,0.023927298321191,0.036137816621043234,0.010221454207302538,0.0072076255987476795,0.0019169691143714777,0.007303490009867511,0.036053024677768865,0.01049638602323613,0.03867307766562925,0.007736585835650738,0.023861936990168836,0.12885071163389278,0.11370704666926074,0.013676954924898671,0.008518604537060055,0.19808167337743604,0.0181105341434993,0.012165963236146299,0.007200556896522087,0.006361256160267405,0.012590473200017546,0.33414868456946384,0.01604561014185987,0.017689470030174643,0.009801536150126066,0.00352526753305673,0.0029125861144536948,0.17341549121981653,0.01287428706425095,0.015154992492326906,0.0019158359862577474,0.0006193261211654155,0.00857133795570151,0.036791928358944986,0.012692627098424072,0.14187910145609087,0.03118419102985242,0.0057129041895502735,0.48419658351325373,0.015311361945973727,0.01682336539193565,0.015560527820952214,0.004729349433721926,0.004167950932821067,0.013053578221039962,0.014976702426598223,0.00789175968685688,0.3539307633302349,0.02295197021351647,0.004030907306040657
Gigi Martin,0.18500225449322735,0.020071597711382234,0.30879223842398856,0.38613633072317416,0.3155939483977177,0.15480253560626528,0.17827505970306656,0.4087831272085065,0.13774026659039074,0.03421590928190431,0.06626943344742445,0.16259424014099155,0.1104437708612165,0.1508925042580463,0.4277936151533804,0.3164208681620849,0.17044569522448844,0.025155753686866896,0.2140127698616372,0.027533783254596024,0.3558052191173365,0.11279023925329272,0.21679334303859626,0.029540809214902434,0.2975781951907654,0.2896456855509921,0.023927298321191,0.9999999999999999,0.3006068388318945,0.29299022926980606,0.06056282715480331,0.03477400044089002,0.29895523160635035,0.17980474092569879,0.196095593063806,0.07514180619487998,0.12476431182209388,0.10170451317187498,0.07249162763885199,0.11610791679443462,0.15959761149552376,0.17283282407508604,0.09820024862228806,0.2654421827774629,0.2813765620125337,0.010254483828412186,0.07053782714176383,0.021827309088352863,0.1288174886622388,0.26437931403433834,0.10994095525247034,0.04886349503615026,0.018708270490399758,0.24449085963097109,0.06931712536605802,0.1198278891524958,0.04727506158701863,0.01926014203857705,0.336630104542459,0.33193372300074997,0.0438117557695357,0.05047053622547916,0.12658477564111936,0.05955013379829487,0.2767102607655006,0.04648035811732492,0.41784806509591377,0.2032006401845351,0.20555720787770998,0.47675674470805013,0.0908713329631328,0.009569533515044018,0.2956643705945813,0.270435524333604,0.32276798765949616,0.2164111155463347,0.11274284351488227
Gloria Benavides,0.04815690298528888,0.07816092175746567,0.12203690832004073,0.6064958606782138,0.44993814575445884,0.17767003544315785,0.3420474932387185,0.1582625740580684,0.18422986613378856,0.20015804088446407,0.08727669557351869,0.21464130759650482,0.677385740974679,0.11442377832428384,0.46017317762831034,0.5249039069165707,0.33474882749292634,0.09394447380237192,0.3260158823442922,0.14928642278460028,0.22557498749446256,0.3330240030913042,0.26677407849390694,0.45507008214464734,0.16665025749983572,0.4855563213382194,0.036137816621043234,0.3006068388318945,0.9999999999999999,0.3285574054440149,0.14069679313834935,0.5722395672141682,0.4343543675498148,0.2644964256702107,0.21454083811695218,0.02845286283656613,0.4842055191617117,0.4433967803788318,0.2546501981663111,0.21642135030321824,0.34565873110017126,0.22666145930024775,0.21143255163915453,0.3309989931812505,0.3318598262432547,0.15724323882529934,0.3290967591295318,0.17339635741955617,0.44342464706331536,0.6059677000303347,0.4181916060346913,0.39668032386558694,0.6771855434930174,0.10740766316298518,0.060404375054777165,0.29377052760975,0.08749345544420878,0.13651826660242242,0.28387496235043264,0.40618211875252463,0.17689648230312446,0.6383823446516087,0.5230226810457153,0.18393608139957976,0.19735389168786405,0.21848949439510879,0.41390369732857824,0.5610246605153714,0.20747506492496598,0.5751267384267105,0.18313017137598303,0.13670025032754052,0.25591046674809137,0.6634538809164973,0.23818177199866022,0.456712175217581,0.3166755818194623
