show_a,show_b,cosine_similarity
Lucho Navarro,Zip-Zup,0.39322419735581776
Alison Mandel,Sarah Sanders,0.3931591044695909
"Jorge ""Chino"" Navarrete",Payahop,0.39253028630315934
Felipe Avello,Javiera Contador,0.3917586851711616
El Huaso Clavel,Ricardo Meruane,0.39148918505396657
Coco Legrand,Los Indolatinos,0.3912646592716613
Arturo Ruiz-Tagle,Pujillay,0.39104920163775353
"Juan Luis ""Jajá"" Calderón",Zip-Zup,0.39074207343274187
Dino Gordillo,Juan Pablo López,0.39065991320676213
Rodrigo Villegas,Ruperto,0.39062261698417633
Millenium Show,Payahop,0.3899643550875761
"Daniela ""Chiqui"" Aguayo",Ernesto Belloni,0.3899130688980268
Hugo Varela,Jani Dueñas,0.3896716089171135
Diego Urrutia,Memo Bunke y Natalia Cuevas,0.38948495744765216
Arturo Ruiz-Tagle,Bastián Paz,0.38861474013805325
Centella,Pam Pam,0.38857344516928627
Edo Caroe,Álvaro Salas,0.3880007356818105
Dino Gordillo,Natalia Valdebenito,0.38777600165605675
Arturo Ruiz-Tagle,"Paul Vásquez ""El Flaco""",0.3872336376400755
León Murillo,Los Indolatinos,0.3865871326090835
Fabrizio Copano,Jani Dueñas,0.3864334400603822
Bombo Fica,Edo Caroe,0.38626916446926046
Alison Mandel,Los Indolatinos,0.38617479256641146
Arturo Ruiz-Tagle,Gigi Martin,0.38613633072317416
"Jorge ""Chino"" Navarrete",Sandy,0.3859151314603398
Ricardo Meruane,Rodrigo González,0.3856945658590958
Sarah Sanders,Álvaro Salas,0.3855302958625192
Paulo Iglesias,Rodrigo González,0.38505850306530326
Palta Meléndez,Ricardo Meruane,0.38502599011714317
Fusión Humor,Rodrigo González,0.3846078492797852
"Daniel Muñoz ""El Carmelo""",Mauricio Palma,0.3844166696932632
Ruperto,Sergio Freire,0.38439061760594107
Mauricio Palma,Sergio Freire,0.3842337689408258
Arturo Ruiz-Tagle,Edo Caroe,0.38409529075217697
Memo Bunke y Natalia Cuevas,Rodrigo González,0.38355862358531395
El Huaso Clavel,Óscar Gangas,0.38348062198466376
León Murillo,Sandy,0.3833512518471078
Huaso Filomeno,Los Indolatinos,0.38294662831568255
"Carlos ""El Mono"" Sánchez",Fabrizio Copano,0.3827598037799608
Luis Slimming,Natalia Valdebenito,0.3826911421766814
Hugo Goodman,Julio Sabala,0.38254249460624956
Melón y Melame,Pancho del Sur,0.3817686745558531
Fabrizio Copano,Memo Bunke,0.3815533351307505
Dino Gordillo,Edmundo Arrocet,0.381381838014495
Melón y Melame,Profesor Salomón y Tutu-Tutu,0.3811755646177184
Carlos García,Natalia Cuevas,0.38097221831264616
Alison Mandel,Paulo Iglesias,0.3800948697482958
Jorge Alís,León Murillo,0.3799976157373314
Edo Caroe,"Jorge ""Chino"" Navarrete",0.379330983194033
Arturo Ruiz-Tagle,Zip-Zup,0.3793069937982076
Profesor Salomón y Tutu-Tutu,Óscar Gangas,0.3792096313788038
Arturo Ruiz-Tagle,Fusión Humor,0.37914731351060377
Centella,El Pampero,0.3790617495447459
Palta Meléndez,Stefan Kramer,0.3789287703090447
Felo,Álvaro Salas,0.3785717575046982
Carlos García,Memo Bunke,0.37851168370144944
Dino Gordillo,Stefan Kramer,0.37832397090089237
Ernesto Belloni,Lucho Navarro,0.37769470783350273
Bombo Fica,Pedro Ruminot,0.377395453388015
Dinamita Show,Sandy,0.37688613849443886
Dinamita Show,Payahop,0.37602855819416786
Luis Slimming,"Paul Vásquez ""El Flaco""",0.37583101170430816
Bombo Fica,Diego Urrutia,0.37538523981826044
Melón y Melame,Sandy,0.3753391288784287
"Jorge ""Chino"" Navarrete",León Murillo,0.37526187255850907
Pancho del Sur,Ruperto,0.3751168049194964
El Huaso Clavel,Pujillay,0.37483854902412833
Los Indolatinos,Paulo Iglesias,0.37476789316587894
Ruperto,Álvaro Salas,0.37438326533816396
Millenium Show,Stefan Kramer,0.37424609037829354
Centella,Profesor Salomón y Tutu-Tutu,0.3742123928828957
Bombo Fica,Hermógenes Conache,0.37419668404907913
Dinamita Show,Rodrigo Villegas,0.3741411177567227
"Daniela ""Chiqui"" Aguayo","Juan Luis ""Jajá"" Calderón",0.37367318744454153
Dinamita Show,Los Indolatinos,0.37321895721890097
Edo Caroe,Rodrigo Villegas,0.37287494489282597
"Juan Luis ""Jajá"" Calderón",Natalia Valdebenito,0.3727799032938272
Coco Legrand,Pedro Ruminot,0.3725486088118305
Dinamita Show,Hermógenes Conache,0.37174338811913316
"Jorge ""Chino"" Navarrete",Rodrigo Villegas,0.3710081132453325
Pedro Ruminot,Álvaro Salas,0.370959008152008
Stefan Kramer,Álvaro Salas,0.3709380119340944
El Huaso Clavel,Los Indolatinos,0.3708972892900519
Centella,Rodrigo González,0.37065154503875913
Arturo Ruiz-Tagle,Felipe Avello,0.37044448153905973
Bombo Fica,Óscar Gangas,0.37025760678111186
Coco Legrand,Lucho Navarro,0.3701150300779225
Alejandra Azcárate,Huaso Filomeno,0.3695566071600877
Javiera Contador,Pam Pam,0.36931900593019107
El Pampero,Óscar Gangas,0.36922572491039424
Jorge Alís,Paulo Iglesias,0.3690845580414029
Dino Gordillo,Lucho Navarro,0.36839441342196777
Diego Urrutia,Álvaro Salas,0.36812525387713646
Natalia Valdebenito,Paulo Iglesias,0.3679872524948749
Ernesto Belloni,Paulo Iglesias,0.3679123379398922
El Huaso Clavel,Ernesto Belloni,0.3678184963166824
Hermógenes Conache,Paulo Iglesias,0.36765796365846043
"Daniel Muñoz ""El Carmelo""",Melón y Melame,0.36748063354456506
Centella,Jorge Alís,0.3670490438535834
Arturo Ruiz-Tagle,Luis Slimming,0.36679348746289736
Fabrizio Copano,Felo,0.36664412292802806
Jani Dueñas,Álvaro Salas,0.36648478264403567
Juan Pablo López,Pedro Ruminot,0.3664847656503597
Coco Legrand,Jorge Alís,0.36608752039363296
Fabrizio Copano,"Juan Luis ""Jajá"" Calderón",0.3658055248619066
"Juan Luis ""Jajá"" Calderón",Los Indolatinos,0.36570532846647996
Felipe Avello,Los Indolatinos,0.36549081645902687
"Daniela ""Chiqui"" Aguayo",Lucho Navarro,0.36536634159503123
"Juan Luis ""Jajá"" Calderón",Sarah Sanders,0.3652918561099316
Rodrigo Villegas,Stefan Kramer,0.3652814120398677
Los Locos del Humor,Memo Bunke y Natalia Cuevas,0.36526714438008595
Palta Meléndez,Rodrigo González,0.36523354783107426
Juan Pablo López,Los Atletas de la Risa,0.36518939090577884
"Carlos ""El Mono"" Sánchez",Los Locos del Humor,0.36476627452713345
Los Locos del Humor,Zip-Zup,0.3644239591526192
Edo Caroe,Natalia Valdebenito,0.3641604706364128
Hugo Varela,"Juan Luis ""Jajá"" Calderón",0.3637283432682413
Natalia Valdebenito,Sergio Freire,0.36361384246103545
Hermógenes Conache,Los Atletas de la Risa,0.3634154181390483
Paulo Iglesias,Zip-Zup,0.3631365678163825
Alison Mandel,Edo Caroe,0.36306679569815664
El Huaso Clavel,Álvaro Salas,0.36260121501157144
Fabrizio Copano,Payahop,0.3624839423803751
Centella,Los Atletas de la Risa,0.36224039175115
Jorge Alís,Sarah Sanders,0.36202803565184455
"Juan Luis ""Jajá"" Calderón",Ricardo Meruane,0.3618647000606785
Fabrizio Copano,Rudy Rey,0.3617838848377436
Carlos García,Payahop,0.36177780909372137
Fabrizio Copano,"Paul Vásquez ""El Flaco""",0.3617236195572121
Juan Pablo López,Sergio Freire,0.3615266484554093
Alex Ortiz,Centella,0.36126357563159284
Ernesto Belloni,Pujillay,0.36112870652638435
Dino Gordillo,"Juan Luis ""Jajá"" Calderón",0.36104414738142
Dinamita Show,Dino Gordillo,0.36085798239150696
Luis Slimming,Pamela Leiva,0.3604266099878475
Ricardo Meruane,Sergio Freire,0.3601204259983631
Jorge Alís,Los Indolatinos,0.35996453144147417
Javiera Contador,"Juan Luis ""Jajá"" Calderón",0.3598533277093086
Dino Gordillo,Fabrizio Copano,0.3598494999675448
Los Atletas de la Risa,Rodrigo González,0.35959984672618045
"Carlos ""El Mono"" Sánchez",Álvaro Salas,0.35959304657799274
Dino Gordillo,Profesor Salomón y Tutu-Tutu,0.3594272581529222
Alison Mandel,"Carlos ""El Mono"" Sánchez",0.3594129808975763
Carlos García,Pancho del Sur,0.35853908443802734
Bombo Fica,Ricardo Meruane,0.35789758514840647
Javiera Contador,Lucho Miranda,0.3576329810499931
Los Atletas de la Risa,Rodrigo Villegas,0.35754496513593337
"Daniela ""Chiqui"" Aguayo",Pam Pam,0.3568246665971532
Juan Pablo López,"Paul Vásquez ""El Flaco""",0.35631591980883326
Los Locos del Humor,Pujillay,0.35623074155504036
Diego Urrutia,Natalia Cuevas,0.3560654653051782
"Paul Vásquez ""El Flaco""",Paulo Iglesias,0.3559074138217216
El Pampero,Gigi Martin,0.3558052191173365
Dino Gordillo,El Pampero,0.35577621864513137
Edmundo Arrocet,Mauricio Palma,0.35553838391343634
Belén Mora,Pamela Leiva,0.35551121851815287
Felipe Avello,Pedro Ruminot,0.35455566640425756
Arturo Ruiz-Tagle,Sandy,0.35440612112651815
Arturo Ruiz-Tagle,Rodrigo Villegas,0.3540509049525075
Fabrizio Copano,Memo Bunke y Natalia Cuevas,0.3540202130077581
George Harris,Zip-Zup,0.3539307633302349
El Pampero,Sergio Freire,0.35320347877765046
Javiera Contador,Memo Bunke,0.3526829584418132
Hugo Varela,Profesor Salomón y Tutu-Tutu,0.35267666776658185
Hugo Varela,Los Indolatinos,0.3524718624188378
"Jorge ""Chino"" Navarrete",Los Locos del Humor,0.35223140240589873
Jorge Alís,Pam Pam,0.35212590767427626
"Daniel Muñoz ""El Carmelo""",Edo Caroe,0.35207257648790663
Centella,Hermógenes Conache,0.35202031059039834
Los Indolatinos,Pedro Ruminot,0.35185047227363625
Ernesto Belloni,Hermógenes Conache,0.3508730622313016
Mauricio Palma,Ruperto,0.35071256417160274
Memo Bunke y Natalia Cuevas,Rudy Rey,0.35051481491873104
Arturo Ruiz-Tagle,Javiera Contador,0.349199899339643
Los Indolatinos,Zip-Zup,0.3489848020905935
Carlos Helo,Pujillay,0.3488477831433864
"Juan Luis ""Jajá"" Calderón",Los Atletas de la Risa,0.3487933727993461
Alison Mandel,Coco Legrand,0.34846638521544837
"Paul Vásquez ""El Flaco""",Payahop,0.34825028298978716
Jani Dueñas,Lucho Navarro,0.3479114644259004
Edo Caroe,Fusión Humor,0.3473146008146707
Sandy,Stefan Kramer,0.3472195474863543
Carlos García,Rodrigo Villegas,0.34679337617190853
Dinamita Show,Fusión Humor,0.34617786873341466
Centella,Los Indolatinos,0.34603353037169227
Carlos Helo,Jorge Alís,0.34569464067640826
Gloria Benavides,Julio Sabala,0.34565873110017126
Centella,Álvaro Salas,0.34547366220254944
Alison Mandel,Pamela Leiva,0.34542128170604347
Bastián Paz,Hugo Varela,0.34481022215266405
Arturo Ruiz-Tagle,Sergio Freire,0.34441834693735623
Felipe Avello,"Jorge ""Chino"" Navarrete",0.3441569272902844
Alejandra Azcárate,Ernesto Belloni,0.3437730770334844
"Juan Luis ""Jajá"" Calderón",Paulo Iglesias,0.34370932630670603
"Carlos ""El Mono"" Sánchez",León Murillo,0.3436761246668961
Fusión Humor,Memo Bunke y Natalia Cuevas,0.3435191611793432
Fabrizio Copano,Rodrigo Villegas,0.34321322637088714
Arturo Ruiz-Tagle,Memo Bunke y Natalia Cuevas,0.3432119876315618
Sandy,Sarah Sanders,0.34310152665199534
Bastián Paz,Álvaro Salas,0.34301516582871444
Alejandra Azcárate,Centella,0.34294647684261415
El Pampero,Palta Meléndez,0.3428822990082939
Centella,Melón y Melame,0.34272230483880795
Alejandra Azcárate,Paulo Iglesias,0.34267714888326806
Bombo Fica,Rodrigo González,0.3425416234191679
Bombo Fica,Ernesto Belloni,0.3422644247205819
Bombo Fica,Gloria Benavides,0.3420474932387185
Pancho del Sur,Rodrigo González,0.3418770715350583
Melón y Melame,Zip-Zup,0.34183621857124413
Diego Urrutia,Pancho del Sur,0.3413628539409517
Jorge Alís,Millenium Show,0.34109159138743633
"Daniela ""Chiqui"" Aguayo",Jani Dueñas,0.3410768438231127
Pujillay,Ricardo Meruane,0.34065186957676313
León Murillo,Paulo Iglesias,0.3404993019966033
Bastián Paz,"Jorge ""Chino"" Navarrete",0.3403521891553666
Felipe Avello,Palta Meléndez,0.3398250168730745
Pancho del Sur,Óscar Gangas,0.339620882390927
Carlos García,"Juan Luis ""Jajá"" Calderón",0.3395167610648951
Carlos García,Óscar Gangas,0.3391138263348893
"Paul Vásquez ""El Flaco""",Stefan Kramer,0.3388085015808227
Zip-Zup,Álvaro Salas,0.3386292699959066
Alison Mandel,Memo Bunke,0.33853351392973297
Mauricio Palma,Álvaro Salas,0.3378708338605917
Dinamita Show,Óscar Gangas,0.3375797824223391
Mauricio Palma,Pedro Ruminot,0.3374548583884306
Diego Urrutia,Dino Gordillo,0.3373051464007987
Carlos Helo,Ricardo Meruane,0.33713446975264916
Gigi Martin,Pancho del Sur,0.336630104542459
"Jorge ""Chino"" Navarrete",Ricardo Meruane,0.3365601444918594
"Daniela ""Chiqui"" Aguayo",Dino Gordillo,0.33647837922168705
"Daniel Muñoz ""El Carmelo""",Fusión Humor,0.33637808413826653
Mauricio Palma,Pujillay,0.336144307138002
Belén Mora,Fusión Humor,0.33523394746300034
Huaso Filomeno,Memo Bunke,0.33522234015200175
Fusión Humor,Rudy Rey,0.3351820723461828
Diego Urrutia,Sergio Freire,0.334996263976784
Carlos García,Paulo Iglesias,0.33492864097738356
Dino Gordillo,Gloria Benavides,0.33474882749292634
Diego Urrutia,Óscar Gangas,0.33465489925479114
George Harris,Mauricio Palma,0.33414868456946384
"Daniela ""Chiqui"" Aguayo",Sandy,0.3340238313527826
Memo Bunke,Álvaro Salas,0.3338857762298118
"Jorge ""Chino"" Navarrete",Zip-Zup,0.33379895538488064
Natalia Cuevas,Rodrigo González,0.33379572283746833
Rodrigo González,Álvaro Salas,0.33374118839250616
Coco Legrand,Rodrigo González,0.33366535339486403
Ernesto Belloni,Gloria Benavides,0.3330240030913042
Carlos García,Ernesto Belloni,0.3329507710180831
Edo Caroe,Pamela Leiva,0.33286610045638065
Gigi Martin,"Paul Vásquez ""El Flaco""",0.33193372300074997
Hermógenes Conache,"Paul Vásquez ""El Flaco""",0.3318794984174837
Gloria Benavides,Los Locos del Humor,0.3318598262432547
Carlos Helo,"Jorge ""Chino"" Navarrete",0.3315444764312591
Arturo Ruiz-Tagle,Mauricio Palma,0.33137903900575627
Hermógenes Conache,Rodrigo González,0.3312736390159926
Gloria Benavides,Los Indolatinos,0.3309989931812505
"Carlos ""El Mono"" Sánchez",Los Indolatinos,0.3308861017957044
Lucho Miranda,"Paul Vásquez ""El Flaco""",0.3307670507634323
Felipe Avello,Payahop,0.3304655919116646
Mauricio Palma,Ricardo Meruane,0.3304101276241988
Felo,Memo Bunke,0.3298616045273874
Belén Mora,Ruperto,0.3291908295587326
Edo Caroe,Huaso Filomeno,0.3291196159136555
Gloria Benavides,Lucho Navarro,0.3290967591295318
Dino Gordillo,Payahop,0.32865461945684876
Gloria Benavides,Hermógenes Conache,0.3285574054440149
"Daniel Muñoz ""El Carmelo""",Rodrigo González,0.3285033894058839
Lucho Navarro,Palta Meléndez,0.3284074338557682
Coco Legrand,Pujillay,0.3283345359537233
Hugo Varela,"Jorge ""Chino"" Navarrete",0.3283071312256193
Huaso Filomeno,Jani Dueñas,0.32815457975573015
"Carlos ""El Mono"" Sánchez","Daniela ""Chiqui"" Aguayo",0.32790055703281634
Los Indolatinos,Natalia Valdebenito,0.3278858258690094
Carlos García,Los Indolatinos,0.3277722436385614
Alejandra Azcárate,Lucho Navarro,0.3275725420090289
Fabrizio Copano,Jorge Alís,0.3274701582246548
Carlos García,Pam Pam,0.3271288168291065
"Carlos ""El Mono"" Sánchez",Hermógenes Conache,0.32711394830954915
"Daniela ""Chiqui"" Aguayo",León Murillo,0.3270059107274706
Alejandra Azcárate,León Murillo,0.32688151940361704
Diego Urrutia,Los Indolatinos,0.32674853421665345
Edo Caroe,Memo Bunke,0.3267062191800472
Alejandra Azcárate,Fabrizio Copano,0.3265905540436219
Fabrizio Copano,Fusión Humor,0.32628384208597294
Diego Urrutia,Millenium Show,0.3261378529220597
Edo Caroe,Gloria Benavides,0.3260158823442922
Hermógenes Conache,Mauricio Palma,0.3256721955917035
Ernesto Belloni,"Jorge ""Chino"" Navarrete",0.32550092583257734
"Jorge ""Chino"" Navarrete",Sergio Freire,0.32522910645008846
Diego Urrutia,"Jorge ""Chino"" Navarrete",0.3250592517718266
Dinamita Show,Memo Bunke,0.3249571683413529
Juan Pablo López,Pujillay,0.32440317216007236
Natalia Valdebenito,Stefan Kramer,0.3236660819732641
"Juan Luis ""Jajá"" Calderón",Stefan Kramer,0.3231742966452675
Carlos García,Dino Gordillo,0.32313041056149483
Sandy,Zip-Zup,0.3229543656052425
Arturo Ruiz-Tagle,Ricardo Meruane,0.32278623028075126
Hermógenes Conache,Millenium Show,0.32278573170076164
Gigi Martin,Zip-Zup,0.32276798765949616
Hugo Goodman,Rodrigo Villegas,0.32264478743734987
Alison Mandel,Carlos García,0.3222779334914328
Bombo Fica,Sergio Freire,0.3221200795774634
Coco Legrand,Memo Bunke,0.3220735449406087
Centella,Natalia Valdebenito,0.3220588097246743
Javiera Contador,Zip-Zup,0.32193794907441914
El Huaso Clavel,León Murillo,0.32161090406451454
Ernesto Belloni,Sandy,0.32157635024658626
Ricardo Meruane,Óscar Gangas,0.32155903385319057
Bastián Paz,Melón y Melame,0.32143787650467764
Hugo Goodman,Melón y Melame,0.32067734167813355
Hugo Varela,Luis Slimming,0.320453638439222
El Huaso Clavel,Sandy,0.3203800113126737
Dinamita Show,Ricardo Meruane,0.32021032562278784
Los Atletas de la Risa,Los Locos del Humor,0.31963000238190314
"Juan Luis ""Jajá"" Calderón",León Murillo,0.319528641172587
Julio Sabala,Stefan Kramer,0.318989132378889
Edo Caroe,Juan Pablo López,0.31891874619336313
"Carlos ""El Mono"" Sánchez",Dino Gordillo,0.3187520418061756
Dinamita Show,Felipe Avello,0.31874566525762305
Coco Legrand,Fusión Humor,0.3184735062370837
Los Locos del Humor,Ruperto,0.3183246968063374
Edo Caroe,Hugo Varela,0.3181446279336816
Bombo Fica,Los Indolatinos,0.31765137203721067
Hermógenes Conache,Zip-Zup,0.3173441373337962
Gloria Benavides,Óscar Gangas,0.3166755818194623
Javiera Contador,"Jorge ""Chino"" Navarrete",0.31658095715318674
Fusión Humor,Julio Sabala,0.3165460476250656
Dinamita Show,Gigi Martin,0.3164208681620849
Felipe Avello,Luis Slimming,0.3162712765992902
El Pampero,Fabrizio Copano,0.3161111764406319
Alejandra Azcárate,Los Locos del Humor,0.31599608834549114
Dino Gordillo,León Murillo,0.31589042571202997
Natalia Valdebenito,"Paul Vásquez ""El Flaco""",0.3158331441504037
Bastián Paz,Gigi Martin,0.3155939483977177
Palta Meléndez,Rodrigo Villegas,0.3155138465386954
Alison Mandel,Hermógenes Conache,0.31545495145107527
"Carlos ""El Mono"" Sánchez",Diego Urrutia,0.3154456890764095
Bastián Paz,Pancho del Sur,0.31464403372343974
Edo Caroe,Sandy,0.31434201475519713
Sarah Sanders,Óscar Gangas,0.314306654759176
Fusión Humor,"Jorge ""Chino"" Navarrete",0.31390509241867953
Dino Gordillo,Rodrigo González,0.31346936313317836
Hermógenes Conache,Sergio Freire,0.3133908622679805
Julio Sabala,Ruperto,0.3128571306914145
Alex Ortiz,Ricardo Meruane,0.3127790609187729
"Paul Vásquez ""El Flaco""",Rodrigo González,0.3126308159911509
Dinamita Show,Mauricio Palma,0.31261558463777817
Los Atletas de la Risa,Mauricio Palma,0.3125800186186082
Dino Gordillo,Sergio Freire,0.31257210321934265
Carlos García,Edmundo Arrocet,0.3125161627310976
León Murillo,Pamela Leiva,0.31234965672596704
Bombo Fica,Mauricio Palma,0.3112338882609288
Arturo Ruiz-Tagle,Centella,0.3109914903614012
Alejandra Azcárate,Jorge Alís,0.3109197414621802
"Jorge ""Chino"" Navarrete",Pedro Ruminot,0.31090531613651395
"Jorge ""Chino"" Navarrete",Luis Slimming,0.3108255709667884
Los Atletas de la Risa,Pedro Ruminot,0.31078900174300417
Rodrigo González,Ruperto,0.31043826100463123
Edo Caroe,Hugo Goodman,0.3102426298050566
Natalia Valdebenito,Álvaro Salas,0.3101838255689604
Hugo Varela,Pancho del Sur,0.31006746643983
Palta Meléndez,Profesor Salomón y Tutu-Tutu,0.3100015822994732
Felipe Avello,Los Locos del Humor,0.309583866399965
Carlos García,El Huaso Clavel,0.3095364389123862
Alejandra Azcárate,Hugo Varela,0.3093546095690676
"Jorge ""Chino"" Navarrete",Natalia Cuevas,0.3091594011953021
Alison Mandel,Lucho Miranda,0.3090399843340578
León Murillo,Los Locos del Humor,0.30893132886968766
Alejandra Azcárate,Javiera Contador,0.3087948576320374
Alison Mandel,Gigi Martin,0.30879223842398856
Edo Caroe,Jorge Alís,0.3086432789703187
Arturo Ruiz-Tagle,Hermógenes Conache,0.3085979612635532
Jorge Alís,Los Locos del Humor,0.30831533279007484
Profesor Salomón y Tutu-Tutu,Sergio Freire,0.3082689095278073
Coco Legrand,Ricardo Meruane,0.3079637506867939
Mauricio Palma,Pancho del Sur,0.30784217064555536
Melón y Melame,"Paul Vásquez ""El Flaco""",0.3075698806750037
Alex Ortiz,Rodrigo Villegas,0.3072754470392406
"Daniela ""Chiqui"" Aguayo",Luis Slimming,0.30693811722754644
Felipe Avello,Álvaro Salas,0.30673345276995956
Dino Gordillo,"Jorge ""Chino"" Navarrete",0.3067081576943185
Jani Dueñas,Luis Slimming,0.3061859286567325
Arturo Ruiz-Tagle,Carlos Helo,0.3058406544790997
Arturo Ruiz-Tagle,León Murillo,0.305803491318981
Arturo Ruiz-Tagle,El Pampero,0.3054639129752735
Jani Dueñas,Lucho Miranda,0.30541637474004957
Fabrizio Copano,Julio Sabala,0.30480348277836716
Alex Ortiz,Fusión Humor,0.3047463517407765
Luis Slimming,Álvaro Salas,0.3045233719662527
Alex Ortiz,"Juan Luis ""Jajá"" Calderón",0.30450672073190516
Sergio Freire,Álvaro Salas,0.30405328073827936
Hugo Goodman,Mauricio Palma,0.30390666425460205
Centella,Fusión Humor,0.3036901695953513
Ernesto Belloni,Jorge Alís,0.30259084067099123
Arturo Ruiz-Tagle,Sarah Sanders,0.301899605586938
Hugo Varela,Rodrigo Villegas,0.3014783832031315
Melón y Melame,Palta Meléndez,0.3007981240385761
Gigi Martin,Gloria Benavides,0.3006068388318945
Fusión Humor,Hugo Varela,0.3005359942211926
Dino Gordillo,Memo Bunke,0.3005068654692975
Memo Bunke y Natalia Cuevas,Natalia Valdebenito,0.30010131198540246
Paulo Iglesias,Sandy,0.2999841163064069
Edo Caroe,Hermógenes Conache,0.29963915012241266
"Carlos ""El Mono"" Sánchez",Paulo Iglesias,0.299617531548126
Los Indolatinos,Rodrigo Villegas,0.29943815207842595
Hermógenes Conache,Juan Pablo López,0.2993873167201472
León Murillo,Rodrigo González,0.29929985052577357
Felo,Rodrigo Villegas,0.29912055949827515
Gigi Martin,Hugo Varela,0.29895523160635035
Diego Urrutia,"Paul Vásquez ""El Flaco""",0.2989288411460754
Pamela Leiva,Pedro Ruminot,0.2988557978397118
Melón y Melame,Millenium Show,0.29882908423793936
Coco Legrand,Sandy,0.2984454003018954
Payahop,Sergio Freire,0.2981820925778485
Alison Mandel,Dinamita Show,0.29815214278941804
Rudy Rey,Álvaro Salas,0.29794456110570877
Carlos García,Fabrizio Copano,0.29789306635999974
Edo Caroe,Jani Dueñas,0.29772715553288215
Felo,Gigi Martin,0.2975781951907654
"Daniela ""Chiqui"" Aguayo",Rodrigo González,0.29750593377487466
Los Indolatinos,Sergio Freire,0.2968512017739279
Hugo Goodman,Lucho Miranda,0.2968233569115406
Jani Dueñas,Pam Pam,0.2966281817771838
Dinamita Show,Lucho Navarro,0.2963249452036286
Dino Gordillo,Edo Caroe,0.29626895817703075
Alejandra Azcárate,Dino Gordillo,0.29625583496105357
Edo Caroe,Palta Meléndez,0.29612832512959486
Stefan Kramer,Óscar Gangas,0.29593067340515716
Felo,Hermógenes Conache,0.2958081965487337
Paulo Iglesias,Pujillay,0.2957970344973176
Alison Mandel,Ernesto Belloni,0.2956894931261639
Gigi Martin,Sergio Freire,0.2956643705945813
Pam Pam,Rodrigo González,0.2955117851153574
Diego Urrutia,Zip-Zup,0.29518966136388625
Alison Mandel,Álvaro Salas,0.2951569580157987
"Daniela ""Chiqui"" Aguayo",Natalia Valdebenito,0.2949436805748556
Coco Legrand,Dinamita Show,0.294868235686933
Hugo Goodman,Pamela Leiva,0.29485097912215974
Payahop,Pedro Ruminot,0.2947409414398554
Dinamita Show,Pamela Leiva,0.2946106984599246
Lucho Navarro,Álvaro Salas,0.29438126080368293
Jenny Cavallo,Lucho Miranda,0.2943644017391512
Jorge Alís,Mauricio Palma,0.2941164355135086
Dinamita Show,Jani Dueñas,0.293945167199616
Centella,Stefan Kramer,0.293804718532125
Gloria Benavides,Palta Meléndez,0.29377052760975
Memo Bunke,Sergio Freire,0.2932827773491554
Edmundo Arrocet,Pujillay,0.2929915634547576
Gigi Martin,Hermógenes Conache,0.29299022926980606
Belén Mora,Luis Slimming,0.29263153178577345
Huaso Filomeno,Sergio Freire,0.29234672285489005
Dino Gordillo,Ernesto Belloni,0.2922888185663667
Alex Ortiz,Coco Legrand,0.2922013279352383
Payahop,Sandy,0.29192757701984146
Paulo Iglesias,Pedro Ruminot,0.2918636891941201
Mauricio Palma,Profesor Salomón y Tutu-Tutu,0.2916623854299461
Dino Gordillo,Paulo Iglesias,0.2915773000720257
Carlos Helo,Sergio Freire,0.2915150750551076
Natalia Valdebenito,Pedro Ruminot,0.29135751346481964
Diego Urrutia,Fusión Humor,0.2913254521927798
Javiera Contador,Pujillay,0.2912618346109648
Alejandra Azcárate,"Juan Luis ""Jajá"" Calderón",0.29074752703833456
Alejandra Azcárate,Diego Urrutia,0.2906512167387293
Hermógenes Conache,Hugo Varela,0.29027242296126143
Luis Slimming,Payahop,0.2901644750311651
Coco Legrand,Juan Pablo López,0.2899191931619229
"Daniela ""Chiqui"" Aguayo",Jorge Alís,0.28982631785871055
Fusión Humor,Gigi Martin,0.2896456855509921
Dino Gordillo,Hugo Goodman,0.2895923545287114
Huaso Filomeno,Los Atletas de la Risa,0.2895795033117886
Coco Legrand,Diego Urrutia,0.28929765410561514
Diego Urrutia,Natalia Valdebenito,0.28918959444482445
Centella,Fabrizio Copano,0.28911968855042547
Sergio Freire,Óscar Gangas,0.2882392971219327
Carlos García,Rodrigo González,0.28817524749883966
Alejandra Azcárate,Palta Meléndez,0.2876945582052647
Pedro Ruminot,Rodrigo Villegas,0.2875603180530362
Jorge Alís,Ricardo Meruane,0.2875057748349706
Luis Slimming,Rodrigo Villegas,0.2873969360761598
Hugo Goodman,Millenium Show,0.2868473661154832
Dinamita Show,Hugo Goodman,0.2864691247827334
Jorge Alís,Natalia Valdebenito,0.28633225999420164
Arturo Ruiz-Tagle,"Daniela ""Chiqui"" Aguayo",0.2861648617183152
Los Locos del Humor,Rudy Rey,0.285532250304414
Melón y Melame,Óscar Gangas,0.2854211360249901
Coco Legrand,Jenny Cavallo,0.28524573455604296
Dinamita Show,"Paul Vásquez ""El Flaco""",0.2850775974771644
Ernesto Belloni,Rudy Rey,0.2848977052551118
Ernesto Belloni,Felo,0.2843849173460266
Edo Caroe,Pancho del Sur,0.28427731042541743
Arturo Ruiz-Tagle,"Juan Luis ""Jajá"" Calderón",0.2841702291056748
Arturo Ruiz-Tagle,Los Indolatinos,0.2839995912502752
Gloria Benavides,Pancho del Sur,0.28387496235043264
