show_a,show_b,cosine_similarity
Belén Mora,"Jorge ""Chino"" Navarrete",0.2836934168372908
Arturo Ruiz-Tagle,Ernesto Belloni,0.28360021937653296
Los Atletas de la Risa,Álvaro Salas,0.28330598356213166
Felo,Jani Dueñas,0.28315607571293716
Arturo Ruiz-Tagle,Belén Mora,0.2827393323071463
Bombo Fica,Natalia Cuevas,0.2825359723418502
El Huaso Clavel,Hugo Varela,0.2824829737983683
León Murillo,Sergio Freire,0.2824793912477831
Arturo Ruiz-Tagle,Memo Bunke,0.2820745916113263
Edo Caroe,Felipe Avello,0.28191166742084545
Alison Mandel,León Murillo,0.2815810579196497
Memo Bunke y Natalia Cuevas,Sergio Freire,0.2814663355269095
Gigi Martin,Los Locos del Humor,0.2813765620125337
Hermógenes Conache,"Juan Luis ""Jajá"" Calderón",0.2813714480215294
Los Indolatinos,Stefan Kramer,0.2813593429350147
Los Indolatinos,Lucho Navarro,0.2813419923264562
Felo,Jorge Alís,0.28127972426604253
"Daniela ""Chiqui"" Aguayo",Edo Caroe,0.28113614386764474
Bastián Paz,Coco Legrand,0.2810224091727072
Lucho Navarro,Melón y Melame,0.2803785133833348
Pancho del Sur,Sandy,0.2797422085594629
Huaso Filomeno,Mauricio Palma,0.2795901153128751
Hermógenes Conache,Natalia Cuevas,0.2794832507392584
Jorge Alís,Luis Slimming,0.2789187637236096
Alison Mandel,Lucho Navarro,0.27882069243562324
Hugo Varela,Lucho Navarro,0.2786711432817305
Alejandra Azcárate,Arturo Ruiz-Tagle,0.2785774997788217
"Jorge ""Chino"" Navarrete",Sarah Sanders,0.27849137466478946
Diego Urrutia,Luis Slimming,0.27770938472882645
"Daniela ""Chiqui"" Aguayo",Palta Meléndez,0.277448114047803
Alison Mandel,Rodrigo González,0.27742185959999766
"Carlos ""El Mono"" Sánchez",Stefan Kramer,0.2774150992869276
Carlos García,Stefan Kramer,0.27730683499987524
"Jorge ""Chino"" Navarrete",Rodrigo González,0.2769561488865911
Jenny Cavallo,Pam Pam,0.2768793049127276
Ernesto Belloni,Los Indolatinos,0.27676959165931103
Jani Dueñas,Sergio Freire,0.2767390488286391
Gigi Martin,Pujillay,0.2767102607655006
Los Locos del Humor,Ricardo Meruane,0.276578259768848
"Carlos ""El Mono"" Sánchez",Dinamita Show,0.27647482157347875
Alejandra Azcárate,Luis Slimming,0.27635853955083234
Memo Bunke,Pam Pam,0.2763496911189387
Fusión Humor,Palta Meléndez,0.27616028421269984
"Carlos ""El Mono"" Sánchez",Jorge Alís,0.2760834331053528
Fabrizio Copano,Los Indolatinos,0.27607858349016645
Coco Legrand,Pam Pam,0.2757179555676038
Carlos García,Dinamita Show,0.2756111671602709
Rodrigo Villegas,Sandy,0.2755621659307181
Los Indolatinos,Ricardo Meruane,0.27544617451160897
Hugo Varela,Mauricio Palma,0.27534725345197547
Alejandra Azcárate,Álvaro Salas,0.27532237844638396
Juan Pablo López,Lucho Miranda,0.2751526854955408
Memo Bunke,Zip-Zup,0.2747754367014923
Edmundo Arrocet,Óscar Gangas,0.2742375280820492
Melón y Melame,Ricardo Meruane,0.2740085316650982
Carlos Helo,Ernesto Belloni,0.2736796361172782
Dino Gordillo,Rodrigo Villegas,0.27355590814405617
Pujillay,Álvaro Salas,0.273469612188945
"Carlos ""El Mono"" Sánchez",El Pampero,0.27332778007323316
Felo,Payahop,0.2733156516426732
Hermógenes Conache,Rodrigo Villegas,0.27328595341650475
Arturo Ruiz-Tagle,Hugo Goodman,0.27323139740547225
Huaso Filomeno,"Paul Vásquez ""El Flaco""",0.27316702615173794
Alison Mandel,"Jorge ""Chino"" Navarrete",0.2731667673339045
Carlos García,Fusión Humor,0.2731585153354833
Alejandra Azcárate,Los Indolatinos,0.2731430236788227
El Pampero,Álvaro Salas,0.27282439598649083
"Jorge ""Chino"" Navarrete",Jorge Alís,0.2725272092793131
Ernesto Belloni,Jenny Cavallo,0.2723941817739723
Dinamita Show,Edo Caroe,0.27217735494725515
Edo Caroe,"Paul Vásquez ""El Flaco""",0.2718915517935611
Centella,Dino Gordillo,0.27182694760717024
Lucho Navarro,Óscar Gangas,0.2717723076958341
"Daniela ""Chiqui"" Aguayo",Álvaro Salas,0.2717570448251719
Hugo Goodman,Los Indolatinos,0.2707362020901473
Arturo Ruiz-Tagle,Lucho Miranda,0.2707273293203819
Dinamita Show,Lucho Miranda,0.27048982387675796
Gigi Martin,Stefan Kramer,0.270435524333604
Fusión Humor,Álvaro Salas,0.2702737845396774
"Carlos ""El Mono"" Sánchez",Pujillay,0.2702032120096393
Felipe Avello,Melón y Melame,0.27006617326714155
Juan Pablo López,León Murillo,0.26982406723854235
Huaso Filomeno,Rodrigo Villegas,0.2698108997594959
Bombo Fica,"Juan Luis ""Jajá"" Calderón",0.2694229721968642
Memo Bunke,Rodrigo González,0.2694059662487836
"Carlos ""El Mono"" Sánchez",Carlos García,0.26930611140108235
Coco Legrand,Melón y Melame,0.26927237175033863
"Jorge ""Chino"" Navarrete",Paulo Iglesias,0.26914783031332973
Melón y Melame,Sergio Freire,0.2690549406260733
Luis Slimming,Zip-Zup,0.269047828999499
Carlos García,Memo Bunke y Natalia Cuevas,0.2683072422240249
"Juan Luis ""Jajá"" Calderón",Rodrigo González,0.26808993519119606
Arturo Ruiz-Tagle,Natalia Valdebenito,0.26798956585833994
"Daniel Muñoz ""El Carmelo""",Álvaro Salas,0.26758064753680944
Alex Ortiz,Arturo Ruiz-Tagle,0.2671426668219739
Dinamita Show,Rodrigo González,0.26703222146332506
Fabrizio Copano,Gloria Benavides,0.26677407849390694
Jani Dueñas,Paulo Iglesias,0.2667319300608228
Alejandra Azcárate,Rodrigo González,0.2666156248726398
Alex Ortiz,Hugo Varela,0.2663937614425792
Fabrizio Copano,Melón y Melame,0.26624316105763735
Belén Mora,"Juan Luis ""Jajá"" Calderón",0.2659048262169137
"Jorge ""Chino"" Navarrete",Juan Pablo López,0.2658518800718683
Coco Legrand,Hermógenes Conache,0.2658448322979971
"Jorge ""Chino"" Navarrete","Juan Luis ""Jajá"" Calderón",0.265683726865159
Bastián Paz,Palta Meléndez,0.2655393198757279
Dinamita Show,Natalia Cuevas,0.2654751457425452
Gigi Martin,Los Indolatinos,0.2654421827774629
Carlos García,Los Atletas de la Risa,0.26534725783442775
Dinamita Show,Los Atletas de la Risa,0.26511088620188106
Fabrizio Copano,Hermógenes Conache,0.2648046527534669
Gloria Benavides,Jani Dueñas,0.2644964256702107
Carlos García,Melón y Melame,0.26439658910943803
Gigi Martin,Melón y Melame,0.26437931403433834
Edo Caroe,Ruperto,0.2643017042264615
Coco Legrand,Memo Bunke y Natalia Cuevas,0.2642922086146655
Diego Urrutia,Melón y Melame,0.26424962496663473
Alison Mandel,"Paul Vásquez ""El Flaco""",0.26358676598125474
Arturo Ruiz-Tagle,Pancho del Sur,0.2635680471339449
Centella,Lucho Miranda,0.2635076257657067
Jani Dueñas,"Juan Luis ""Jajá"" Calderón",0.2634897629529275
"Daniela ""Chiqui"" Aguayo",El Huaso Clavel,0.2634214231147218
Coco Legrand,Pamela Leiva,0.26326715396929157
Hugo Goodman,Stefan Kramer,0.26312192544290736
Hugo Varela,"Paul Vásquez ""El Flaco""",0.2629342946631001
"Juan Luis ""Jajá"" Calderón",Rodrigo Villegas,0.2629033366672495
Belén Mora,Stefan Kramer,0.26278572318569493
Bastián Paz,Sergio Freire,0.26222712441101537
Luis Slimming,Stefan Kramer,0.2621519560506483
"Daniela ""Chiqui"" Aguayo","Paul Vásquez ""El Flaco""",0.2619401161328403
Bombo Fica,Palta Meléndez,0.26182797884712916
Carlos García,León Murillo,0.26136777036564796
Dino Gordillo,Luis Slimming,0.26108370495479205
"Juan Luis ""Jajá"" Calderón",Melón y Melame,0.2610715153933439
Alison Mandel,Arturo Ruiz-Tagle,0.26096633750098613
Hugo Goodman,Natalia Cuevas,0.2608958374665216
Felo,Óscar Gangas,0.26086969313174935
Arturo Ruiz-Tagle,Natalia Cuevas,0.2608667099745679
Bombo Fica,Dino Gordillo,0.2608666212141401
Los Indolatinos,Memo Bunke,0.2605477386875623
Mauricio Palma,Natalia Cuevas,0.26042474439464436
Hermógenes Conache,Natalia Valdebenito,0.26033967340570097
"Daniela ""Chiqui"" Aguayo",Dinamita Show,0.2602827572540292
Felipe Avello,León Murillo,0.25992679729448054
Alison Mandel,Jorge Alís,0.25975911392411033
Edmundo Arrocet,Zip-Zup,0.25967803477892726
Carlos García,Natalia Valdebenito,0.2594240395548773
Sandy,Sergio Freire,0.25899063577971754
Bombo Fica,Los Locos del Humor,0.2588645438789964
Hugo Goodman,Óscar Gangas,0.2586989378507567
Pedro Ruminot,Sandy,0.25811450841530387
Arturo Ruiz-Tagle,"Daniel Muñoz ""El Carmelo""",0.25779474659950286
Luis Slimming,Mauricio Palma,0.2577769328008787
Jani Dueñas,Los Locos del Humor,0.2577045655800854
"Paul Vásquez ""El Flaco""",Zip-Zup,0.25759287733238806
El Huaso Clavel,Hugo Goodman,0.25743866905987395
Carlos Helo,Edo Caroe,0.2571565489184181
Jani Dueñas,Pamela Leiva,0.25705593714279806
Hermógenes Conache,Rudy Rey,0.2570291109801333
Fabrizio Copano,Zip-Zup,0.25699660060413176
Alison Mandel,Diego Urrutia,0.25672800918078825
Luis Slimming,Palta Meléndez,0.25655730438096186
Memo Bunke,Stefan Kramer,0.25632393483323135
Alison Mandel,"Juan Luis ""Jajá"" Calderón",0.256276178769322
Hermógenes Conache,Melón y Melame,0.25626534931380923
Felo,Fusión Humor,0.2560102890518834
Gloria Benavides,Sergio Freire,0.25591046674809137
"Jorge ""Chino"" Navarrete",Óscar Gangas,0.2558472137983803
Pam Pam,Zip-Zup,0.2558022278131066
Edo Caroe,Sarah Sanders,0.2557751960174579
Centella,"Daniela ""Chiqui"" Aguayo",0.2555678297836097
Centella,Dinamita Show,0.25499319920839403
Javiera Contador,Luis Slimming,0.2549505550638226
Jorge Alís,Los Atletas de la Risa,0.25491528201566827
Gloria Benavides,"Juan Luis ""Jajá"" Calderón",0.2546501981663111
Felipe Avello,Óscar Gangas,0.2546100651643637
Dinamita Show,Stefan Kramer,0.25381205895693004
"Carlos ""El Mono"" Sánchez",Palta Meléndez,0.2537811769904882
"Daniela ""Chiqui"" Aguayo",Los Locos del Humor,0.25374217923788184
Pedro Ruminot,Sarah Sanders,0.25373903755863886
"Daniela ""Chiqui"" Aguayo",Lucho Miranda,0.2536294974971742
Los Indolatinos,Rodrigo González,0.2535565072187957
Palta Meléndez,Sarah Sanders,0.25322275977206965
Los Indolatinos,Mauricio Palma,0.2531062203469465
Alison Mandel,Luis Slimming,0.2529198636680491
"Jorge ""Chino"" Navarrete",Memo Bunke,0.2527457253373267
Hermógenes Conache,Pam Pam,0.25260186490249165
Fusión Humor,"Paul Vásquez ""El Flaco""",0.2523915637645933
Jorge Alís,Sandy,0.2523892121807204
Memo Bunke,Pedro Ruminot,0.2519572771499218
Coco Legrand,Los Atletas de la Risa,0.25179708071247786
Jenny Cavallo,Natalia Valdebenito,0.25173225249600384
"Carlos ""El Mono"" Sánchez",Pam Pam,0.251717504962123
Jorge Alís,Payahop,0.25157815273696255
Centella,Jenny Cavallo,0.25152363581611464
Arturo Ruiz-Tagle,Los Atletas de la Risa,0.25144749331637345
Carlos García,Pedro Ruminot,0.2514451721968251
Alison Mandel,Huaso Filomeno,0.25077351044220547
Rodrigo González,Óscar Gangas,0.2505066922004236
Paulo Iglesias,Álvaro Salas,0.250127305686535
Ernesto Belloni,Memo Bunke,0.24938645669292503
Carlos García,Sergio Freire,0.24912275986699878
Hermógenes Conache,"Jorge ""Chino"" Navarrete",0.2487270355901394
Juan Pablo López,Sandy,0.24869956820050185
El Huaso Clavel,Paulo Iglesias,0.2484821899980209
Bombo Fica,Felo,0.2481485368576758
"Carlos ""El Mono"" Sánchez",Lucho Navarro,0.24797181657639247
León Murillo,Pancho del Sur,0.24791531674494205
Huaso Filomeno,Melón y Melame,0.24777071608742468
Edo Caroe,Los Indolatinos,0.24772620111090857
"Carlos ""El Mono"" Sánchez",Centella,0.24737918660055194
Javiera Contador,"Paul Vásquez ""El Flaco""",0.24736807147535375
Dino Gordillo,Pancho del Sur,0.24729015998676507
"Paul Vásquez ""El Flaco""",Pedro Ruminot,0.2471235119116836
"Daniel Muñoz ""El Carmelo""",Pedro Ruminot,0.24690072140239933
"Daniela ""Chiqui"" Aguayo",Ricardo Meruane,0.24666724778996554
"Juan Luis ""Jajá"" Calderón",Mauricio Palma,0.24664177329612
Alex Ortiz,Natalia Valdebenito,0.24642936619938735
Hugo Goodman,Rodrigo González,0.2463997892797934
Ernesto Belloni,Ruperto,0.24627227598724438
Alejandra Azcárate,Stefan Kramer,0.24621540236783768
Lucho Miranda,Paulo Iglesias,0.24610106074218058
"Jorge ""Chino"" Navarrete",Stefan Kramer,0.24609693588532294
"Juan Luis ""Jajá"" Calderón",Pujillay,0.24556225665521283
Jorge Alís,Zip-Zup,0.2451767169405148
Ricardo Meruane,Sandy,0.24466553479732805
Los Atletas de la Risa,Ricardo Meruane,0.24457655222998131
Gigi Martin,Natalia Cuevas,0.24449085963097109
Alejandra Azcárate,Lucho Miranda,0.24448105463440903
"Carlos ""El Mono"" Sánchez",El Huaso Clavel,0.24429085883211774
Felo,Palta Meléndez,0.2442544064190566
"Carlos ""El Mono"" Sánchez",Edo Caroe,0.24417504145060442
El Pampero,Pancho del Sur,0.24409485512370804
Natalia Valdebenito,Rodrigo González,0.24392874241268755
Memo Bunke,Pamela Leiva,0.2439065719582021
Edo Caroe,Melón y Melame,0.24390574413646646
"Daniel Muñoz ""El Carmelo""",Lucho Miranda,0.24360486534952153
Alejandra Azcárate,Sandy,0.24358042612621397
"Daniela ""Chiqui"" Aguayo",Hermógenes Conache,0.24334531046374075
El Pampero,Pedro Ruminot,0.24297943391516855
Dino Gordillo,Pam Pam,0.2429431985691774
Pancho del Sur,Payahop,0.2421395749771838
Javiera Contador,Los Locos del Humor,0.24205478217362617
Hugo Varela,Sandy,0.2420494115510383
Hugo Goodman,Ruperto,0.2419315897488164
Juan Pablo López,Rodrigo Villegas,0.24182277248267428
Dinamita Show,Pedro Ruminot,0.24177021304397278
Alison Mandel,Felipe Avello,0.24127299179014816
Dino Gordillo,Pujillay,0.24104342512139845
Natalia Cuevas,Óscar Gangas,0.24098424141100366
Bombo Fica,Stefan Kramer,0.2407665346324135
Bombo Fica,Pamela Leiva,0.2405986045279568
Mauricio Palma,Sandy,0.24034189123657757
Fabrizio Copano,Óscar Gangas,0.24034129827711095
Julio Sabala,Los Locos del Humor,0.24031009140088969
Edmundo Arrocet,Álvaro Salas,0.24014424950411978
Dinamita Show,Sergio Freire,0.24007893819202925
Los Atletas de la Risa,Natalia Valdebenito,0.23980663436752972
Felo,Memo Bunke y Natalia Cuevas,0.23953156597896744
Fusión Humor,Los Indolatinos,0.23952449536882564
Ernesto Belloni,Natalia Cuevas,0.23950283667703934
Huaso Filomeno,Pujillay,0.2387765235133562
Fusión Humor,Pedro Ruminot,0.23877025663428433
Los Indolatinos,Payahop,0.23866496739594892
Alison Mandel,Hugo Varela,0.23864525028134714
Palta Meléndez,Pancho del Sur,0.23853309300026018
Julio Sabala,Álvaro Salas,0.2382526724078157
Lucho Miranda,Pedro Ruminot,0.23821961452089913
Bombo Fica,Álvaro Salas,0.238190491313436
Gloria Benavides,Zip-Zup,0.23818177199866022
Lucho Miranda,Sarah Sanders,0.23811510202618216
Diego Urrutia,Dinamita Show,0.23803582478183463
Los Indolatinos,Luis Slimming,0.23784901556574511
"Daniel Muñoz ""El Carmelo""",Hermógenes Conache,0.2377822425255047
Fusión Humor,"Juan Luis ""Jajá"" Calderón",0.23754152724960667
Javiera Contador,Jenny Cavallo,0.23734653939660386
Jenny Cavallo,Lucho Navarro,0.23727027427480518
Alison Mandel,Sandy,0.23712874565496697
Natalia Cuevas,Álvaro Salas,0.23691738806363138
"Paul Vásquez ""El Flaco""",Sergio Freire,0.23686208495965883
"Jorge ""Chino"" Navarrete",Los Atletas de la Risa,0.23663914933900682
Felipe Avello,Stefan Kramer,0.23643992231737146
Los Locos del Humor,Profesor Salomón y Tutu-Tutu,0.23616119642465658
Centella,Hugo Varela,0.236000769569755
El Pampero,Los Locos del Humor,0.23547719978222503
Huaso Filomeno,Rudy Rey,0.23540863413032392
"Daniel Muñoz ""El Carmelo""",Los Indolatinos,0.23537058181789589
El Huaso Clavel,"Jorge ""Chino"" Navarrete",0.23532686640795136
Hermógenes Conache,Payahop,0.23525792391591668
Hugo Goodman,"Paul Vásquez ""El Flaco""",0.23523490263110552
Edmundo Arrocet,Los Indolatinos,0.23513225665666843
Memo Bunke,Profesor Salomón y Tutu-Tutu,0.23512066567502288
Diego Urrutia,Juan Pablo López,0.2350665726201634
Centella,Felipe Avello,0.23503758624959795
Hermógenes Conache,Huaso Filomeno,0.23498249754996564
Belén Mora,Felipe Avello,0.2348848954656064
Dino Gordillo,Los Atletas de la Risa,0.23479121064768668
Jorge Alís,Pujillay,0.23476796693596025
Luis Slimming,Memo Bunke y Natalia Cuevas,0.2347165381335273
Alex Ortiz,Álvaro Salas,0.23461986192457499
Pujillay,Óscar Gangas,0.23407771879534342
Hugo Goodman,León Murillo,0.2340552279979351
Luis Slimming,Natalia Cuevas,0.23399820258103143
"Daniela ""Chiqui"" Aguayo",Mauricio Palma,0.2333589039368528
Edmundo Arrocet,Pedro Ruminot,0.23318033055970855
Dinamita Show,Pam Pam,0.23215928060217936
Jani Dueñas,Memo Bunke y Natalia Cuevas,0.23148598742100956
Huaso Filomeno,Rodrigo González,0.23148425334951864
Fusión Humor,Juan Pablo López,0.23120491984598282
El Huaso Clavel,Memo Bunke,0.2306965388883513
Rodrigo Villegas,Óscar Gangas,0.23056939204643156
"Carlos ""El Mono"" Sánchez",Javiera Contador,0.23005772731045698
Paulo Iglesias,Sarah Sanders,0.2300136008586422
Los Locos del Humor,Paulo Iglesias,0.2299238111360126
Memo Bunke,Natalia Valdebenito,0.2298027380844897
Mauricio Palma,Zip-Zup,0.22956308349423046
Alejandra Azcárate,Pam Pam,0.22914055274461853
Carlos García,"Jorge ""Chino"" Navarrete",0.2290550261293018
El Pampero,Mauricio Palma,0.22847811728151074
Juan Pablo López,Paulo Iglesias,0.22836042399745823
Coco Legrand,Payahop,0.2282126078190003
Bombo Fica,Fabrizio Copano,0.22797202936347108
Melón y Melame,Memo Bunke y Natalia Cuevas,0.22786808630946234
Ernesto Belloni,Rodrigo Villegas,0.22782736441691367
Millenium Show,Rodrigo González,0.2277291533124698
Belén Mora,Juan Pablo López,0.22760637762557445
Profesor Salomón y Tutu-Tutu,Álvaro Salas,0.22741128208833986
"Jorge ""Chino"" Navarrete",Palta Meléndez,0.22734871289737052
Los Indolatinos,Melón y Melame,0.22702524808725705
Rudy Rey,Sergio Freire,0.2270170690455136
León Murillo,Natalia Cuevas,0.22686760654015495
Gloria Benavides,León Murillo,0.22666145930024775
Los Locos del Humor,Pam Pam,0.2266294193029935
Rodrigo González,Zip-Zup,0.22653009366694363
El Pampero,Gloria Benavides,0.22557498749446256
Carlos García,Coco Legrand,0.22538254546582434
Dinamita Show,Jorge Alís,0.22508797159282354
Melón y Melame,Sarah Sanders,0.22498464660712222
"Daniela ""Chiqui"" Aguayo",Juan Pablo López,0.22494841777624547
Millenium Show,Palta Meléndez,0.22475297466697683
El Pampero,Pujillay,0.22442858041537112
Dinamita Show,Javiera Contador,0.2242636214890577
Edo Caroe,Zip-Zup,0.223344404360333
Juan Pablo López,Mauricio Palma,0.2233320178378433
Mauricio Palma,Palta Meléndez,0.2232237280462671
Diego Urrutia,Ruperto,0.22276373225144624
Ernesto Belloni,Óscar Gangas,0.22273604467217356
Ricardo Meruane,Zip-Zup,0.22273068802629678
"Jorge ""Chino"" Navarrete",Rudy Rey,0.2226165606911179
Arturo Ruiz-Tagle,Millenium Show,0.2225915047729582
Alejandra Azcárate,"Jorge ""Chino"" Navarrete",0.22231949288597802
Melón y Melame,Rudy Rey,0.22222935859547083
"Daniela ""Chiqui"" Aguayo",Fabrizio Copano,0.22205932155965483
Carlos García,Huaso Filomeno,0.22200534527233468
Payahop,Zip-Zup,0.22197436707884335
Alison Mandel,Pedro Ruminot,0.22123785110518374
Ernesto Belloni,Stefan Kramer,0.22119955104367325
Coco Legrand,Rodrigo Villegas,0.22115748081289024
Pujillay,Zip-Zup,0.22085383892622013
Los Indolatinos,Millenium Show,0.2208102889149864
Dinamita Show,"Juan Luis ""Jajá"" Calderón",0.22076433223279895
Bombo Fica,Pancho del Sur,0.2206861628843977
Jani Dueñas,Los Indolatinos,0.22054563585105152
Hugo Varela,Óscar Gangas,0.21965836847883735
Javiera Contador,Paulo Iglesias,0.21936743316540705
Jenny Cavallo,Paulo Iglesias,0.21930116878180783
Alejandra Azcárate,El Huaso Clavel,0.21925928918209497
Alison Mandel,Sergio Freire,0.21901238687164398
Lucho Navarro,"Paul Vásquez ""El Flaco""",0.21862208749155654
Memo Bunke,Pujillay,0.21861627513589715
Millenium Show,Álvaro Salas,0.21854656504102732
Gloria Benavides,Ricardo Meruane,0.21848949439510879
Bombo Fica,Luis Slimming,0.21845662597676982
Dinamita Show,Zip-Zup,0.21829994156325414
Natalia Valdebenito,Payahop,0.21826031765823206
Jorge Alís,Julio Sabala,0.2181826742668444
Fabrizio Copano,"Jorge ""Chino"" Navarrete",0.21817338407057796
Natalia Valdebenito,Palta Meléndez,0.21815002935388986
Palta Meléndez,Paulo Iglesias,0.21807611295515913
Juan Pablo López,Zip-Zup,0.21768067417337875
Alex Ortiz,Dino Gordillo,0.21765718712497015
Los Atletas de la Risa,Pam Pam,0.217185873991756
"Carlos ""El Mono"" Sánchez",Melón y Melame,0.2171808716793993
Hugo Goodman,Pedro Ruminot,0.21712874532873
Fabrizio Copano,Gigi Martin,0.21679334303859626
Los Locos del Humor,Pancho del Sur,0.21656512770263556
Gloria Benavides,Juan Pablo López,0.21642135030321824
Gigi Martin,Álvaro Salas,0.2164111155463347
Ernesto Belloni,Los Atletas de la Risa,0.2163234000603821
Fusión Humor,Ricardo Meruane,0.21561184626848323
"Juan Luis ""Jajá"" Calderón",Payahop,0.21541786706914273
Zip-Zup,Óscar Gangas,0.21518776644427515
Bombo Fica,Los Atletas de la Risa,0.21503137291156854
Rudy Rey,Óscar Gangas,0.21501150965632254
Luis Slimming,Pam Pam,0.2150021431743708
Edo Caroe,El Pampero,0.2149467370439932
Coco Legrand,Gloria Benavides,0.21464130759650482
Gloria Benavides,Javiera Contador,0.21454083811695218
"Carlos ""El Mono"" Sánchez",Luis Slimming,0.2143814948697796
Alison Mandel,Fabrizio Copano,0.21407895325966184
Edo Caroe,Gigi Martin,0.2140127698616372
León Murillo,Natalia Valdebenito,0.21394149006119823
Pedro Ruminot,Zip-Zup,0.21380377737640713
Belén Mora,Ernesto Belloni,0.21372817978123146
Jenny Cavallo,"Paul Vásquez ""El Flaco""",0.21341869789743304
Felipe Avello,Memo Bunke,0.21337006802580813
Payahop,Sarah Sanders,0.213349406652801
Huaso Filomeno,Pedro Ruminot,0.21292966977188735
"Carlos ""El Mono"" Sánchez",Pedro Ruminot,0.21256866730539675
Jani Dueñas,Juan Pablo López,0.2125185794984793
Hermógenes Conache,Ricardo Meruane,0.2124246584236372
Felo,Los Locos del Humor,0.21224182393912872
Felo,Stefan Kramer,0.2121997055141554
El Huaso Clavel,Huaso Filomeno,0.21191974323339904
Luis Slimming,Paulo Iglesias,0.21187583791474954
Alejandra Azcárate,Hermógenes Conache,0.21185883882590775
Belén Mora,Natalia Cuevas,0.21170103765662893
Jani Dueñas,Zip-Zup,0.21157503359674465
"Carlos ""El Mono"" Sánchez",Memo Bunke y Natalia Cuevas,0.2114926281745961
Stefan Kramer,Zip-Zup,0.2114326685028096
Gloria Benavides,Los Atletas de la Risa,0.21143255163915453
Belén Mora,Pam Pam,0.21101904262030183
Alex Ortiz,Belén Mora,0.21094343392664272
Centella,Edo Caroe,0.2108676214207393
Felipe Avello,Fusión Humor,0.2106010448815868
Edo Caroe,Óscar Gangas,0.21057133092602606
Ruperto,Sandy,0.21048971959882015
Pam Pam,Pedro Ruminot,0.21036735848685936
Hermógenes Conache,Julio Sabala,0.21025816265362657
Los Locos del Humor,Pamela Leiva,0.20991295648723182
Hugo Goodman,Álvaro Salas,0.20988301284057106
Diego Urrutia,Palta Meléndez,0.20981520183201396
Felo,"Paul Vásquez ""El Flaco""",0.2097492115710487
Carlos García,Jorge Alís,0.2095699667236816
Carlos García,Hugo Varela,0.20949743594411577
"Carlos ""El Mono"" Sánchez",Juan Pablo López,0.20941613660658978
Jenny Cavallo,Palta Meléndez,0.20933150512614218
"Juan Luis ""Jajá"" Calderón","Paul Vásquez ""El Flaco""",0.20928007768475324
Dino Gordillo,Mauricio Palma,0.209188266791868
Alex Ortiz,Pam Pam,0.20912352662004627
Palta Meléndez,Pam Pam,0.20883000925166068
Ernesto Belloni,Álvaro Salas,0.208763307064757
Alex Ortiz,Payahop,0.20862013810318009
Natalia Cuevas,Pedro Ruminot,0.20850477537625967
León Murillo,Óscar Gangas,0.2084567342699424
Jani Dueñas,Javiera Contador,0.20840541909805504
Palta Meléndez,Payahop,0.20838329558319532
Arturo Ruiz-Tagle,Julio Sabala,0.20825852912933343
Hugo Goodman,Hugo Varela,0.2081797338701514
"Juan Luis ""Jajá"" Calderón",Palta Meléndez,0.20814095348472214
Pam Pam,Rodrigo Villegas,0.20806399060450187
Jenny Cavallo,León Murillo,0.20778018351392843
Gloria Benavides,Rudy Rey,0.20747506492496598
Bastián Paz,"Daniel Muñoz ""El Carmelo""",0.20738227289018146
Fabrizio Copano,Profesor Salomón y Tutu-Tutu,0.20735499002867339
Javiera Contador,Álvaro Salas,0.2069730413353418
Ernesto Belloni,Sarah Sanders,0.20685675387742
Luis Slimming,Sarah Sanders,0.20667046341398113
Dinamita Show,Felo,0.2060546274651974
Los Atletas de la Risa,Zip-Zup,0.20597569959826592
Alison Mandel,Pujillay,0.20592645441320367
Rodrigo González,Sandy,0.20558492412658488
Gigi Martin,Rudy Rey,0.20555720787770998
"Paul Vásquez ""El Flaco""",Óscar Gangas,0.20549132035197248
"Daniel Muñoz ""El Carmelo""",Luis Slimming,0.20526880501113157
Natalia Valdebenito,Ricardo Meruane,0.20498442304505396
Hugo Goodman,Profesor Salomón y Tutu-Tutu,0.20491719514489679
"Daniela ""Chiqui"" Aguayo",Memo Bunke,0.20484109974006304
Jorge Alís,Natalia Cuevas,0.20366597706440998
"Daniel Muñoz ""El Carmelo""",León Murillo,0.20362524993472725
Gigi Martin,Rodrigo Villegas,0.2032006401845351
Carlos García,Centella,0.20290214895868885
Hugo Goodman,Zip-Zup,0.2028640782234578
Bombo Fica,"Carlos ""El Mono"" Sánchez",0.2028636289873048
Carlos García,Ricardo Meruane,0.20251264559740834
Hermógenes Conache,León Murillo,0.20204666675915756
Juan Pablo López,Natalia Valdebenito,0.20192944418595526
Coco Legrand,Felipe Avello,0.20186104713296896
"Carlos ""El Mono"" Sánchez",Jenny Cavallo,0.2016399038326773
Bastián Paz,León Murillo,0.2016316225369891
Pancho del Sur,Ricardo Meruane,0.20154088225774286
Alejandra Azcárate,Sergio Freire,0.20110945453040066
Diego Urrutia,Jani Dueñas,0.2010536669733226
Alejandra Azcárate,Felo,0.20069736473480032
Los Atletas de la Risa,Payahop,0.2006950013045886
Hugo Goodman,"Jorge ""Chino"" Navarrete",0.20051810514806837
Huaso Filomeno,Palta Meléndez,0.20045574628879415
Centella,"Juan Luis ""Jajá"" Calderón",0.20026705405340936
Javiera Contador,Melón y Melame,0.20024909256599613
Carlos Helo,Gloria Benavides,0.20015804088446407
