show,Alejandra Azcárate,Alex Ortiz,Alison Mandel,Arturo Ruiz-Tagle,Bastián Paz,Belén Mora,Bombo Fica,"Carlos ""El Mono"" Sánchez",Carlos García,Centella,Coco Legrand,"Daniel Muñoz ""El Carmelo""","Daniela ""Chiqui"" Aguayo",Diego Urrutia,Dinamita Show,Dino Gordillo,Edo Caroe,El Pampero,Ernesto Belloni,Fabrizio Copano,Felipe Avello,Fusión Humor,George Harris,Gigi Martin,Gloria Benavides,Hermógenes Conache,Huaso Filomeno,Hugo Goodman,Hugo Varela,Jani Dueñas,Javiera Contador,Jenny Cavallo,"Jorge ""Chino"" Navarrete",Jorge Alís,"Juan Luis ""Jajá"" Calderón",Juan Pablo López,Julio Sabala,León Murillo,Los Atletas de la Risa,Los Indolatinos,Los Locos del Humor,Lucho Miranda,Luis Slimming,Mauricio Palma,Melón y Melame,Memo Bunke,Millenium Show,Natalia Valdebenito,Palta Meléndez,Pam Pam,Pamela Leiva,Pancho del Sur,"Paul Vásquez ""El Flaco""",Paulo Iglesias,Payahop,Pedro Ruminot,Profesor Salomón y Tutu-Tutu,Pujillay,Ricardo Meruane,Rodrigo González,Rodrigo Villegas,Rudy Rey,Ruperto,Sandy,Sarah Sanders,Sergio Freire,Stefan Kramer,Zip-Zup,Álvaro Salas,Óscar Gangas
Coco Legrand,0.1220027362442691,0.13552781754028556,0.2583326230330404,0.4722585852884767,0.3231965253947056,0.07695364720359192,0.4773194636377329,0.41346734238584254,0.21531935611727568,0.2956434696863575,1.0,0.06449222243308145,0.2982020350574732,0.29009616714267417,0.36416725752814993,0.4732139511825516,0.6056591278191185,0.26987807966618443,0.19453963786130335,0.534160861496986,0.12255684344499493,0.36828762906546525,0.31149814000221926,0.2663347605722758,0.13327935886957912,0.4432151648946243,0.15158159152049347,0.3299551074857614,0.13782893469846047,0.22936671039461742,0.26687312861430945,0.07502126938173602,0.2568458433213258,0.3806363817515718,0.810131054082667,0.5573465490910922,0.31408201789495827,0.7007945127318198,0.2454753632987096,0.2207860281527369,0.4337874861713465,0.07260092750209804,0.3475700653627018,0.38416741733978255,0.2158061806967987,0.12507728100993934,0.11996130522851386,0.20763646285203766,0.4104621254203728,0.21625717056960905,0.2964425182624348,0.20627644112244192,0.577802516096367,0.3508609955240501,0.33424323058220146,0.48600095355633754,0.2535865077219775,0.05941945159844941,0.8086715891929227,0.613385976779538,0.2582979083066172,0.12769321852329205,0.12480467686641614,0.15379031446487468,0.2705239451838283,0.4820522946762855,0.19514474523630101,0.1309785242214236,0.4815022086847864,0.33736726185915533
"Daniel Muñoz ""El Carmelo""",0.020004121589136416,0.009826905568898838,0.10292375012755363,0.19174915665194087,0.17535193641389313,0.06425544763748661,0.014613473381512787,0.09721691526973243,0.18419217830140722,0.02347395871892567,0.06449222243308145,1.0000000000000002,0.012110638781014003,0.05721216544450431,0.36852664011450986,0.043691525138836514,0.026707177359096675,0.03791534645314378,0.17110727648268095,0.09816691709544656,0.006226249749897793,0.40473796492471154,0.008150231226159979,0.2542855286459405,0.7039358096301382,0.06547586346228125,0.18275844821933038,0.03938903156827151,0.14165809962628256,0.11870358493615771,0.02261240485856716,0.018259711976712015,0.054428579332151915,0.06868112198786894,0.011645903244976823,0.07023594216890452,0.13778206887873062,0.015341147168832515,0.04850811181263967,0.5347127739572224,0.27645075422828413,0.022805785076175287,0.03530652673912997,0.13163227673557976,0.45152663624640726,0.07425626240149522,0.26234658357978957,0.015410887298528504,0.1142148875799176,0.13328778687820314,0.08983316644392769,0.6059440121755306,0.23181908451807773,0.026348660941237063,0.4188638306305283,0.05195359614472205,0.05622550975498777,0.0218683943432655,0.013766173413568155,0.09561379806518625,0.03159764823454913,0.5404810660402207,0.04872728999147322,0.02101968090843423,0.012888040299230392,0.014175550736359203,0.2134026022403989,0.0356101391814459,0.14014497905976292,0.15986599710270843
"Daniela ""Chiqui"" Aguayo",0.6489370316756133,0.32792193620730864,0.6605898997230112,0.47958596722358626,0.5982960399017988,0.3953041633417144,0.535607050091959,0.47421887448696654,0.22956974023206242,0.2618787405216,0.2982020350574732,0.012110638781014003,1.0,0.2209696119903457,0.40293917065753476,0.6347686221287395,0.4921170627717097,0.28606817143276936,0.5631242542792976,0.41655197857828014,0.283150852512356,0.16250281357190677,0.37373104887292674,0.08583207813470545,0.16659344795884043,0.5061451539114692,0.21376971351727048,0.5354543804042022,0.0426622292463137,0.3764303178700109,0.6840549828663123,0.5183842410153731,0.33495655659750023,0.5477801600705916,0.23036988283866827,0.34797844629142693,0.2070965769625139,0.5001558758752191,0.10503631091309348,0.5378228235182247,0.2622792748236456,0.09406956939136273,0.5344003785337235,0.2858240237383787,0.09216017361360233,0.10484698640446072,0.12606239360164062,0.13561786663737488,0.33631734705896305,0.28960079408110506,0.3085387706940091,0.18009870866007088,0.3444564578781463,0.3734562514426512,0.437530886217707,0.4502037890192431,0.1645705761440971,0.14967383364286582,0.18306862279410432,0.476115749569849,0.36251997083803106,0.05013423339575664,0.008532167583233491,0.279179977656395,0.5175980843124829,0.5392196383289557,0.16456658504985638,0.688232317673992,0.5384850223818466,0.3756392533543433
Diego Urrutia,0.08012311614528017,0.18648391782187584,0.35519939863899463,0.5477622256143683,0.2166888123312712,0.05195927646359787,0.4261893254741111,0.4331735889731114,0.04339459203991556,0.2888676734551438,0.29009616714267417,0.05721216544450431,0.2209696119903457,0.9999999999999998,0.30667016006395803,0.36975435463532297,0.6275023860357767,0.4516758059748791,0.06739592670602214,0.6999330948304989,0.10692177551902529,0.15809710645424577,0.5246456722806121,0.0338424837034779,0.23202586802264832,0.5324026061995379,0.21581595478115986,0.4233532775368887,0.1633727384258157,0.46755996567772395,0.3540256675628463,0.0028177480030281738,0.37497179722162294,0.5304294195584206,0.21879249553788882,0.45375638295725873,0.7800094299893762,0.3850485218880834,0.09083565576629352,0.16679633426026239,0.5045290317817009,0.05887152412219738,0.55068553372157,0.6677217243365163,0.048185848398088635,0.3432024423192751,0.2303761600339158,0.2770112505705535,0.40271736747451065,0.11574456960558689,0.33652958639969693,0.19968131781351536,0.21517424000035207,0.1745424855407365,0.24033120681597836,0.6365545584495912,0.18935400178424064,0.1049631361752984,0.13208293892811762,0.6134269761541744,0.188753108110498,0.15316467749694357,0.016112615631334506,0.1433741417197263,0.30711203338937704,0.591085381811158,0.31505371152071276,0.0665654005479716,0.47373320836863864,0.4267614504620879
Dinamita Show,0.13710420683926874,0.12823229800806357,0.4063100559467229,0.5348457480496135,0.3391366860642724,0.08546307706420737,0.426514238349911,0.5396117507800803,0.4732670254710622,0.5018725504863487,0.36416725752814993,0.36852664011450986,0.40293917065753476,0.30667016006395803,0.9999999999999999,0.43721306561261436,0.4215156487758329,0.46240789768620216,0.47867199822305945,0.3969064457814583,0.31132044028223177,0.3829916286702674,0.33810720709522923,0.47393497975703797,0.5184144120956834,0.5203832292757992,0.3340600214345361,0.2602590881223614,0.1756969499285119,0.25025279796656524,0.2619357300057265,0.03580152838188137,0.45179202098218574,0.4409487472912472,0.3379590694398457,0.41733582924071666,0.22625997459609765,0.3189428519388313,0.11418384659830172,0.5970640706855713,0.49888962872514603,0.06057974106554939,0.37629348321507977,0.43292659047548715,0.38459022736589443,0.3119210200254684,0.46572015610097345,0.30206027118848744,0.5256581271760798,0.11008336512574746,0.3068846273549647,0.4490470064655308,0.3811838546341084,0.3426205592600595,0.3128106561406766,0.42267795540798286,0.3815406025045025,0.22967841918563764,0.2118125196754952,0.5042457698341153,0.6499083316323214,0.29090931654445995,0.3869714002123412,0.3616540006627771,0.2101567305178512,0.3294736471926045,0.42865569543547605,0.16378311151475494,0.5797319457681985,0.49127013157002697
Dino Gordillo,0.595747378004788,0.20635779549633426,0.5357373987388532,0.7947749786672013,0.7523265967794155,0.570009244395686,0.7318981768676766,0.4495587334607286,0.1589611380739993,0.6143837506784036,0.4732139511825516,0.043691525138836514,0.6347686221287395,0.36975435463532297,0.43721306561261436,1.0,0.7781004423933404,0.6046833587570563,0.139643003435831,0.6432548424153732,0.20956785277959333,0.35889441104574304,0.6371928179999249,0.25251422030869275,0.33269223129060027,0.7464627850087762,0.32116202046606895,0.7824963449984432,0.08270543067525422,0.525176248992191,0.8014455502313421,0.5908672611791702,0.5321993471249546,0.7114473041969165,0.4489886941348127,0.6803309774896876,0.3292689100633253,0.49319704761883204,0.17927825259708507,0.5848435894191113,0.4880115265878114,0.24687295216093322,0.76181049364995,0.48284962335600196,0.16930704342627376,0.16622848863880862,0.2484643938493029,0.19956288230083957,0.6594102835896338,0.3620415437838433,0.39879564371847154,0.31263849177919906,0.40101666908539924,0.38983861171438267,0.3687951676899523,0.7251519733902088,0.28859442239629823,0.18153771376370378,0.3911988693244227,0.6602643221609227,0.2196841982013222,0.05416590181041991,0.08903902105711844,0.5025645271173744,0.7676746610362287,0.7618303493012226,0.2899688653946008,0.5473425415953583,0.7653224589267519,0.6628931095997137
Edo Caroe,0.2363078006892434,0.10382838459491177,0.34853585027334394,0.8340877943447885,0.47892789162160043,0.18307778262140548,0.6983216851393108,0.5559545475652711,0.16407070811910837,0.47143137621697795,0.6056591278191185,0.026707177359096675,0.4921170627717097,0.6275023860357767,0.4215156487758329,0.7781004423933404,0.9999999999999997,0.6626439553296163,0.17816250042935702,0.9230272364173607,0.16886894639721767,0.36169626869048516,0.748536008031535,0.2267755134179859,0.23807486545984366,0.8159825507307841,0.2696205892017554,0.6465829851020352,0.19683020215390967,0.47504269992079184,0.5684729348195163,0.2076164612945202,0.5817663876096711,0.7987629213665791,0.5695949448087596,0.7703119746568994,0.5779685629186911,0.693269080360031,0.092684095161168,0.40149201475482077,0.6144643892345062,0.09317618944801263,0.7510766531510115,0.6906313543794358,0.23299461815277073,0.2212379579590438,0.31129182968235297,0.16931878555881932,0.675344574366659,0.17404337528490627,0.42548148717365486,0.3461839284616203,0.5540391007958897,0.3040261784438614,0.27777879673815487,0.9331297425996907,0.4770089603821452,0.1674816290398989,0.5187685260905311,0.826887156771695,0.13806888575395093,0.0783625814035887,0.06150689754993932,0.33887345823749604,0.6279302765932191,0.8974371896310376,0.3830445186592988,0.25171324033660974,0.7834784184695618,0.7019707725797955
El Pampero,0.0070674894181795645,0.021878322746118346,0.18853099672590146,0.6558173682545677,0.2675154140761916,0.06063936984497371,0.559266517475349,0.36714615788185295,0.07753358489890086,0.6594260865623587,0.26987807966618443,0.03791534645314378,0.28606817143276936,0.4516758059748791,0.46240789768620216,0.6046833587570563,0.6626439553296163,0.9999999999999998,0.22157616815119482,0.6811326904900362,0.1126295619357869,0.1365324398456258,0.628168823206578,0.03965754161004286,0.23623461347405542,0.7662074539823213,0.21850422506795722,0.4283963235654505,0.3604686119557274,0.2527444771918868,0.32826366501788756,0.007344830087156835,0.3892998956687581,0.6413759109856721,0.2697218508093473,0.7297134928284851,0.4204470348134058,0.4785091647244909,0.045910765524078245,0.2410173599478601,0.42227496706799894,0.08853694374664245,0.5469552376320037,0.6253915593007268,0.25663078474904905,0.1515886395254121,0.4025086829603519,0.09471914890850076,0.5912920827743424,0.05274066814670013,0.28452893453595335,0.23833402601922818,0.28576652858110013,0.15146464347016564,0.1931231801012002,0.6998960852144192,0.5749901409226275,0.078731713735527,0.2512873393185677,0.6369395818568514,0.11460583420570047,0.09617273653102858,0.0029559744576801036,0.21758569843840017,0.3747851088220267,0.5925242018482672,0.41783292026391755,0.13057469064217825,0.566479331845293,0.5254935831020193
Ernesto Belloni,0.17445329709345359,0.0942412495235364,0.24481864658391914,0.26894651837477135,0.09439257067221334,0.0670064932801752,0.15159586921481383,0.3972312306101131,0.4399095271325177,0.04813111491540327,0.19453963786130335,0.17110727648268095,0.5631242542792976,0.06739592670602214,0.47867199822305945,0.139643003435831,0.17816250042935702,0.22157616815119482,1.0000000000000002,0.23040730666283307,0.4016425495089223,0.2686187383805063,0.06401117581955164,0.09768019685891619,0.23483632600256849,0.23928631198421044,0.2769316093494638,0.10143896342268342,0.23466130193138124,0.117611563314262,0.15403362302694312,0.09867089631781073,0.17547139727262234,0.2659950897308694,0.23565028269909996,0.169017597147073,0.05502034950537093,0.34300798473487953,0.2496943337987901,0.3496387395051182,0.20432837757787212,0.06294260699645748,0.1222622101930353,0.22979092320519337,0.3757391098062297,0.0674706677996958,0.19755548039594076,0.06723730498116273,0.1670953365340354,0.1596921263159498,0.2769888909599831,0.09029389424747503,0.3189624231640858,0.4964526930403745,0.5235293460178605,0.15604158841143767,0.321065822649516,0.1892320493050719,0.0954260255065689,0.15987309712498626,0.2286959143362583,0.25946840261481957,0.21805322409585445,0.13890567813625598,0.08599187623671388,0.17352793032997016,0.24682348750358518,0.3640470630661644,0.31215867316903423,0.1525554469215122
Fabrizio Copano,0.08452959381384441,0.08586199906689276,0.31056400232386255,0.8239279024253026,0.35434699607946146,0.08003706783492545,0.6581169367769537,0.5011736748963709,0.15388945561199163,0.4401796722923833,0.534160861496986,0.09816691709544656,0.41655197857828014,0.6999330948304989,0.3969064457814583,0.6432548424153732,0.9230272364173607,0.6811326904900362,0.23040730666283307,1.0000000000000002,0.20522290142457292,0.3286769821173346,0.7643227507327114,0.13085796932698437,0.31652495317780815,0.8053386059483044,0.2560768762340358,0.5710018977770653,0.2234019527916221,0.4698345435654917,0.4772236115532341,0.01908857477964299,0.4759017161273962,0.7495338155077617,0.45234118958064606,0.7764627597085065,0.6028107715334111,0.7020347062177519,0.13253855316279628,0.25374733837781516,0.5329427418480911,0.11402813663379832,0.7617869665084345,0.7248393618926448,0.2189707131715686,0.23250800545108588,0.3230792515377082,0.18651365737690043,0.6751837607055127,0.12830477058366294,0.45017168524406037,0.316905614137358,0.5209903883611952,0.25124989258579183,0.34674086940211357,0.9497716072470915,0.4223315901627061,0.10160010761498263,0.43749366507318627,0.7988977357417536,0.13286576708581044,0.19445487373927525,0.017260507728161758,0.22909439839145807,0.4847130701688437,0.9027162042832931,0.3749401718177877,0.14995643997810723,0.7223530037358488,0.6307942879290863
Felipe Avello,0.22233807122737795,0.11008806972348491,0.09388327590170338,0.23950167120738222,0.1278277122343409,0.18396042391297762,0.20551776710095793,0.07175879997095116,0.4652538529569742,0.23303538402829077,0.12255684344499493,0.006226249749897793,0.283150852512356,0.10692177551902529,0.31132044028223177,0.20956785277959333,0.16886894639721767,0.1126295619357869,0.4016425495089223,0.20522290142457292,0.9999999999999998,0.06388873033340758,0.07658382337095655,0.008066209701668353,0.29993933159499003,0.15099231110705277,0.3532454127913953,0.10491579676680542,0.12555064963174953,0.07151658291037853,0.3138656581381038,0.10492358621033823,0.21860219245626233,0.1802964061433491,0.17905473148592096,0.3312357313694378,0.10066032246393389,0.10743502089905968,0.2530425141315073,0.32930394332702667,0.24016827598431673,0.1070791675767709,0.18882529455772787,0.2579500181264743,0.08436870055269148,0.020321044094999133,0.01114556234102234,0.16866777192315494,0.1465453606239075,0.07604363951589403,0.35197207008815345,0.02273534070030216,0.39533324612087334,0.27020156200806816,0.06967753941646723,0.16758379969809936,0.05340154244800315,0.04704019925581094,0.10705922016780692,0.22398049752888416,0.32048399029890606,0.3157884389930728,0.07278707335486051,0.12871911931654265,0.11994444123749287,0.19718429043778576,0.20037511174717015,0.34102326344853967,0.24327606348176603,0.18443617933374268
Fusión Humor,0.13677561765650642,0.1418837780295215,0.2173821155887218,0.4882050170601706,0.17669491148761282,0.13124893521921224,0.26710604044143854,0.17376895342044912,0.18487153094734377,0.07906240816814576,0.36828762906546525,0.40473796492471154,0.16250281357190677,0.15809710645424577,0.3829916286702674,0.35889441104574304,0.36169626869048516,0.1365324398456258,0.2686187383805063,0.3286769821173346,0.06388873033340758,0.9999999999999999,0.13165451658217484,0.49736021972633043,0.48563636699385415,0.1686664133413738,0.26791126122049835,0.2255033727662705,0.14786686466753002,0.4474245077351528,0.18532525131174046,0.15024899213849846,0.433919118043194,0.20918416308138818,0.37495345091772303,0.2908292997980838,0.11796411520880577,0.16660523253954343,0.13770314551780577,0.37010186704254106,0.3195799394438324,0.24771058716740682,0.2920802483243371,0.2108187919109,0.6570094742614929,0.09629841579438518,0.21337606071567983,0.09635827868583959,0.40130912868461843,0.1380711719714959,0.17330574696573472,0.34829635648486845,0.4221518945843536,0.11284661361665826,0.4307993357486503,0.2650268281758277,0.22249083541184586,0.26695901709068975,0.2326441165947084,0.272651718760908,0.1320372731273815,0.1682202065215193,0.3724410179522835,0.26950017845235696,0.14518258686191204,0.33887903426949173,0.4301073951988494,0.2223600107746313,0.4222649132817663,0.3146182210029385
George Harris,0.09615960440912875,0.027846644083910566,0.34232496243996713,0.7270980658103549,0.39151042081982307,0.09421635603774298,0.6603558409409801,0.5050267570502056,0.042685034850113525,0.4599272546894087,0.31149814000221926,0.008150231226159979,0.37373104887292674,0.5246456722806121,0.33810720709522923,0.6371928179999249,0.748536008031535,0.628168823206578,0.06401117581955164,0.7643227507327114,0.07658382337095655,0.13165451658217484,0.9999999999999999,0.03456479550864011,0.24754837296524718,0.8317434387179045,0.23922608264626033,0.5620773431361826,0.12678166572785363,0.35218949593004384,0.47533075824675514,0.11098631256123521,0.4395629404720882,0.7555849084481391,0.36374290311851626,0.7345237755574053,0.4606272524200097,0.5685851281981278,0.024571125015236454,0.2139498808613342,0.31590493755426974,0.08699162223095808,0.696131782472156,0.641375012312889,0.0693306242555374,0.19043195631704726,0.29922619589078026,0.07527417245459372,0.6860898255910496,0.10517003160004071,0.2961926310580763,0.2964904406555654,0.2894776986474109,0.1449664604094031,0.20903141592438068,0.8301880446081163,0.24685777496987804,0.15290699865085466,0.1924009374792028,0.6646680320493699,0.09810698623832738,0.03526680057613684,0.0,0.24577541199942635,0.5173913960395644,0.7301021471490526,0.24779966139415835,0.1625064398490883,0.6969245190418789,0.8031482828373004
Gigi Martin,0.07664123710654755,0.0,0.09870676149231311,0.19546254895403645,0.12687921876501923,0.0032417171182969056,0.10998282479170994,0.16112963939410932,0.11514906984433551,0.16526902911410377,0.2663347605722758,0.2542855286459405,0.08583207813470545,0.0338424837034779,0.47393497975703797,0.25251422030869275,0.2267755134179859,0.03965754161004286,0.09768019685891619,0.13085796932698437,0.008066209701668353,0.49736021972633043,0.03456479550864011,0.9999999999999998,0.4688025072063726,0.14855235522213064,0.038935243612560864,0.06679637872208856,0.0038222026423136777,0.20676573429965378,0.0185422931343023,0.004118420800835927,0.39054386914250283,0.06948750881749063,0.14511841352318391,0.10819813551036772,0.02947743077580073,0.05868742956366131,0.026975974138937844,0.3017398896093213,0.23849747594380297,0.004224748055205737,0.04546404010180277,0.10224725071226379,0.15897667119116815,0.008795387754365905,0.5914141760698206,0.2081465203370566,0.21642209029754558,0.021193480126473978,0.021884202333990188,0.32796569393769504,0.339521553226447,0.15843949559352338,0.027005423362539506,0.15778631253671174,0.3872472264658514,0.3105605938504178,0.1854757479306635,0.11707055968788728,0.13072389825341782,0.030887626592950596,0.7078842694206423,0.47825943508041263,0.03128789861553284,0.1386611547271425,0.48935293529317464,0.032907680503459845,0.1726133156808052,0.16931062036830394
Gloria Benavides,0.1236977942876896,0.04812547562261439,0.205795312091789,0.4332025637294069,0.18040333708931666,0.13762005507333888,0.23171618932912752,0.16530261346108216,0.1621678180820199,0.17917057285420493,0.13327935886957912,0.7039358096301382,0.16659344795884043,0.23202586802264832,0.5184144120956834,0.33269223129060027,0.23807486545984366,0.23623461347405542,0.23483632600256849,0.31652495317780815,0.29993933159499003,0.48563636699385415,0.24754837296524718,0.4688025072063726,0.9999999999999999,0.25429042364874116,0.28278330302100996,0.15726833066122806,0.12513155481321056,0.2000125499811138,0.2024233520302087,0.05631138027800727,0.31772011573735776,0.22609049695558683,0.12477137710832419,0.31919596036063674,0.17070981179137948,0.14071321051254046,0.08310114177919938,0.5169347997546789,0.3196488698398024,0.400946878122044,0.33398140154045813,0.41703235736040184,0.33834422580583695,0.08512464981066971,0.5437206978826248,0.028991121993023398,0.4271756484506243,0.18569621929668703,0.29634786287992865,0.53420221929267,0.3177110877504438,0.1361116474907682,0.3946881994337912,0.29912993877147387,0.23298879362170608,0.24042282604779136,0.09581350663778815,0.28909384325973325,0.12552119418715027,0.46489865287207244,0.37314381998846596,0.3752009224765698,0.14394384192168935,0.2402218273824619,0.4594078867976085,0.3211764038206476,0.3857780373887847,0.3406981376920869
Hermógenes Conache,0.1490374252046083,0.06455067103616913,0.4012923047006569,0.7962850996289722,0.46661783473871044,0.09459792331345435,0.7367961159320187,0.6775353207467043,0.2573464168567765,0.7560717969100045,0.4432151648946243,0.06547586346228125,0.5061451539114692,0.5324026061995379,0.5203832292757992,0.7464627850087762,0.8159825507307841,0.7662074539823213,0.23928631198421044,0.8053386059483044,0.15099231110705277,0.1686664133413738,0.8317434387179045,0.14855235522213064,0.25429042364874116,1.0000000000000002,0.3000920959246425,0.5810243507097376,0.1488986741830884,0.3396476722908629,0.45329264743114184,0.09205848193748561,0.49091073534145274,0.822917859176602,0.4128041617308178,0.8471961466776464,0.49339519231092455,0.6547222117029127,0.14653769103776348,0.3449313808753185,0.4795608067372548,0.10050757636152163,0.698292563363756,0.6752543481232602,0.11055587362164143,0.18464793431465346,0.3235249354960649,0.28762731989533236,0.7026325460443652,0.1375128455750064,0.41687114866400543,0.3459943084266495,0.41379899593509656,0.36582028280700757,0.25414752766962156,0.8790371075753468,0.2948561982594359,0.17279690152956095,0.28527437629948416,0.7413384527597673,0.18630786505032867,0.12074820801484783,0.026357794046287995,0.30697333115050485,0.5543688429742967,0.7543973165432915,0.26009549410244803,0.28836485958177427,0.754331462853069,0.7389354344979385
Huaso Filomeno,0.10866678153556844,0.11460547780797595,0.3638708347067105,0.3549905354065312,0.263381117022075,0.11938730128740471,0.5642342934652897,0.11081611103360298,0.48593660905599206,0.3121322531495359,0.15158159152049347,0.18275844821933038,0.21376971351727048,0.21581595478115986,0.3340600214345361,0.32116202046606895,0.2696205892017554,0.21850422506795722,0.2769316093494638,0.2560768762340358,0.3532454127913953,0.26791126122049835,0.23922608264626033,0.038935243612560864,0.28278330302100996,0.3000920959246425,0.9999999999999999,0.19151746240765832,0.22576926084570134,0.19322312977055095,0.23982352924449815,0.10516014662412236,0.45167249370405704,0.5374642561756301,0.3230255711922071,0.4554586503483549,0.12225363479580435,0.3055967621620823,0.2439075373555961,0.48119927875645474,0.2995686643331616,0.3308698280609429,0.33773468044773913,0.3346248220628496,0.2735651817331851,0.3995079046714739,0.12414053191903203,0.1850079211065105,0.31260272432624725,0.07113919311009283,0.11133059972447104,0.1245924471799286,0.0963992091898426,0.32967500741512906,0.32563582776564026,0.2454481299308075,0.10910604055759966,0.0495284334331795,0.1716209067928003,0.24436669346499362,0.16840121332643282,0.12144596098408632,0.025979361212242136,0.10722297314111268,0.19407175526831172,0.25860177815375174,0.26635835297874766,0.32182182586074626,0.39838665309696547,0.43868091001367004
Hugo Goodman,0.5700508946860947,0.18341794535875502,0.4320410109501432,0.6870294596747751,0.7312101094815434,0.7690176819227769,0.566819563510639,0.3872588277390739,0.07254825451769856,0.3803194141234544,0.3299551074857614,0.03938903156827151,0.5354543804042022,0.4233532775368887,0.2602590881223614,0.7824963449984432,0.6465829851020352,0.4283963235654505,0.10143896342268342,0.5710018977770653,0.10491579676680542,0.2255033727662705,0.5620773431361826,0.06679637872208856,0.15726833066122806,0.5810243507097376,0.19151746240765832,0.9999999999999999,0.09370297422490005,0.47895566593322353,0.7628411992763412,0.625789131606943,0.3409095905440354,0.6483248890017687,0.31668813191115486,0.46986016577746803,0.4176131544735133,0.4114375438509064,0.27413880659276896,0.45931940478214817,0.46457333588683747,0.10882485581979315,0.7568017544403641,0.454602515148863,0.19106519108097875,0.16120571366661102,0.20795651303803955,0.14018921919672456,0.42140622925825294,0.3384499715546286,0.31281264962229804,0.353767176827382,0.2710037374810629,0.23104596729424612,0.348478610829449,0.6668460629119657,0.19570234488388952,0.06843918279834107,0.23862153273245726,0.49666287737193154,0.17698264952784573,0.05757696068527507,0.00031610569395248294,0.36779508494964186,0.7268042854739812,0.7365958762291542,0.17983412653785666,0.39113561940297975,0.7106600806523429,0.5711887663722887
Hugo Varela,0.0046282907588065855,0.03984881629136219,0.03455726793927529,0.21690663934639087,0.05804869558729896,0.007640100296951186,0.09603147532863512,0.07858907231606194,0.524895682577422,0.18493714870079517,0.13782893469846047,0.14165809962628256,0.0426622292463137,0.1633727384258157,0.1756969499285119,0.08270543067525422,0.19683020215390967,0.3604686119557274,0.23466130193138124,0.2234019527916221,0.12555064963174953,0.14786686466753002,0.12678166572785363,0.0038222026423136777,0.12513155481321056,0.1488986741830884,0.22576926084570134,0.09370297422490005,1.0,0.24375149095594376,0.050644169688947326,0.014482859984165236,0.055193600153085616,0.095928723100963,0.08934893212281957,0.40800221297628725,0.37940649917735597,0.07016050103840316,0.06631756124632143,0.07657245106539735,0.1506026600678516,0.008956007494760205,0.08227097083222173,0.48781946060291187,0.40345260994361226,0.4021051095042628,0.21786523854990736,0.13861105474719926,0.11865472240922448,0.41462843846384984,0.3025271146009918,0.034987010503269245,0.0752020581589508,0.01608187666863682,0.2667451951013688,0.1402980096130245,0.4445238103171739,0.022775133875895477,0.026054247164098595,0.10261266948968834,0.06815756126622691,0.38985814581631445,0.0,0.027915326195155972,0.0636032858920667,0.08729396966355386,0.3184323077604068,0.08362267780174218,0.148449456888464,0.07229786222389761
Jani Dueñas,0.5115122722889918,0.28946881423587945,0.6224248720409301,0.5880962694496862,0.47848078338760275,0.4496751910292316,0.29045704054448496,0.1948976551910133,0.17848745194227356,0.2007563277107181,0.22936671039461742,0.11870358493615771,0.3764303178700109,0.46755996567772395,0.25025279796656524,0.525176248992191,0.47504269992079184,0.2527444771918868,0.117611563314262,0.4698345435654917,0.07151658291037853,0.4474245077351528,0.35218949593004384,0.20676573429965378,0.2000125499811138,0.3396476722908629,0.19322312977055095,0.47895566593322353,0.24375149095594376,1.0,0.6667568150083286,0.4446481236975547,0.2941486509658721,0.39152284668080656,0.2195618915658932,0.34172334303018626,0.25623620072660147,0.24323765769784583,0.026603824458558783,0.3802305909655553,0.15587157561329057,0.07920930769658509,0.605757743711927,0.30650674587174537,0.18539300710143347,0.23059463033743915,0.1176915711953633,0.46398194406782073,0.2894133356281097,0.41996503950620323,0.369639168650909,0.13905214170535585,0.2545941055490492,0.1423629177708962,0.37419925422519745,0.4312960554816409,0.11395015056423075,0.030225252884811923,0.09686116738149612,0.33916540063957873,0.15989687195642327,0.16279812826930076,0.11137747885474208,0.25640056893800073,0.4802688290463219,0.5291086281327545,0.2929123449109722,0.2685473500818594,0.3990484834997801,0.34340720574516076
Javiera Contador,0.7925240256277285,0.24459745353072493,0.5930054291450696,0.6481357179440561,0.8233116577066318,0.7197032668194221,0.5189025045805816,0.24175766957334557,0.09874351218488277,0.28846648081677567,0.26687312861430945,0.02261240485856716,0.6840549828663123,0.3540256675628463,0.2619357300057265,0.8014455502313421,0.5684729348195163,0.32826366501788756,0.15403362302694312,0.4772236115532341,0.3138656581381038,0.18532525131174046,0.47533075824675514,0.0185422931343023,0.2024233520302087,0.45329264743114184,0.23982352924449815,0.7628411992763412,0.050644169688947326,0.6667568150083286,1.0,0.7936123837651325,0.3335061478826861,0.5801879086000166,0.28151969483954115,0.3933340030565125,0.24344785755555046,0.33238051640578725,0.07045240771801822,0.5684853820327156,0.243502733046211,0.09493217492017875,0.7148219355172797,0.3552517766305754,0.05827055457547743,0.14385285474784562,0.1512293038126111,0.20805557312311995,0.35272920112102585,0.42286912065272414,0.33536710068024483,0.19427989208305113,0.238853112379811,0.2681193259463785,0.38111726666416734,0.5298839459881824,0.13445485612679264,0.05445677795645743,0.1544272423955963,0.4522931020924821,0.2163085080063015,0.07914221993757793,0.01433648433416191,0.4164344147775994,0.7779853687673142,0.6654968602637916,0.16122302352453344,0.527629219756521,0.5837140211196941,0.4706252073048115
