year,topic_id,weighted_mass,year_mass,prevalence_pct,topic_name
1998,10,1.2167712884015252,34.527820486296136,3.5240315527140025,Transporte
1998,11,1.0992656326034576,34.527820486296136,3.183709881252855,Dinero
1998,12,0.2093508228022236,34.527820486296136,0.606325044134522,Reggaeton
1998,13,1.1204310728856197,34.527820486296136,3.245009552022872,Desvaríos
1998,15,5.0,34.527820486296136,14.481076215003107,Escuela
1998,18,0.2875319573304689,34.527820486296136,0.8327544376703082,Intimidad
1998,19,0.2988382151126724,34.527820486296136,0.8654997938004205,Copuchas
1998,27,0.1229054307505892,34.527820486296136,0.35596058198741376,Edad
1998,28,0.1004464171960164,34.527820486296136,0.29091444458790244,Presidencia
1998,29,0.17503385716672332,34.527820486296136,0.5069357251674576,Personajes
1998,32,2.1911879639918848,34.527820486296136,6.346151981592794,Disparates
1998,33,1.083698003771163,34.527820486296136,3.1386226773313872,Sueños
1998,34,2.0943669835083147,34.527820486296136,6.0657375820740125,Torpezas
1998,36,2.0,34.527820486296136,5.792430486001243,Aviación
1999,0,1.036447829538278,36.11999180983925,2.869457543054993,Chilenidad
1999,1,1.0,36.11999180983925,2.768549907942104,Familia
1999,2,1.8839702673280843,36.11999180983925,5.215865710176828,Médicos
1999,5,1.0,36.11999180983925,2.768549907942104,Matrimonio
1999,7,7.471911846791329,36.11999180983925,20.68636085558565,Remates
1999,9,1.0,36.11999180983925,2.768549907942104,Política
1999,10,2.0,36.11999180983925,5.537099815884208,Transporte
1999,11,1.0,36.11999180983925,2.768549907942104,Dinero
1999,13,1.1820648900967663,36.11999180983925,3.2726056426589953,Desvaríos
1999,16,1.296315431559166,36.11999180983925,3.588913968707058,Religión
1999,18,0.1257558865438601,36.11999180983925,0.34816144811418154,Intimidad
1999,19,2.1628054632135276,36.11999180983925,5.987834866076492,Copuchas
1999,20,2.0,36.11999180983925,5.537099815884208,Boleros
1999,21,1.1979976264697938,36.11999180983925,3.3167162184778065,Abuelos
1999,24,1.0,36.11999180983925,2.768549907942104,Pantalla
1999,25,0.3020205488463027,36.11999180983925,0.836158962705055,Pegados
1999,26,2.0,36.11999180983925,5.537099815884208,Granja
1999,28,0.0884820759216444,36.11999180983925,0.24496704314739487,Presidencia
1999,29,0.085313475468131,36.11999180983925,0.23619461465351502,Personajes
1999,30,1.0,36.11999180983925,2.768549907942104,Dieta
1999,31,0.081004952831212,36.11999180983925,0.22426625470370645,Coqueteo
1999,32,4.10593676739758,36.11999180983925,11.36749085939467,Disparates
1999,33,0.0999647478335731,36.11999180983925,0.27675739341209443,Sueños
1999,37,3.0,36.11999180983925,8.305649723826312,Deportes
2000,0,6.841543746085957,44.74951155554327,15.288532786763954,Chilenidad
2000,1,1.0216379838410756,44.74951155554327,2.2830148270400996,Familia
2000,4,1.589429796432115,44.74951155554327,3.5518371959419226,Huevones
2000,5,0.2812948373883991,44.74951155554327,0.628598676522435,Matrimonio
2000,8,0.0901679723752793,44.74951155554327,0.20149487500743435,Festival
2000,9,3.6699062205503763,44.74951155554327,8.200997268976387,Política
2000,10,1.0841345175158408,44.74951155554327,2.4226734098990304,Transporte
2000,11,1.5132893965439649,44.74951155554327,3.3816891937818454,Dinero
2000,12,1.633547993702917,44.74951155554327,3.650426422365193,Reggaeton
2000,13,1.0,44.74951155554327,2.234661262746513,Desvaríos
2000,14,1.0,44.74951155554327,2.234661262746513,Redes
2000,15,0.2820204080362694,44.74951155554327,0.6302200811426165,Escuela
2000,16,2.316006561203874,44.74951155554327,5.175490146589058,Religión
2000,18,4.0,44.74951155554327,8.938645050986052,Intimidad
2000,20,0.084107159760053,44.74951155554327,0.18795101183542273,Boleros
2000,21,1.6851205279852195,44.74951155554327,3.765673566947521,Abuelos
2000,23,1.0,44.74951155554327,2.234661262746513,Perritos
2000,25,0.27442942864707554,44.74951155554327,0.613256813555278,Pegados
2000,26,0.0821993535847138,44.74951155554327,0.18368771127856365,Granja
2000,27,0.19928471060444458,44.74951155554327,0.44533382304540153,Edad
2000,28,2.0496833843156157,44.74951155554327,4.58034805982528,Presidencia
2000,29,0.3687928393979588,44.74951155554327,0.8241270721809146,Personajes
2000,31,6.0,44.74951155554327,13.407967576479077,Coqueteo
2000,33,1.0,44.74951155554327,2.234661262746513,Sueños
2000,34,1.0930036285918376,44.74951155554327,2.4424928688555565,Torpezas
2000,35,3.5899110889802857,44.74951155554327,8.022235247248394,Guitarra
2000,36,1.0,44.74951155554327,2.234661262746513,Aviación
2001,0,2.22294621938198,19.18256633060004,11.588367171893653,Chilenidad
2001,7,2.705938539942819,19.18256633060004,14.10623841100085,Remates
2001,11,0.1010112570474258,19.18256633060004,0.5265784322418455,Dinero
2001,12,1.3974989152374562,19.18256633060004,7.28525522160278,Reggaeton
2001,13,2.099998567423808,19.18256633060004,10.947432847261366,Desvaríos
2001,15,0.0925895033379284,19.18256633060004,0.4826752674392142,Escuela
2001,19,4.198156923350679,19.18256633060004,21.88527254903207,Copuchas
2001,20,1.2762644474074571,19.18256633060004,6.653251840300218,Boleros
2001,25,1.317797694509637,19.18256633060004,6.86976743256446,Pegados
2001,26,1.0,19.18256633060004,5.213066816846084,Granja
2001,29,2.6018936138579463,19.18256633060004,13.563845259366598,Personajes
2001,31,0.0865187132998542,19.18256633060004,0.4510278333396898,Coqueteo
2001,32,0.0819519358030487,19.18256633060004,0.42722091711117366,Disparates
2002,0,0.5165541026350469,16.18266090519196,3.192022039276114,Chilenidad
2002,1,1.1112048015990934,16.18266090519196,6.86663836132524,Familia
2002,5,0.1280850959353391,16.18266090519196,0.791495889864719,Matrimonio
2002,7,2.5132116303749754,16.18266090519196,15.530274317054063,Remates
2002,8,2.0,16.18266090519196,12.35890692956639,Festival
2002,9,0.3358119879834775,16.18266090519196,2.0751345526602325,Política
2002,10,1.0,16.18266090519196,6.179453464783195,Transporte
2002,12,0.1010250753451877,16.18266090519196,0.6242797518718034,Reggaeton
2002,13,1.27307398697306,16.18266090519196,7.866901459726032,Desvaríos
2002,15,1.0,16.18266090519196,6.179453464783195,Escuela
2002,19,2.1865797163430547,16.18266090519196,13.511867604180745,Copuchas
2002,23,0.7176072655299367,16.18266090519196,4.434420703332561,Perritos
2002,26,2.0,16.18266090519196,12.35890692956639,Granja
2002,27,1.0,16.18266090519196,6.179453464783195,Edad
2002,28,0.0868583930618368,16.18266090519196,0.536737397951468,Presidencia
2002,29,0.2126488494109506,16.18266090519196,1.3140536692746585,Personajes
2003,0,0.3524299070300177,3.5376073835630297,9.962380468435565,Chilenidad
2003,7,0.0828102359175142,3.5376073835630297,2.3408543385079907,Remates
2003,8,0.2041907136414554,3.5376073835630297,5.772000437080649,Festival
