year,topic_final,weighted_mass,year_mass,prevalence_pct,topic_name_final
2004,17,0.1192138791607887,19.094381658640117,0.6243400875295952,TELÉFONOS
2004,18,1.1318389878858734,19.094381658640117,5.92760220320474,GEOGRAFÍA DE CHILE
2004,19,0.1262022316971283,19.094381658640117,0.6609390864459985,PROFESORES
2004,20,1.4000076155683967,19.094381658640117,7.332039552770225,FARMACIAS
2004,21,1.0,19.094381658640117,5.237142620680282,VIAJES
2004,22,0.3131548495279941,19.094381658640117,1.640036609335778,MÉDICOS Y HOSPITALES
2004,24,1.095441014090502,19.094381658640117,5.736980823334597,DINERO
2004,25,1.0,19.094381658640117,5.237142620680282,EL MAR
2004,26,0.0383986699354886,19.094381658640117,0.2010993108965819,FINANZAS
2004,27,0.0356135541777963,19.094381658640117,0.1865132624584433,RELACIONES SEXUALES
2004,30,1.0,19.094381658640117,5.237142620680282,DOBLE SENTIDO
2004,31,0.0497872957541683,19.094381658640117,0.26074316856256924,NIÑEZ
2005,0,1.1610848900408204,29.620995246232084,3.9198037756294335,ANIMALES
2005,1,0.7085098907314944,29.620995246232084,2.391917911068906,MÚSICA Y CANCIONES
2005,2,0.0724015825556651,29.620995246232084,0.2444265695794772,CHILENOS vs OTRAS NACIONALIDADES
2005,3,0.0486455333707166,29.620995246232084,0.16422653245219543,POLÍTICA
2005,4,2.06957603396075,29.620995246232084,6.986855157150766,LA ABUELITA
2005,5,1.6395221748421038,29.620995246232084,5.535000296962196,HOMBRES vs MUJERES
2005,6,0.48086259316262925,29.620995246232084,1.6233843230632063,MATERNIDAD Y PATERNIDAD
2005,7,0.7831772727593406,29.620995246232084,2.6439937829535425,MEDIOS DE TRANSPORTE
2005,8,3.2585719793003576,29.620995246232084,11.000886203223915,MATRIMONIOS Y AMANTES
2005,9,0.5285246757111822,29.620995246232084,1.7842907414747073,COMIDA
2005,10,0.1373221699473673,29.620995246232084,0.46359742070055954,BAILAR
2005,11,0.2299761820432607,29.620995246232084,0.7763958642561635,DORMIR
2005,12,0.0508471718476607,29.620995246232084,0.17165922827704,ALCOHOL Y DROGAS
2005,14,0.079630711583473,29.620995246232084,0.2688319920432193,CARABINEROS
2005,16,0.1022293160539754,29.620995246232084,0.3451245145686973,RELIGIÓN
2005,17,6.280393056554483,29.620995246232084,21.202505197232952,TELÉFONOS
2005,18,1.0,29.620995246232084,3.3759837969225703,GEOGRAFÍA DE CHILE
2005,20,1.0,29.620995246232084,3.3759837969225703,FARMACIAS
2005,21,0.1170756361473494,29.620995246232084,0.39524545064785394,VIAJES
2005,22,0.943598958378926,29.620995246232084,3.1855747942802695,MÉDICOS Y HOSPITALES
2005,23,1.0,29.620995246232084,3.3759837969225703,HIJOS
2005,24,3.2580917392471127,29.620995246232084,10.99926492058553,DINERO
2005,25,1.100828892506035,29.620995246232084,3.7163805042845923,EL MAR
2005,26,0.1417549272992464,29.620995246232084,0.4785623376961928,FINANZAS
2005,28,0.2723254539757005,29.620995246232084,0.9193663201115481,TERREMOTOS
2005,29,2.1560444042124316,29.620995246232084,7.278770974066746,RELACIONES AMOROSAS
2005,30,1.0,29.620995246232084,3.3759837969225703,DOBLE SENTIDO
2006,0,3.1434828860291093,32.225764017966824,9.754564342606505,ANIMALES
2006,1,3.8777117690782643,32.225764017966824,12.032955268077815,MÚSICA Y CANCIONES
2006,2,0.2635690736749242,32.225764017966824,0.8178830873582287,CHILENOS vs OTRAS NACIONALIDADES
2006,3,0.43785780557378867,32.225764017966824,1.3587197043014088,POLÍTICA
2006,4,2.4237820123186236,32.225764017966824,7.521255387358056,LA ABUELITA
2006,5,4.578501406599876,32.225764017966824,14.20758063035286,HOMBRES vs MUJERES
2006,6,0.1532361146791832,32.225764017966824,0.475508089098367,MATERNIDAD Y PATERNIDAD
2006,7,0.023482782583698,32.225764017966824,0.07286959145671658,MEDIOS DE TRANSPORTE
2006,8,0.2355956002533327,32.225764017966824,0.7310784008781952,MATRIMONIOS Y AMANTES
2006,9,1.2600293306042518,32.225764017966824,3.91000607433775,COMIDA
2006,10,0.0379593135326608,32.225764017966824,0.11779181871839361,BAILAR
2006,11,1.2464476217218778,32.225764017966824,3.8678605758639146,DORMIR
2006,12,0.2041418737905897,32.225764017966824,0.6334741161661039,ALCOHOL Y DROGAS
2006,13,0.1956342326519695,32.225764017966824,0.6070739937861445,CINE Y TV
2006,14,0.0291204980415974,32.225764017966824,0.09036402682450556,CARABINEROS
2006,15,2.2841643814999384,32.225764017966824,7.088006913432522,ESCENARIO
2006,16,1.2564830069042217,32.225764017966824,3.899001451769134,RELIGIÓN
2006,18,1.1577584067394793,32.225764017966824,3.5926484352519754,GEOGRAFÍA DE CHILE
2006,20,3.462498567923838,32.225764017966824,10.744504198545584,FARMACIAS
2006,21,0.0943944259080641,32.225764017966824,0.2929160216509883,VIAJES
2006,22,1.0739989168267414,32.225764017966824,3.3327337599442326,MÉDICOS Y HOSPITALES
2006,23,1.0799094624482597,32.225764017966824,3.3510748165541644,HIJOS
2006,24,1.0,32.225764017966824,3.1031071891498683,DINERO
2006,25,1.2199959330844945,32.225764017966824,3.7857781506880968,EL MAR
2006,26,0.0799140948430454,32.225764017966824,0.24798200222185862,FINANZAS
2006,27,0.0232680862543898,32.225764017966824,0.07220336573375621,RELACIONES SEXUALES
2006,28,0.0570835523500765,32.225764017966824,0.17713638167973525,TERREMOTOS
2006,29,1.0819963776641204,32.225764017966824,3.3575507381636482,RELACIONES AMOROSAS
2006,30,0.1023506010915487,32.225764017966824,0.31760488606099513,DOBLE SENTIDO
2006,31,0.1413958832948618,32.225764017966824,0.43876658196848145,NIÑEZ
2007,0,0.597296133085404,28.63157364338383,2.086144968924636,ANIMALES
2007,1,0.8670833670596612,28.63157364338383,3.028416732728298,MÚSICA Y CANCIONES
2007,2,0.6211776030997909,28.63157364338383,2.1695545303823436,CHILENOS vs OTRAS NACIONALIDADES
2007,3,1.305686628026689,28.63157364338383,4.560303405916379,POLÍTICA
2007,4,0.0425434352713774,28.63157364338383,0.14858923159890067,LA ABUELITA
2007,5,6.338508549006484,28.63157364338383,22.138177342100732,HOMBRES vs MUJERES
2007,6,0.1858955915549763,28.63157364338383,0.6492678113692608,MATERNIDAD Y PATERNIDAD
2007,7,3.067261856482131,28.63157364338383,10.712865086236404,MEDIOS DE TRANSPORTE
2007,8,0.2646889044428272,28.63157364338383,0.9244650948621239,MATRIMONIOS Y AMANTES
2007,10,0.12445583112980099,28.63157364338383,0.4346803730732424,BAILAR
2007,11,0.3253932862147836,28.63157364338383,1.1364841145920574,DORMIR
2007,12,0.0199346978854098,28.63157364338383,0.06962487683598312,ALCOHOL Y DROGAS
2007,14,1.4435771168220213,28.63157364338383,5.0419063052638124,CARABINEROS
2007,16,0.20570873345132662,28.63157364338383,0.7184681359589248,RELIGIÓN
2007,18,1.8991129018767354,28.63157364338383,6.63293231986074,GEOGRAFÍA DE CHILE
2007,19,0.6013575522465502,28.63157364338383,2.1003300752402465,PROFESORES
2007,20,1.5496587553806145,28.63157364338383,5.412412096806663,FARMACIAS
2007,21,1.2042614794870188,28.63157364338383,4.206061093555363,VIAJES
2007,22,0.1407888187307592,28.63157364338383,0.49172574474715475,MÉDICOS Y HOSPITALES
2007,23,0.1439785352161451,28.63157364338383,0.5028663007121007,HIJOS
2007,24,0.054081299926701,28.63157364338383,0.18888692811754718,DINERO
2007,25,3.0717820827620175,28.63157364338383,10.728652644182704,EL MAR
2007,26,0.0550317126916607,28.63157364338383,0.19220638508067964,FINANZAS
2007,27,1.083579510013713,28.63157364338383,3.784561489738815,RELACIONES SEXUALES
2007,28,0.0811690119153218,28.63157364338383,0.28349476325091305,TERREMOTOS
2007,30,1.0,28.63157364338383,3.4926477058346372,DOBLE SENTIDO
2007,31,2.337560249603911,28.63157364338383,8.164274443029342,NIÑEZ
2008,0,1.2756932051315562,17.058484169107196,7.478350318147426,ANIMALES
2008,1,1.9194638645107478,17.058484169107196,11.252253397678114,MÚSICA Y CANCIONES
2008,2,1.3428834679586292,17.058484169107196,7.872232108352175,CHILENOS vs OTRAS NACIONALIDADES
2008,3,0.2414927978100651,17.058484169107196,1.4156755982305098,POLÍTICA
2008,4,1.0271160956403853,17.058484169107196,6.021145170099497,LA ABUELITA
2008,5,0.6470156742182063,17.058484169107196,3.7929259587434356,HOMBRES vs MUJERES
2008,7,0.0623536158587499,17.058484169107196,0.3655284680667693,MEDIOS DE TRANSPORTE
2008,8,0.0316796197541733,17.058484169107196,0.18571181026474137,MATRIMONIOS Y AMANTES
2008,9,0.0273050396963075,17.058484169107196,0.16006721010860245,COMIDA
2008,10,0.10149932690588279,17.058484169107196,0.595007891086228,BAILAR
2008,11,0.0287852677310582,17.058484169107196,0.16874458155659655,DORMIR
2008,13,0.04171545934582,17.058484169107196,0.24454376445338813,CINE Y TV
2008,14,0.0295119098559286,17.058484169107196,0.1730042925465469,CARABINEROS
2008,15,1.3225867140456629,17.058484169107196,7.7532487701390185,ESCENARIO
2008,16,6.897632389095682,17.058484169107196,40.435201162757764,RELIGIÓN
2008,17,0.07728100613720659,17.058484169107196,0.4530356001804779,TELÉFONOS
2008,19,0.0473719471905852,17.058484169107196,0.27770314595933143,PROFESORES
2008,20,0.0485570221330497,17.058484169107196,0.2846502752043242,FARMACIAS
2008,21,1.382811634067447,17.058484169107196,8.10629842815524,VIAJES
2008,22,0.0489453843858646,17.058484169107196,0.28692692680457726,MÉDICOS Y HOSPITALES
2008,23,0.0335506973696509,17.058484169107196,0.19668041449081972,HIJOS
2008,24,0.0637621292643854,17.058484169107196,0.3737854350497227,DINERO
2008,27,0.0234560090961283,17.058484169107196,0.13750347840757726,RELACIONES SEXUALES
2008,28,0.1694318294759509,17.058484169107196,0.9932408284130594,TERREMOTOS
2008,29,0.0605893916175644,17.058484169107196,0.3551862581511867,RELACIONES AMOROSAS
2008,30,0.1059926708105074,17.058484169107196,0.6213487069528688,DOBLE SENTIDO
2009,0,0.0414994730262003,7.416404717736806,0.5595632197222418,ANIMALES
2009,1,0.1060556773787889,7.416404717736806,1.430014696004251,MÚSICA Y CANCIONES
