decade,topic_final,weighted_mass,decade_mass,prevalence_pct,topic_name_final
1970,0,2.8954775230557566,25.606738786613928,11.307482562244063,Chilenidad
1970,1,2.617177025792268,25.606738786613928,10.220657333999958,Familia
1970,2,0.0859956910315641,25.606738786613928,0.335832265671093,Médicos
1970,4,0.0480721834425187,25.606738786613928,0.18773254901029693,Huevones
1970,5,0.1870734976574836,25.606738786613928,0.7305635411693947,Matrimonio
1970,7,1.1420263505758539,25.606738786613928,4.459866444112964,Remates
1970,8,0.0462065323314595,25.606738786613928,0.18044676722212763,Festival
1970,10,0.12113852970868699,25.606738786613928,0.47307285288516654,Transporte
1970,11,2.0,25.606738786613928,7.81044402673218,Dinero
1970,12,0.2865674638147353,25.606738786613928,1.1191095680037948,Reggaeton
1970,13,3.0369025941989363,25.606738786613928,11.859778863314272,Desvaríos
1970,14,0.0464394596400304,25.606738786613928,0.18135640007507278,Redes
1970,15,0.245286463413703,25.606738786613928,0.9578980965039091,Escuela
1970,16,1.4463575818009495,25.606738786613928,5.648347467648015,Religión
1970,18,0.27015324170956956,25.606738786613928,1.0550083865064213,Intimidad
1970,19,1.0,25.606738786613928,3.90522201336609,Copuchas
1970,20,2.2360415336895043,25.606738786613928,8.732238620165127,Boleros
1970,23,0.10193401394614979,25.606738786613928,0.3980749551732702,Perritos
1970,24,1.0,25.606738786613928,3.90522201336609,Pantalla
1970,25,1.2278543255287204,25.606738786613928,4.795043741261532,Pegados
1970,26,1.0,25.606738786613928,3.90522201336609,Granja
1970,29,0.1074558072317134,25.606738786613928,0.4196387838653103,Personajes
1970,32,1.0,25.606738786613928,3.90522201336609,Disparates
1970,33,0.15811486316761658,25.606738786613928,0.6174736442825436,Sueños
1970,35,2.0,25.606738786613928,7.81044402673218,Guitarra
1970,36,1.2547486713542892,25.606738786613928,4.900072132614624,Aviación
1970,37,0.0457154335224187,25.606738786613928,0.1785289173423236,Deportes
1980,0,0.8240704788961445,7.462401886618389,11.042965675352747,Chilenidad
1980,1,0.0576598984902675,7.462401886618389,0.7726721150419877,Familia
1980,2,0.6301295957189829,7.462401886618389,8.444058699772441,Médicos
1980,5,0.1737530121723462,7.462401886618389,2.328379184239874,Matrimonio
1980,10,0.0461604175681561,7.462401886618389,0.6185731922443249,Transporte
1980,12,0.26322258111667374,7.462401886618389,3.52731714421178,Reggaeton
1980,14,0.0462075136930618,7.462401886618389,0.6192043043932183,Redes
1980,16,0.1483582159011752,7.462401886618389,1.988075932592317,Religión
1980,18,0.0572477136425699,7.462401886618389,0.7671486273772891,Intimidad
1980,20,1.219728741946963,7.462401886618389,16.344988657528425,Boleros
1980,21,0.3516589708352395,7.462401886618389,4.712409974405638,Abuelos
1980,25,0.3941552741540547,7.462401886618389,5.281882162643313,Pegados
1980,29,1.0,7.462401886618389,13.400511191888556,Personajes
1980,35,2.2500494724827544,7.462401886618389,30.151813138308093,Guitarra
1990,0,32.84656242673617,228.87962933467188,14.351020456568174,Chilenidad
1990,1,20.45309999070658,228.87962933467188,8.936181891836119,Familia
1990,2,13.527421671617448,228.87962933467188,5.910277690915609,Médicos
1990,4,0.39990278323620954,228.87962933467188,0.174721876472224,Huevones
1990,5,5.053042106532697,228.87962933467188,2.2077290675545655,Matrimonio
1990,7,18.52187540518665,228.87962933467188,8.09240886094919,Remates
1990,8,3.317916403852097,228.87962933467188,1.4496337719074948,Festival
1990,9,7.42894494349886,228.87962933467188,3.2457868640796006,Política
1990,10,12.31183544637675,228.87962933467188,5.379174844946189,Transporte
1990,11,7.263453952968465,228.87962933467188,3.1734820499677205,Dinero
1990,12,2.131413466548855,228.87962933467188,0.9312377308302366,Reggaeton
1990,13,4.8006644599532,228.87962933467188,2.097462528189253,Desvaríos
1990,14,2.0930949258626983,228.87962933467188,0.91449594354338,Redes
1990,15,7.025438722302105,228.87962933467188,3.069490606361208,Escuela
1990,16,2.1661202511310265,228.87962933467188,0.946401502583564,Religión
1990,18,4.609018531674213,228.87962933467188,2.0137303372397652,Intimidad
1990,19,10.6084206134091,228.87962933467188,4.634934373254021,Copuchas
1990,20,3.280674032921791,228.87962933467188,1.4333621748944425,Boleros
1990,21,4.822864380844894,228.87962933467188,2.1071619151361065,Abuelos
