decade,topic_id,weighted_mass,decade_mass,prevalence_pct,topic_name
1970,0,2.9770821696446195,24.86799190710423,11.971542297285907,Chilenidad
1970,1,2.503132015716872,24.86799190710423,10.065678101663622,Familia
1970,5,0.1007704448999896,24.86799190710423,0.4052214801919802,Matrimonio
1970,7,1.0,24.86799190710423,4.0212334141637,Remates
1970,8,0.16895693763588582,24.86799190710423,0.6794152831761965,Festival
1970,11,2.0,24.86799190710423,8.0424668283274,Dinero
1970,12,0.2370854081815195,24.86799190710423,0.953375765390166,Reggaeton
1970,13,3.0905147284257852,24.86799190710423,12.42768109291082,Desvaríos
1970,15,0.2281814795688553,24.86799190710423,0.9175709901355925,Escuela
1970,16,1.3258038386808813,24.86799190710423,5.3313666967300595,Religión
1970,18,0.3330148004319669,24.86799190710423,1.3391302429080814,Intimidad
1970,19,1.0871204187516672,24.86799190710423,4.371564953103838,Copuchas
1970,20,2.0835995750406484,24.86799190710423,8.37864023289074,Boleros
1970,24,1.0,24.86799190710423,4.0212334141637,Pantalla
1970,25,1.0,24.86799190710423,4.0212334141637,Pegados
1970,26,1.102969429888155,24.86799190710423,4.435297526267335,Granja
1970,27,0.1050072423054623,24.86799190710423,0.42225863148790904,Edad
1970,28,0.253424184881748,24.86799190710423,1.0190778002036842,Presidencia
1970,29,0.18345643384109128,24.86799190710423,0.7377211418051084,Personajes
1970,32,1.0,24.86799190710423,4.0212334141637,Disparates
1970,33,0.0878727992090821,24.86799190710423,0.35335703637565846,Sueños
1970,35,2.0,24.86799190710423,8.0424668283274,Guitarra
1970,36,1.0,24.86799190710423,4.0212334141637,Aviación
1980,0,0.6537475463778397,7.467754251755658,8.754272360049134,Chilenidad
1980,2,0.4989369151222662,7.467754251755658,6.681217649937621,Médicos
1980,5,0.1737530121723462,7.467754251755658,2.3267103645181835,Matrimonio
1980,12,0.48224956185374823,7.467754251755658,6.4577588602406415,Reggaeton
1980,16,0.1483582159011752,7.467754251755658,1.986651018494568,Religión
1980,20,1.219728741946963,7.467754251755658,16.333273710234995,Boleros
1980,21,0.2687088941964433,7.467754251755658,3.5982557156761046,Abuelos
1980,25,0.5770411033665965,7.467754251755658,7.727103542955166,Pegados
1980,29,1.0946091633886077,7.467754251755658,14.657809114852254,Personajes
1980,34,0.1005716249469178,7.467754251755658,1.3467452403548705,Torpezas
1980,35,2.2500494724827544,7.467754251755658,30.13020242268646,Guitarra
1990,0,32.495734162123256,221.85146151077964,14.647518632886854,Chilenidad
1990,1,19.72229918428551,221.85146151077964,8.889866692776877,Familia
1990,2,12.629060063096222,221.85146151077964,5.692574652018951,Médicos
1990,4,0.1330399890192768,221.85146151077964,0.05996804713987086,Huevones
1990,5,4.094631849399619,221.85146151077964,1.8456636803362518,Matrimonio
1990,7,18.40504650822759,221.85146151077964,8.29611235503774,Remates
1990,8,2.948423004894286,221.85146151077964,1.3290076994832074,Festival
1990,9,6.726319044607658,221.85146151077964,3.031902065824718,Política
1990,10,10.74900813297067,221.85146151077964,4.845137399488523,Transporte
1990,11,7.066583106621186,221.85146151077964,3.185276787675264,Dinero
1990,12,1.8918168834936269,221.85146151077964,0.8527403293224212,Reggaeton
1990,13,4.485988195490711,221.85146151077964,2.02206835372718,Desvaríos
1990,14,2.0,221.85146151077964,0.9015040903405638,Redes
1990,15,6.428376694777052,221.85146151077964,2.897603942295733,Escuela
1990,16,1.6540548168022182,221.85146151077964,0.7455685914973558,Religión
1990,18,4.768333098257233,221.85146151077964,2.1493358960925946,Intimidad
1990,19,10.064860167597127,221.85146151077964,4.536756304897311,Copuchas
1990,20,3.0,221.85146151077964,1.3522561355108458,Boleros
1990,21,4.781808016323551,221.85146151077964,2.155409742969489,Abuelos
1990,23,4.4467329746792705,221.85146151077964,2.0043739826628126,Perritos
1990,24,3.0,221.85146151077964,1.3522561355108458,Pantalla
1990,25,4.0330504023870475,221.85146151077964,1.81790571715079,Pegados
1990,26,6.0914525638419255,221.85146151077964,2.745734701209505,Granja
1990,27,0.4177705111992282,221.85146151077964,0.18831091233488625,Edad
1990,28,2.02331418630664,221.85146151077964,0.9120130074997627,Presidencia
1990,29,3.5991197547401845,221.85146151077964,1.6223105902619015,Personajes
1990,30,2.0,221.85146151077964,0.9015040903405638,Dieta
1990,31,3.4194222439016704,221.85146151077964,1.5413115697394324,Coqueteo
1990,32,16.402538521053582,221.85146151077964,7.3934777843492325,Disparates
1990,33,4.183662751604736,221.85146151077964,1.8857945415885637,Sueños
1990,34,4.189014683078556,221.85146151077964,1.8882069356459992,Torpezas
1990,35,1.0,221.85146151077964,0.4507520451702819,Guitarra
1990,36,9.0,221.85146151077964,4.056768406532537,Aviación
1990,37,4.0,221.85146151077964,1.8030081806811276,Deportes
2000,0,27.82973252525806,227.69572613546248,12.222334163927778,Chilenidad
2000,1,7.619160242800886,227.69572613546248,3.3462025713508723,Familia
2000,2,5.309897550890108,227.69572613546248,2.3320145885088346,Médicos
2000,4,4.09991315293825,227.69572613546248,1.8006105000403472,Huevones
2000,5,3.9699341617782324,227.69572613546248,1.7435259893356139,Matrimonio
2000,7,12.088404345156768,227.69572613546248,5.309016796373702,Remates
2000,8,4.310639731091806,227.69572613546248,1.8931579455853675,Festival
2000,9,9.252114702611104,227.69572613546248,4.063367749426604,Política
2000,10,6.723905251010306,227.69572613546248,2.9530221603764617,Transporte
2000,11,6.015709027771273,227.69572613546248,2.6419947048950583,Dinero
2000,12,6.925512389828331,227.69572613546248,3.0415645068841353,Reggaeton
