show,Alejandra Azcárate,Alex Ortiz,Alison Mandel,Arturo Ruiz-Tagle,Bastián Paz,Belén Mora,Bombo Fica,"Carlos ""El Mono"" Sánchez",Carlos García,Centella,Coco Legrand,"Daniel Muñoz ""El Carmelo""","Daniela ""Chiqui"" Aguayo",Diego Urrutia,Dinamita Show,Dino Gordillo,Edmundo Arrocet,Edo Caroe,El Pampero,Ernesto Belloni,Fabrizio Copano,Felipe Avello,Felo,Fusión Humor,George Harris,Gigi Martin,Gilberto Gless,Gloria Benavides,Hermógenes Conache,Huaso Filomeno,Hugo Goodman,Hugo Varela,Jani Dueñas,Jappening con ja,Javiera Contador,Jenny Cavallo,"Jorge ""Chino"" Navarrete",Jorge Alís,Jorge Romero,"Juan Luis ""Jajá"" Calderón",Juan Pablo López,Julio Sabala,León Murillo,Los Acetatos,Los Atletas de la Risa,Los Indolatinos,Los Locos del Humor,Lucho Miranda,Lucho Navarro,Luis Slimming,Mauricio Palma,Melón y Melame,Memo Bunke,Memo Bunke y Natalia Cuevas,Millenium Show,Nancho Parra,Natalia Cuevas,Natalia Valdebenito,Palta Meléndez,Pamela Leiva,"Paul Vásquez ""El Flaco""",Paulo Iglesias,Payahop,Pedro Ruminot,Piña Colada,Profesor Salomón y Tutu-Tutu,Pujillay,Ricardo Meruane,Rodrigo González,Rodrigo Villegas,Rudy Rey,Ruperto,Sandy,Sergio Freire,Stefan Kramer,Zip-Zup,Álvaro Salas,Óscar Gangas
Coco Legrand,0.36137045548312685,0.14192647176157347,0.31272647219305905,0.41067082568729596,0.3706950827198139,0.09410316637657212,0.40699906809278014,0.4049107960378773,0.2496618766901243,0.45242846856071195,1.0,0.08325137552961771,0.2558883812524916,0.3718460967685195,0.3984416687848399,0.5545871752076589,0.14319053794940234,0.4980640728192283,0.28319667317740665,0.238827299309669,0.5162495642365809,0.13205495407315296,0.2503777730022834,0.409638883059056,0.21035809001547867,0.13983255290638327,0.012439229330729322,0.13916836848087577,0.518728031330983,0.38046852782958124,0.23651762470298698,0.4190056074885819,0.41496939895570684,0.041084851205503634,0.14512789740326593,0.45280347506014834,0.4312263664224468,0.3043420959202052,0.02153362403139716,0.5957218247698113,0.6676839677340205,0.06556270105260582,0.5786973831270843,0.09674545518927836,0.5120478540121354,0.5724528976628266,0.5296310320871195,0.31415209006991457,0.11268554098692284,0.4254419557413238,0.36797651023691497,0.2039598189614689,0.1888829816126391,0.08723805835145895,0.16096008282782065,0.13821238539070616,0.05494695145885592,0.510215136094504,0.5395205872772987,0.5262480808560663,0.43043972915563605,0.4362386512435592,0.11373243479311089,0.44871116550758683,0.08600620353564668,0.0526802705366546,0.24540745442708237,0.5925634549438763,0.4585558533773405,0.39320939946671934,0.12087700583035656,0.06404586304351605,0.43684518153965873,0.5421841581383335,0.5123593650761833,0.5431083033584504,0.5323870214114251,0.5364493139453848
"Daniel Muñoz ""El Carmelo""",0.015623298401263652,0.012169930011154875,0.018939131797068427,0.3380408161958036,0.186510227695634,0.06299817794226183,0.08456949036114697,0.03585639981852759,0.7017501994967801,0.015350637609358881,0.08325137552961771,1.0,0.03644273058533397,0.34159277052099796,0.2912458342775952,0.18651002663849817,0.5767064256740123,0.04112859244821327,0.16751034294152536,0.0769745734363917,0.3871521195394406,0.09001017804126855,0.6629219037628346,0.3065272741715211,0.09388218115451442,0.22715355860247702,0.38319206392051636,0.3597046608411525,0.03748416357409802,0.0249202413246792,0.31705793181033093,0.4552668835426858,0.46889416182975485,0.09477233312154865,0.1021469534480167,0.019352990183189703,0.20406705875348835,0.013175227961479475,0.7692291068679035,0.009178649236858148,0.03939880727074634,0.651027238334537,0.009677006970069953,0.7074186628439931,0.046797466789545564,0.2516073077416076,0.10668990853915342,0.010704189932661166,0.5581443394220368,0.01009171412793326,0.1124831130403731,0.18786946950289324,0.0880582720122393,0.3312081990761706,0.4302786245716212,0.13850999466466754,0.17974406789242806,0.022340937521995636,0.0764716026193111,0.12128733869249678,0.06701817455439082,0.058562900504086766,0.5538725240413853,0.14233395473918764,0.1042819972199455,0.8634680446250058,0.31848514326729965,0.04430844931311198,0.04665158710029319,0.44187846710318257,0.6803078172598033,0.452465596263819,0.2517269449579074,0.08120316598033302,0.23827400362619808,0.06908113282463291,0.15307613576637422,0.04191663533622474
"Daniela ""Chiqui"" Aguayo",0.642379992537181,0.5609501264941238,0.6575139856359006,0.26427690396783726,0.4016136889261904,0.6707092687373033,0.4069888328108992,0.3633242156341411,0.06469349502812448,0.3455417416262739,0.2558883812524916,0.03644273058533397,0.9999999999999999,0.2730211919262213,0.3335574260116972,0.41711607049657956,0.0820049609668657,0.4595047147817182,0.17998362183029482,0.2459716210784549,0.31561435289359063,0.13246508473383203,0.05043041922041049,0.18812315717311762,0.21353384302192874,0.0836949027102007,0.01623506301662022,0.1246300662160803,0.22559985610945413,0.29301253107731723,0.21825791233816275,0.10210735673582541,0.49000114743119744,0.042863786512231314,0.5992110231228335,0.5118995900572488,0.2979996925743275,0.3238845134599392,0.14298987158021023,0.27522420317332585,0.4077740373710422,0.10515036188929507,0.321453088108741,0.05589610793275338,0.1486514809684912,0.41310521935503497,0.29743621919010893,0.3727116641881475,0.2501445574568213,0.3842578088197309,0.17646803764968097,0.22373394503448835,0.18673850174184856,0.1991451374151597,0.11187272855046332,0.07728898914488343,0.21058355061295606,0.48378757038059483,0.4076515828838924,0.38735110075837154,0.34856796842994603,0.3239267847399332,0.0653223459172848,0.3224086104865705,0.11829606966528997,0.03167849380506104,0.3766073683733362,0.16525498601510108,0.5313684668331642,0.35129632761119695,0.05258883398406544,0.023898782243031352,0.22908738329388614,0.2598250401231151,0.17367123241982585,0.2055008067856222,0.17926413449707088,0.1286277116174976
Diego Urrutia,0.2128804475055878,0.31729270019474376,0.29020848995323206,0.2257883150649171,0.3936366923926817,0.11990180463424611,0.2044905450399184,0.3332610778368265,0.4993544548072083,0.34612700697516435,0.3718460967685195,0.34159277052099796,0.2730211919262213,1.0000000000000004,0.36974667592139887,0.5476052742582025,0.35762690054763074,0.25181239066173844,0.5586538448379685,0.21593382323437163,0.5098499868977212,0.11211012230018311,0.3961873425300942,0.5368220610631463,0.0777081548188805,0.07940257154923423,0.08017035848272326,0.2167780444750368,0.27880920393161546,0.5393244889209882,0.37681771917811546,0.40006840376195085,0.2532495052010656,0.030889047717393592,0.40051648858354866,0.2712133932333473,0.3699493001187348,0.2622205877090443,0.4250357818915021,0.273049849161983,0.41114686323833016,0.24199854039989716,0.1547570363782426,0.1793782583405079,0.2280423196422094,0.2939017783629869,0.5224482034294999,0.5441045553030572,0.3736086772741346,0.33200522165361424,0.6348133826178942,0.38294902620953897,0.05979304241746814,0.1701570700879119,0.15268132220440267,0.0619543793688191,0.11713271035292376,0.14851956067743338,0.23016086651734552,0.4296312679361025,0.24395947170008858,0.21290080813936438,0.5040193743412856,0.26905897414074736,0.08795631810317693,0.3557150514200932,0.3106193590712423,0.19462276986643745,0.5458811227011339,0.45362301641721,0.3176055558353241,0.14489571486144526,0.42428665611347127,0.3339594080838489,0.5742579193325653,0.49793675216989997,0.31285535824476657,0.5048632819460245
Dinamita Show,0.3120235918392903,0.15751379008092187,0.3549478740888639,0.6700237572190726,0.5380465609625578,0.19493494856535995,0.5776271945666379,0.39316476247095555,0.3405534166595161,0.40572004823995983,0.3984416687848399,0.2912458342775952,0.3335574260116972,0.36974667592139887,0.9999999999999999,0.506328897163359,0.2598412123635158,0.3158064233755716,0.19084118002923312,0.43650015176694124,0.2446924150767596,0.5627844765809353,0.26514328564443435,0.6352888911907056,0.11784840224948175,0.45426563157978883,0.05138582674344637,0.2776198540890316,0.3913047494089262,0.29360798912295316,0.41777730499134924,0.22266056131631629,0.2902342364643326,0.23253197296859568,0.2557419346661481,0.12928951774263048,0.5800040195948157,0.3416708388604475,0.0674095883770176,0.21371706358124085,0.4033008878605641,0.12601819203939796,0.32639383991940313,0.44870527017941575,0.13499667703891688,0.5787618931741604,0.3274086056746557,0.42680388880003267,0.32769278901859444,0.2807481547437726,0.2532263262114096,0.5465866508219105,0.3335460374927209,0.0941310612407665,0.5472456792483291,0.6418253374139818,0.15197805140886275,0.14171353730431727,0.29390460957115255,0.45514140972836653,0.5702767662396208,0.3935187287056027,0.3614306243772389,0.3028406416517774,0.2336301748873228,0.07406300163597833,0.3074685490048794,0.3629927835829479,0.4553247629491145,0.44927719658143417,0.2256951998384098,0.5016660170869846,0.5209280315503234,0.2068786755869806,0.631410284323897,0.3291535231892587,0.47257775159709836,0.6033686183951859
Dino Gordillo,0.2934519713249016,0.5883707543349649,0.27981776717325946,0.36479027721479285,0.4751968034804532,0.32386722627939285,0.37567931949101613,0.4551363872096382,0.2330710054662639,0.4025392408281405,0.5545871752076589,0.18651002663849817,0.41711607049657956,0.5476052742582025,0.506328897163359,0.9999999999999997,0.19362182642187753,0.21638528225454012,0.4587807317097314,0.3265186411738654,0.5388517680000152,0.20155644844422074,0.3234514305462735,0.3288097514620444,0.12759087715458337,0.31524386200938453,0.06902003191717304,0.235860109995858,0.30758074636448657,0.48965584548602603,0.18784578544761005,0.46399646440236125,0.26884866671004687,0.08494677749537764,0.3875431040944003,0.41302181091244483,0.3694791025557341,0.4192368006020502,0.15931988256420598,0.5342652029871453,0.6121515230587515,0.021782175451977193,0.296279772642922,0.2606252155944882,0.3509995987445391,0.4405691950266948,0.5661386947357465,0.42522454185422087,0.2714345580928564,0.47365767620086174,0.284917636037634,0.3407621015420156,0.10929246480016365,0.09139198970095534,0.3880681088670084,0.22694198912664332,0.15472630297209916,0.25484338503914966,0.3978588281384634,0.34984941230181155,0.38153463904301754,0.33664891617496434,0.27074663509167246,0.3009832257209002,0.09856947615505039,0.039561671150914045,0.45127521666222903,0.39632147689330455,0.4782824725722108,0.351818464987255,0.12765722236388524,0.2431191326747748,0.7054191801665366,0.3917918775124647,0.3662580785964604,0.607135186596651,0.47302077091351163,0.4797936552059212
Edmundo Arrocet,0.02260106548733741,0.03285223904225813,0.14232617953429472,0.1929474442928297,0.1667414594928236,0.04267633522872641,0.22358910007342037,0.04061275791256988,0.6769294236637796,0.3377063779673446,0.14319053794940234,0.5767064256740123,0.0820049609668657,0.35762690054763074,0.2598412123635158,0.19362182642187753,0.9999999999999999,0.1876263443295632,0.16188664574093095,0.23019436188169992,0.2925027192805535,0.16885408882604733,0.648736570698086,0.26412242478462294,0.19720232628310805,0.3719181673072237,0.8603147539570011,0.5074686409558782,0.1739190828421591,0.03431138416657983,0.7859230049919103,0.2843488960733005,0.25930931482511993,0.04368934017075874,0.19736168308827928,0.02377151453129916,0.187293464450717,0.10131881276892075,0.4506064632380195,0.03921604599426721,0.1280863431377579,0.7805415785130132,0.029664290690575374,0.6544372612137738,0.052752498225857425,0.35549630569486707,0.08560684697641756,0.2743242917789564,0.34345048022005736,0.08271157410343441,0.10525412466975054,0.13037468378517797,0.06680043482499952,0.24007486471640693,0.15026753410171767,0.09105531665152851,0.5333249617672666,0.025112691236634496,0.1505736089169364,0.3765011666116473,0.19322363456149386,0.10353417386560818,0.45908676531353776,0.19689909801548977,0.07403184171009139,0.46557282566723235,0.1802955134821164,0.28484853167915564,0.20902181435333014,0.36839924463895307,0.41568644069290484,0.1758114692219987,0.32843833862854555,0.11678870033164493,0.42334166878874624,0.1011310243212257,0.14852905109637313,0.24589515997046052
Edo Caroe,0.3864884698073713,0.2135950156273127,0.37200783716097174,0.3357102843881706,0.2675017443935321,0.5592731853790955,0.35930281882240817,0.07059860854378239,0.1793049710568597,0.4480278833351336,0.4980640728192283,0.04112859244821327,0.4595047147817182,0.25181239066173844,0.3158064233755716,0.21638528225454012,0.1876263443295632,1.0,0.11567263288453324,0.23203820922615181,0.4186347069735689,0.18881542204395768,0.1294854036498238,0.5457381692310617,0.1060747604474054,0.09134755211210391,0.031095562858183882,0.11749646871917739,0.28687449187189007,0.12441706898460485,0.3533744534394278,0.10312652106172757,0.2990332082818613,0.0756467387099274,0.4825235292203781,0.220487045302488,0.37013446237939784,0.1512758125875767,0.04836531471286177,0.4179469887000041,0.3739799885700812,0.09818051536925756,0.40942979137654306,0.05603041386843895,0.14536123116536162,0.30898570139933396,0.21851007097067127,0.37875892636560815,0.22899055053666523,0.4165471062630231,0.11932411366055926,0.2712636161935781,0.04912088915181963,0.040559153913181996,0.13901578337879048,0.10289120708162197,0.10418815665046025,0.26774703309451287,0.24825177478189078,0.5755762531125865,0.3066384801452615,0.1729102575389373,0.09317854268710501,0.5480998241333483,0.04460838733506387,0.046537272777235385,0.13353061866487395,0.5874857787037954,0.40812466597654956,0.249778469081302,0.1249320197689709,0.10870891644071033,0.31139535949602515,0.5111703143558674,0.5667301005013589,0.10135523786704832,0.3129828177032302,0.35300007138858025
El Pampero,0.08173919235968166,0.20593028672170127,0.14871202792833715,0.10450119938427578,0.43756546882740555,0.007097993386065355,0.14530642880753306,0.3237108236576923,0.30475222166656746,0.06656479774036497,0.28319667317740665,0.16751034294152536,0.17998362183029482,0.5586538448379685,0.19084118002923312,0.4587807317097314,0.16188664574093095,0.11567263288453324,0.9999999999999999,0.15413249038681534,0.4082777287477719,0.03462008536034457,0.16391244113349548,0.3365191291917999,0.08806076556503413,0.17441096596887418,0.040635541307561814,0.2044201643418318,0.16758374944489604,0.4396719596524171,0.08024101002343043,0.28054911299780905,0.12157279943517914,0.056989549438451144,0.2547985482166188,0.10790971913164162,0.39341325267297905,0.09717179061647219,0.40379886633987877,0.1237821941318995,0.11738451219206604,0.1338056403713188,0.19481288637737068,0.1786797341563462,0.2041173169460894,0.2207912183911545,0.29223059879601593,0.30924027217471556,0.19735732595859554,0.3588262726301829,0.1752045544808892,0.18064453850690212,0.10723669994832682,0.0836458379067097,0.16103813656431581,0.021812855217211016,0.04638344938236647,0.12198920694509278,0.23970742963847036,0.07520919023583024,0.16420921994977686,0.2382359382374428,0.20716443826282913,0.21551689418007192,0.16338706609068546,0.14521034208925698,0.1451162230327955,0.22421431756046448,0.2816559775633013,0.37541502353400136,0.2372863326761289,0.0664220788177135,0.42635071693622184,0.5339584899657424,0.08899638628348153,0.45561434942277923,0.1514737721872655,0.322004327713445
Ernesto Belloni,0.25617554045892404,0.09369103882830934,0.1917738375887585,0.18304401552066696,0.18550634476074251,0.2595779978647412,0.3918310094171857,0.35918128569822666,0.25907635582085364,0.4218860064904682,0.238827299309669,0.0769745734363917,0.2459716210784549,0.21593382323437163,0.43650015176694124,0.3265186411738654,0.23019436188169992,0.23203820922615181,0.15413249038681534,0.9999999999999999,0.20248972359766323,0.40162122680277074,0.2186429812962514,0.35566608575841285,0.12903760984520768,0.24722405090346514,0.19799720881116709,0.27039752389139243,0.5165652806058931,0.14841272166289265,0.24383760640939994,0.12282820426018502,0.0763247533712563,0.15956409786807835,0.1916916565402604,0.27099454406325935,0.3601920270841938,0.30503049435066293,0.03536237248289787,0.10298734042406064,0.3265141546849509,0.16622491912194676,0.47122195322349475,0.22854219941895743,0.10423397809235875,0.40117480988266235,0.304018567998149,0.24959986070377999,0.5095318307506855,0.2233408034782812,0.07345171530017601,0.29353422983095234,0.07697175134344769,0.09148571431124997,0.267381201415196,0.3400937820086492,0.1628398392678526,0.08716133535336446,0.22285982380857897,0.15353523004020267,0.29149930922675354,0.3473557785878003,0.3665978892485919,0.23990239070385222,0.13746906559878289,0.04466607455373059,0.14121495999177575,0.32318103659673275,0.13143300242989184,0.205160646344621,0.22221394132421038,0.2012671982909953,0.35917338245607405,0.31889121230559225,0.21364457434787046,0.5620701596309741,0.403538598056958,0.2847831609939384
Fabrizio Copano,0.21813109338896008,0.3492255557585794,0.1597426429099839,0.43802814592945694,0.32109213205214815,0.12938133733822713,0.45110362417418065,0.385985274364524,0.4092073941354777,0.26548069889326453,0.5162495642365809,0.3871521195394406,0.31561435289359063,0.5098499868977212,0.2446924150767596,0.5388517680000152,0.2925027192805535,0.4186347069735689,0.4082777287477719,0.20248972359766323,1.0000000000000002,0.20103767306055237,0.533182117610488,0.4645197287681523,0.11118270545086376,0.32400847093031987,0.10682824534361146,0.23436200475831973,0.32681912687818,0.45092570894683975,0.2199555147846462,0.3950204703320358,0.4149246073529045,0.08094159212170844,0.3756887761644278,0.2978041947401939,0.1794185871546932,0.4584506331934869,0.4160518044893077,0.542525487394636,0.5317138608181541,0.38198624540698606,0.28681213913998455,0.19366195407139433,0.25103675801345443,0.26756104809619513,0.35564881153297406,0.3074057895772687,0.3919188666440391,0.5212560194620209,0.3914639173620575,0.37915539713673213,0.1529159774659153,0.20778310327736702,0.3354808953797186,0.11542295399288766,0.1179524653707558,0.3737435875983923,0.5520829941896803,0.261069239838597,0.21487472162895666,0.23951844698331803,0.390702596033842,0.6580473483281499,0.21806277896398737,0.426737441780596,0.4789458186639797,0.4469394484015854,0.547572315388764,0.4224593371047109,0.407040895138589,0.18871766254113184,0.3709908795626804,0.6444438179100886,0.3160150234981295,0.373574916527506,0.5678694648512459,0.48116079692416575
Felipe Avello,0.13240726775494938,0.13671178461725494,0.18594252443407228,0.26674662137611654,0.22728279687028666,0.187371588808652,0.7413842672001574,0.12470194686288927,0.3303267787314379,0.24762117546168735,0.13205495407315296,0.09001017804126855,0.13246508473383203,0.11211012230018311,0.5627844765809353,0.20155644844422074,0.16885408882604733,0.18881542204395768,0.03462008536034457,0.40162122680277074,0.20103767306055237,1.0000000000000002,0.35789456159901795,0.19455084478879117,0.0870583663812396,0.1909922889837442,0.06311036344419184,0.22058592158990492,0.1929575145911523,0.2969494900153917,0.12329354647575454,0.07035403465020737,0.10257343478996979,0.09941197843668909,0.08878385772736776,0.060420993685866994,0.1752083477895615,0.3395001792866241,0.10341180183682441,0.09568949356270806,0.32035233290727083,0.0809833079394074,0.1192521555228847,0.07340011612103098,0.023245109005028953,0.18668486112654195,0.1388746363204392,0.23859125563440006,0.1915982486571403,0.24956087646839598,0.1561584308822564,0.14618690242553511,0.1574207017448855,0.11110045466161221,0.08369518185917267,0.9347747726287043,0.0757981014598576,0.04833844905383684,0.1451462932091656,0.2592025777336925,0.4098259995666644,0.39198786462793206,0.3980318214359804,0.24966887883785227,0.03256091714576964,0.12445779665329296,0.3158532876896142,0.09815279537874262,0.1666046739952633,0.29968452138573787,0.15146248708264173,0.19443502054419087,0.11094272169653394,0.23390673664997308,0.36414694416055476,0.16685595886071974,0.3474160811643264,0.6581719104581454
Felo,0.14767964961802732,0.10348911609093908,0.15592087322923995,0.25378105050687383,0.09199150556895772,0.016129578472431183,0.33386962760181527,0.35384306322467773,0.673201823603568,0.3722582359417856,0.2503777730022834,0.6629219037628346,0.05043041922041049,0.3961873425300942,0.26514328564443435,0.3234514305462735,0.648736570698086,0.1294854036498238,0.16391244113349548,0.2186429812962514,0.533182117610488,0.35789456159901795,1.0000000000000002,0.13064416583717958,0.13375906205239227,0.4653836761196982,0.4915069023279367,0.49651834529537414,0.11923819157827428,0.24596580268991364,0.3051002839802982,0.5174726785979785,0.36184239089338804,0.07767437641453015,0.23250460824872726,0.17315255302354482,0.12057296403335462,0.25565171645806023,0.6476765362132954,0.1371322913808618,0.2679212286496793,0.6980569134078661,0.03510868935379647,0.44538249754746584,0.1029170020583522,0.2948801660761909,0.2247405583290424,0.11941288521912595,0.47662212542457333,0.12364173606480822,0.22807177038660892,0.2800134720893181,0.19968588086061542,0.32624011599350106,0.208626887035506,0.3045104681012373,0.331569612593648,0.1580048686014117,0.1042868771343537,0.2382209239494422,0.1311692186835885,0.20972636028549752,0.6541922842738394,0.21418861012984913,0.17935060634298425,0.683748625585374,0.38059694660208804,0.19353681941171144,0.19643708432588716,0.4919071731076699,0.5549671470692514,0.27295195134180583,0.41380283543252305,0.14329246637616533,0.44693325235761,0.14325268694717416,0.29075816712494384,0.3172129577660389
Fusión Humor,0.06451235817140995,0.07208938378882403,0.1900881631444499,0.5315231636768324,0.46630096375513364,0.1288103549583472,0.33326128728639787,0.09018600043438034,0.3262679273939691,0.39001292390048176,0.409638883059056,0.3065272741715211,0.18812315717311762,0.5368220610631463,0.6352888911907056,0.3288097514620444,0.26412242478462294,0.5457381692310617,0.3365191291917999,0.35566608575841285,0.4645197287681523,0.19455084478879117,0.13064416583717958,1.0,0.09763580524600377,0.24239599056313257,0.029505935789972664,0.17431784179250698,0.42676565355872004,0.24686088749295712,0.4232319732546675,0.20748332307256864,0.239332105359857,0.1365302103984192,0.29878458281654136,0.03275181881192397,0.5825727502096238,0.11120908718175225,0.11198132544500825,0.1894007085567665,0.3342705012383304,0.14572390697684523,0.30101391677379313,0.34826234132213957,0.13969218316555096,0.35658233542981477,0.4006544334984217,0.4437002038657218,0.23684334869781598,0.31468058381224356,0.4096314488574684,0.4928328859990904,0.06714376271527832,0.0812224426646312,0.40199516724563034,0.2358149534332776,0.12058913863785378,0.16600461975582695,0.3070987638301081,0.4200875829786879,0.3309387259634146,0.11183274213367486,0.41874740039756086,0.41462247366083066,0.10428717248930797,0.1274264641964007,0.18666183600594463,0.5942365378351303,0.5188532588484361,0.2981772529839031,0.20652862849706818,0.38197930279707326,0.33857582064763153,0.47944069504051484,0.6504514717974501,0.33672781369933413,0.4202195178161229,0.4848813193077558
George Harris,0.020668031145421525,0.15556421484573463,0.07435564033203616,0.08066280952886512,0.09276791870149442,0.1176102747416036,0.1582345477726519,0.10132632604073208,0.16551934148248276,0.13827269299253997,0.21035809001547867,0.09388218115451442,0.21353384302192874,0.0777081548188805,0.11784840224948175,0.12759087715458337,0.19720232628310805,0.1060747604474054,0.08806076556503413,0.12903760984520768,0.11118270545086376,0.0870583663812396,0.13375906205239227,0.09763580524600377,1.0,0.16865772634232842,0.1788834462577594,0.1408972473051842,0.05492020637894186,0.1026431012557852,0.1481515057282082,0.10341950817862028,0.043751219863298725,0.03602022329363879,0.029350036161456847,0.027528750463043122,0.05119310043520938,0.07598640283336029,0.07527451361084454,0.0759296924629607,0.1953028693064967,0.17265240387891934,0.10914486448679353,0.1888596794614472,0.8006400632101124,0.1670879103928482,0.17036776809441645,0.040607831568981755,0.15281327530313046,0.11014516258949053,0.0422882498586753,0.10613123803647193,0.04213256785792913,0.048082749364769146,0.12462915825110014,0.0725045297215372,0.07885017109726254,0.22253067624889503,0.20976159742488495,0.09725349042126567,0.1817574277578032,0.7746795371179089,0.08621980770025285,0.17598484691029306,0.09556510266359755,0.0702655370898868,0.1536935405247109,0.07951905159794335,0.3992396658762935,0.5881904841520808,0.17344142431696402,0.03517790569588979,0.13144212414946366,0.33698894190307677,0.10283431227140252,0.06817289075745898,0.055144290687792905,0.08541055673786423
Gigi Martin,0.022857705504155112,0.12654830312139906,0.04866992859953697,0.5527715582688578,0.1845771678640396,0.07870661747983299,0.27345481751885153,0.5126074165063059,0.236759867286294,0.20730922658832074,0.13983255290638327,0.22715355860247702,0.0836949027102007,0.07940257154923423,0.45426563157978883,0.31524386200938453,0.3719181673072237,0.09134755211210391,0.17441096596887418,0.24722405090346514,0.32400847093031987,0.1909922889837442,0.4653836761196982,0.24239599056313257,0.16865772634232842,1.0000000000000002,0.3699280146301447,0.24876517420847916,0.05862147389253394,0.18350119025555606,0.2975142599825932,0.1607062261026576,0.16046215905205746,0.049125800867768195,0.2948590297502873,0.03970273631558849,0.1909179620830616,0.14221986276413381,0.03801143530773852,0.10031444082621654,0.11548932267200926,0.543813205832993,0.1641315392362894,0.5245021921610222,0.047559529667549234,0.21584951313189954,0.15430530621204058,0.08532863596282575,0.19419511469628348,0.17020108205247644,0.06381637095432521,0.6086492644494937,0.4060893749667797,0.06504461670105911,0.3908842719421025,0.2383485020860531,0.24317027292304497,0.03783074269076557,0.2217034880501711,0.08463538653793418,0.32094318273107086,0.1661886523689605,0.2204486192930273,0.12533680121195132,0.39892047703307415,0.02262922495292024,0.10637901735004526,0.23360933272417828,0.2861905316348858,0.2779506960450822,0.22085653551130016,0.16083762173991903,0.4051894839622173,0.1499584782552099,0.2239686535527875,0.06323938679565695,0.17713083213357483,0.14446337092529274
Gilberto Gless,0.0036554377454011593,0.013520712185550565,0.04248605948807193,0.025895919582936737,0.009720136798197252,0.0018683196049153925,0.15454177766263977,0.010349766922688616,0.5660764599655765,0.11917256006460625,0.012439229330729322,0.38319206392051636,0.01623506301662022,0.08017035848272326,0.05138582674344637,0.06902003191717304,0.8603147539570011,0.031095562858183882,0.040635541307561814,0.19799720881116709,0.10682824534361146,0.06311036344419184,0.4915069023279367,0.029505935789972664,0.1788834462577594,0.3699280146301447,0.9999999999999997,0.5761050417742304,0.012608295606995456,0.006454474175744394,0.6519078507352463,0.2900079606331702,0.14486248399788518,0.10860459151751499,0.07375098626288185,0.013082573952333964,0.014808515602677583,0.04563208718797522,0.20045144296192,0.005176920494772008,0.015570411716660838,0.7384563608235855,0.002100551516524588,0.6704222685321051,0.0038470923832583446,0.28767824570905215,0.019837933967204766,0.009696749162070419,0.13217955545756244,0.009081878429111408,0.02896439156829733,0.03602442378844673,0.09925042964642782,0.16198606635994578,0.0463777541697527,0.03769833727477481,0.4935546394392578,0.01141421677290534,0.04711245327285787,0.14099303873922944,0.012105717535937102,0.016344419502513568,0.22404365500481063,0.04405324339171654,0.11486045350935589,0.2118922281491472,0.08382547435071765,0.10646156690785229,0.011004428030631818,0.10516407240473427,0.21269797127567727,0.057888176984481926,0.16615061082042393,0.012798960466117802,0.1697782875040212,0.0015516703129102383,0.0322343057324523,0.005437844178753638
Gloria Benavides,0.1039673590323666,0.1549840287078256,0.3079836315223377,0.1819864496599741,0.2994266771151741,0.07079336315521202,0.37902379820479865,0.2128258354839018,0.6459748670404547,0.173159229856014,0.13916836848087577,0.3597046608411525,0.1246300662160803,0.2167780444750368,0.2776198540890316,0.235860109995858,0.5074686409558782,0.11749646871917739,0.2044201643418318,0.27039752389139243,0.23436200475831973,0.22058592158990492,0.49651834529537414,0.17431784179250698,0.1408972473051842,0.24876517420847916,0.5761050417742304,0.9999999999999999,0.08980506023958623,0.16251456366537054,0.3797295109671217,0.6663838060151435,0.26688068363251155,0.7415986624737221,0.30612702677107684,0.21940648652685804,0.14849353556734232,0.13394415937880605,0.31367109095113654,0.08789251391169241,0.16354563910181943,0.5153890814688685,0.07386630613688368,0.47302201030226965,0.08047408800198853,0.59309152032411,0.2373746017878483,0.14435520740951732,0.3730972620904523,0.14313043704053807,0.12673395130147153,0.3434762742763039,0.4738544552984984,0.5584352478740668,0.37434547441747174,0.26211442713840805,0.5680463939347172,0.24949827553925463,0.17020616255317506,0.35404280427458273,0.114761662374715,0.16097949592908595,0.31530972118767114,0.20907842639164312,0.5969699303449488,0.3344225994309968,0.2943722634381782,0.10399136947360571,0.07721919249410476,0.3557735151184342,0.42620404048391153,0.4719069661498077,0.3471784952348534,0.1376693494253752,0.28593044946990365,0.08725333130638911,0.22270705950965206,0.20669255039808018
