show,Alejandra Azcárate,Alex Ortiz,Alison Mandel,Arturo Ruiz-Tagle,Bastián Paz,Belén Mora,Bombo Fica,"Carlos ""El Mono"" Sánchez",Carlos García,Centella,Coco Legrand,"Daniel Muñoz ""El Carmelo""","Daniela ""Chiqui"" Aguayo",Diego Urrutia,Dinamita Show,Dino Gordillo,Edmundo Arrocet,Edo Caroe,El Pampero,Ernesto Belloni,Fabrizio Copano,Felipe Avello,Felo,Fusión Humor,George Harris,Gigi Martin,Gilberto Gless,Gloria Benavides,Hermógenes Conache,Huaso Filomeno,Hugo Goodman,Hugo Varela,Jani Dueñas,Jappening con ja,Javiera Contador,Jenny Cavallo,"Jorge ""Chino"" Navarrete",Jorge Alís,Jorge Romero,"Juan Luis ""Jajá"" Calderón",Juan Pablo López,Julio Sabala,León Murillo,Los Acetatos,Los Atletas de la Risa,Los Indolatinos,Los Locos del Humor,Lucho Miranda,Luis Slimming,Mauricio Palma,Melón y Melame,Memo Bunke,Memo Bunke y Natalia Cuevas,Millenium Show,Nancho Parra,Natalia Cuevas,Natalia Valdebenito,Palta Meléndez,Pamela Leiva,"Paul Vásquez ""El Flaco""",Paulo Iglesias,Payahop,Pedro Ruminot,Piña Colada,Pujillay,Ricardo Meruane,Rodrigo González,Rodrigo Villegas,Rudy Rey,Ruperto,Sandy,Sergio Freire,Stefan Kramer,Zip-Zup,Álvaro Salas,Óscar Gangas
Coco Legrand,0.36643667509361577,0.09208342833782046,0.43321294047383313,0.4137665103385338,0.3704246890997882,0.0944528251319045,0.4629199886468011,0.39612475215723736,0.2327783629827564,0.42668940114031156,0.9999999999999999,0.08499385569048154,0.2640708740274638,0.3437426077642829,0.4180552228015471,0.5394615413366314,0.13601610696967187,0.47953409185974255,0.2693360397334001,0.21429123647950102,0.5097748812956073,0.23021308912717864,0.20807881780878693,0.4033858486551301,0.18274731038289252,0.10377700856390226,0.007651215072175524,0.10350713645096865,0.5194359776556384,0.3790981923549714,0.23538273897750034,0.39575369315402475,0.44322384544535504,0.024956331026169405,0.152887809397661,0.5211530270351606,0.4126407810258045,0.280546342982831,0.021984330250093345,0.5770013060105408,0.6721788162767276,0.06039977278542709,0.5803309498043312,0.06702061734408893,0.5227651931714341,0.5592070426694162,0.5280625116820015,0.30205263123816184,0.4196785670543042,0.3476064386476212,0.17428135633515238,0.17814769622013665,0.1581121588099321,0.11963042980478061,0.2817264997786648,0.08765018136994376,0.6689306731962218,0.5426827137931951,0.5566895012127134,0.43843469712413746,0.4335081322203043,0.10033935077262954,0.44809372596782465,0.0424079086770347,0.24482014954455358,0.5993236043420679,0.46121664411165947,0.36396662343560865,0.05104690705474812,0.056980014269484375,0.4012020525886205,0.5390920286414713,0.511688218604256,0.551474660287779,0.5369544370980774,0.6353570068744457
"Daniel Muñoz ""El Carmelo""",0.01569220528448948,0.012675151743970615,0.02863705457750728,0.3391015000422256,0.1882004430487693,0.06383743780564097,0.10643987003255376,0.036624932959100305,0.7297258349353026,0.01710153076272806,0.08499385569048154,1.0,0.03728717917492312,0.3518339808620945,0.3400909481713827,0.19100131966505385,0.5789679789830123,0.04180725925115459,0.17212656116317337,0.08534602832219954,0.39135676511317247,0.234732720459071,0.7277946797538577,0.31137238851791676,0.0961717220420543,0.24413796196848075,0.3833502290628226,0.38631482782011667,0.03772325548014878,0.025218549131218015,0.31840192728392513,0.4675241740525208,0.49179656610797534,0.09581304749281186,0.11185359454141298,0.021836476904425993,0.20712329126767848,0.013947776906499438,0.7692291068679035,0.009429879178617841,0.0433439955802037,0.6729463303215728,0.010180254108337346,0.7405986239518785,0.04679746678954557,0.26301056927898314,0.11225881613540191,0.010867749251950458,0.010943816036577106,0.114768418018985,0.1996669142836032,0.08882782584339471,0.6867397851365965,0.5144364918210274,0.42413140796167786,0.2956703556161277,0.028725940450108393,0.08210887501104736,0.12726881692939757,0.07874883746418755,0.06589346032454867,0.5809290692284028,0.1433195266962053,0.11647647519254055,0.3264985279333253,0.044378307914029705,0.046767575217540124,0.46023298677258806,0.8455498801219821,0.4565608877698214,0.27601493568537366,0.0838492787359052,0.2785510796050607,0.06977842718616159,0.15697448457560814,0.0531779658096284
"Daniela ""Chiqui"" Aguayo",0.6526269720704184,0.5935953444305017,0.7751322504335761,0.2704852724505637,0.40794553335130196,0.6608080862470865,0.5105834551589309,0.378938340038775,0.06428631864515194,0.3845251396819739,0.2640708740274638,0.03728717917492312,0.9999999999999999,0.2834761757114389,0.3936543989025085,0.43439394268027,0.07966027879137796,0.4748660317356279,0.18922907685833326,0.2722294617572884,0.32546188407408627,0.33457378402134363,0.04821817179772064,0.19463016624561108,0.22215541162344424,0.09071745268420515,0.01390559154604559,0.07096649289457846,0.22687358414869954,0.3022777989952299,0.20927328765764297,0.10325302979867793,0.4576308780344934,0.04433862633610201,0.5749225289430102,0.4782121680318585,0.3073625060827029,0.3452182582036845,0.14630322361069817,0.2860705372467342,0.45035406498982417,0.057136086106420673,0.3451957014546566,0.05987376602459158,0.1520960234445344,0.43966922859244856,0.31963552841510373,0.3857442488136758,0.42594142704391225,0.1803716047648626,0.2425123118223376,0.19216002348666006,0.03257926625231,0.12939497893632246,0.1791114009343218,0.07232240463169672,0.46206282867986004,0.44647058348292246,0.3544314942755866,0.4172022816632072,0.36846808490071653,0.06766371153589222,0.3171667262447203,0.10262758744810373,0.3821824930010047,0.16935084933311526,0.5446329097294301,0.37079549686219543,0.06503945851997642,0.02352125636621142,0.25178763274793337,0.27385118518900536,0.196142745355539,0.21105641396398608,0.18645832201540807,0.1593850249072083
Diego Urrutia,0.21918218904516173,0.2794271550682491,0.3922470371356675,0.229184586925859,0.4041331211741546,0.12399983569374379,0.21994853329238234,0.33619958797500665,0.5135698776821493,0.28167882036138103,0.3437426077642829,0.3518339808620945,0.2834761757114389,1.0000000000000002,0.41531779124946244,0.5411113017454253,0.36395551076325977,0.22095130764523582,0.5741863282869233,0.2176730524411426,0.5137345748268641,0.2669821718291546,0.3605310869595961,0.550389041696319,0.05147112682433111,0.06018498491768173,0.07609960212403034,0.189289901132787,0.28092246834025236,0.5559304688210391,0.38538736483515557,0.36564699983765975,0.27329710829957227,0.021431138343991244,0.43814164035185654,0.3150772975278585,0.349468595246371,0.23534846132368842,0.4377786770007992,0.23809050291489062,0.37175377799071857,0.2522396345337003,0.14407976299534633,0.17104202010337013,0.23487920134367354,0.2722441102739504,0.542294652359601,0.5534121180046305,0.34014596583810414,0.6234358820049012,0.389329383742327,0.05328638850133839,0.3494682007108184,0.14075095233304594,0.14126067698035066,0.19173805497263963,0.1964796517293387,0.2259599530143989,0.4625395776905654,0.2513263792145708,0.20191909671127736,0.536527559641573,0.27081293969681347,0.06694530957446747,0.3242723350563334,0.19671625140521576,0.5595204584842471,0.43685279972578595,0.33094851320864194,0.14651480781153062,0.384927832482457,0.3366133117895166,0.565039335615732,0.5134815862688509,0.3213811494558048,0.6243432946630023
Dinamita Show,0.3165102416311584,0.08872875049254751,0.5240734796405213,0.7380179252945023,0.5542991445883182,0.20720086066789248,0.42595067827557037,0.3726456114967397,0.2426603343500559,0.4281361495021858,0.4180552228015471,0.3400909481713827,0.3936543989025085,0.41531779124946244,1.0,0.5026601533409765,0.2624982771170785,0.3235039567994321,0.1758010767388578,0.30274346423068216,0.22539261052053697,0.35124370224327367,0.16611773343247183,0.6589344251847814,0.0565701013981822,0.3959688067088104,0.05505054164196891,0.2216171854915688,0.4271300529117652,0.25353168360717876,0.4762885690201116,0.24585703134916315,0.34199021994488893,0.24107471731097777,0.3254152964002588,0.16494769093538714,0.6557645846515855,0.247463936986174,0.07871491409944653,0.18961670623030072,0.35171129121052125,0.13526553501143027,0.2734921025477917,0.4788146247180731,0.157637097224168,0.6090453898401142,0.28935143350220566,0.4070813072233317,0.23215081177917055,0.23395569628824237,0.5616783592292345,0.327078479833277,0.10962702188059464,0.6167654637942391,0.6728432091574502,0.29113496155787477,0.20277414362712137,0.23602533601549358,0.47293179409939673,0.5212876104042016,0.21956718987802923,0.25569744458184435,0.3112160709484089,0.19804269705109395,0.24211958585166773,0.41189876885534393,0.4935378608401316,0.41500529488131993,0.14972118563812323,0.5126927479294577,0.5826519278704432,0.14786149538540488,0.6701054075169919,0.30860809574921916,0.4291581236957498,0.4422271337238124
Dino Gordillo,0.291693117362673,0.5660033982499053,0.38612595374901704,0.36258364974138674,0.4691472094884262,0.3301820949578537,0.38261748072456786,0.43547120006300133,0.19616664465261546,0.3892971597024717,0.5394615413366314,0.19100131966505385,0.43439394268027,0.5411113017454253,0.5026601533409765,1.0000000000000002,0.18208238797035636,0.19020860103147233,0.44498225968419924,0.277507619012179,0.5269966596552457,0.24968591403567575,0.2926360935567747,0.30701565245841894,0.08748590702402388,0.2707374233535614,0.06665739600880197,0.2044050841404013,0.2978358214085015,0.48113724297942273,0.18350487188902462,0.45588125121602496,0.2860047857504689,0.06418803231403124,0.4288163624813856,0.4761370736266899,0.351925312882325,0.3966636469838669,0.1631564177384742,0.514385445180567,0.6155196775711548,0.011090444786413725,0.25779421474627784,0.22987940224768197,0.3594519167168095,0.41021284793648005,0.5505973677546779,0.4062942514597239,0.4533836004076937,0.2647070683697971,0.30531217620857676,0.08684853278450112,0.15054257014300837,0.37051365014538123,0.3681151501849492,0.2577920125384312,0.3335150889082839,0.3668495716487624,0.35854543827558244,0.3407859629769297,0.284142305876832,0.24568822894886194,0.2908691812778983,0.03694876947221195,0.44616157235164244,0.397523290227335,0.477373158988141,0.31101172526488985,0.03374998849977618,0.23282398065718848,0.708342768409084,0.3657826687835428,0.3490779985612676,0.6105310477724938,0.4582931480834128,0.5133322712211854
Edmundo Arrocet,0.018111820364901048,0.015696323542217488,0.18483025671237652,0.18966576137009974,0.1591785759322094,0.03785823798591037,0.2475548026137469,0.023686855902643685,0.6863383457272041,0.3680964386828867,0.13601610696967187,0.5789679789830123,0.07966027879137796,0.36395551076325977,0.2624982771170785,0.18208238797035636,1.0,0.1826691571587642,0.14967105123264593,0.21532037373918986,0.2844348736016138,0.325966488737351,0.7004898339787738,0.2540540979088006,0.1849432525590391,0.3674723883541229,0.8632034546671047,0.5253551825366265,0.166545296246127,0.02375003531530868,0.7865529689240343,0.28888305473114134,0.26577190812510676,0.03344805030124637,0.20831752522948568,0.01627320577168264,0.18160839381076957,0.09178956974013248,0.4523735157497056,0.026376044154855317,0.1263901438375277,0.799598098961066,0.0038730125098404024,0.6651037620921313,0.05295936706173224,0.34978225906120053,0.06367215916708648,0.26514464097374507,0.05710026440243997,0.10131000118819236,0.11017559700440882,0.05619658970001255,0.445517890995584,0.1317123756266184,0.1417780937570136,0.8552169781168214,0.015804936292324493,0.13042007113799176,0.3842037716893683,0.17528568815263332,0.07546014311201958,0.46480595303385475,0.18939486752699697,0.04530739069160407,0.1733666406299504,0.28229809655074484,0.20445077700978706,0.36309359958119614,0.46417770951344806,0.1708303531782036,0.33673444394968016,0.09938561818008343,0.4817359022832017,0.0960459241370894,0.13667794808818065,0.2719153893454748
Edo Caroe,0.39033099836704643,0.17464752601527664,0.5255244854256523,0.33589228475529365,0.26406511275580713,0.573376987133441,0.4001902213074579,0.05206778167138377,0.16044874410058935,0.4257002690485335,0.47953409185974255,0.04180725925115459,0.4748660317356279,0.22095130764523582,0.3235039567994321,0.19020860103147233,0.1826691571587642,0.9999999999999999,0.09957179525903703,0.2144647748889692,0.4110319965076756,0.37741551381629557,0.07590454618601714,0.5456689814952916,0.07936801717207452,0.05967032359868443,0.0269899163920934,0.08391806702324778,0.2829303158515505,0.11549835848170263,0.35528560870841136,0.06814558171368805,0.31765164548665065,0.06438033429213577,0.5283758766162848,0.25242043797911035,0.35246389966644215,0.11701780222521127,0.04916339535592679,0.39486955668151646,0.3453312807147793,0.09643201322111881,0.40498797539833536,0.03177184321851289,0.1477598506209345,0.2853842535069754,0.20148930718247693,0.3705836277315606,0.4191972245425175,0.09047100052523198,0.25582333944405183,0.03691198222457179,0.06335247242719257,0.11011965218461396,0.16690891961441254,0.16990151648858023,0.34908644125410904,0.23259514957171917,0.6066133575853115,0.3036024198847261,0.1389744553139271,0.0790271890574747,0.5501594364236855,0.008028610876645133,0.12719180963241275,0.5930713808807339,0.4090487678662086,0.21745081958117404,0.07667067246922613,0.10277804248461518,0.27185042630144834,0.5106208706363881,0.5791433935788527,0.09537569498506684,0.30801031091289865,0.3976888457559807
El Pampero,0.0843621928451057,0.1744635238696039,0.2229558598395118,0.10416914534970863,0.44216603730596404,0.0051309723792987184,0.18728313578931127,0.2964177643581155,0.29868981082669294,0.06546346976450262,0.2693360397334001,0.17212656116317337,0.18922907685833326,0.5741863282869233,0.1758010767388578,0.44498225968419924,0.14967105123264593,0.09957179525903703,1.0000000000000002,0.09373991161058857,0.3927784248940406,0.07426269917628618,0.18034373428419212,0.31880418409782796,0.044938732758654946,0.10844012544091652,0.040519991410617504,0.19881773551272666,0.14742651952645341,0.44236188193875503,0.06849092113258826,0.28291250310401506,0.13102475260854468,0.024076366564568567,0.2867000314788768,0.12511267824844624,0.38053067603897334,0.0972240951075085,0.4149266788196708,0.0920460239901965,0.12291647044420338,0.12442948678400587,0.137338851383672,0.11897379139393145,0.20974234320592675,0.17030379961838324,0.24057966023356434,0.2950329387796593,0.3014814447500696,0.17792926628751204,0.11370795991672258,0.0850742738005133,0.13822138792494543,0.043155186888615825,0.06148830365632224,0.07840116650631584,0.16117605969510312,0.17417338043155292,0.08109306539082278,0.06373303615537512,0.20111041445615097,0.20925277975892986,0.20289425870891534,0.07546019566267619,0.14921924627956054,0.21747753152320912,0.2786155817247923,0.35159780871001856,0.1301125535980776,0.06521989352166573,0.4003885212108112,0.5090352315644331,0.10457602624237249,0.47289572017396975,0.1380157882779608,0.4007989477030629
Ernesto Belloni,0.25544480675568515,0.009143890890849831,0.23588990130284052,0.17285567324357945,0.14952953955799364,0.2726265307415938,0.29830892284471433,0.31075059197433896,0.1739433226350616,0.4602085240187905,0.21429123647950102,0.08534602832219954,0.2722294617572884,0.2176730524411426,0.30274346423068216,0.277507619012179,0.21532037373918986,0.2144647748889692,0.09373991161058857,1.0,0.16167647876222602,0.33935976191769945,0.16505785632250172,0.3153671967196311,0.05463045734442325,0.11571560665022274,0.21576824964776672,0.22023480532494694,0.5332283921110673,0.09792541504722517,0.24917398393021004,0.11921540550387359,0.07462029784147643,0.12739473343028876,0.22407196483299258,0.3256018916220749,0.36171641565690615,0.25011355383997624,0.03920824642126197,0.04565828581500609,0.29723080107610655,0.15967573241283567,0.40819749234542846,0.15797336665227366,0.11557005968675088,0.34865878881471496,0.2199074384898768,0.19800956161070868,0.10685112476794202,0.04068489654387114,0.20177090681127421,0.023656899812973788,0.06902129641398497,0.12713053982582057,0.18731047057854827,0.2714253020756791,0.1025269653595306,0.10545978658878319,0.1230727112597338,0.10398756094285763,0.19166013726516537,0.30318093312349975,0.22197378568443127,0.003099475873777854,0.0817795289999941,0.33943843587696537,0.11236371742325443,0.11623738113468858,0.04660216708092624,0.1756397402791071,0.31947492376548686,0.25314625002760366,0.16992037075960145,0.5826327539131352,0.3585264703206838,0.11799135082217296
Fabrizio Copano,0.2162708807876364,0.3306445011840782,0.22349605752525992,0.4373821042920836,0.3138325322518376,0.1290212088223461,0.5251369370692265,0.36846525000034547,0.39866335962481664,0.2712814886440761,0.5097748812956073,0.39135676511317247,0.32546188407408627,0.5137345748268641,0.22539261052053697,0.5269966596552457,0.2844348736016138,0.4110319965076756,0.3927784248940406,0.16167647876222602,0.9999999999999998,0.3781227416952999,0.5621602758865105,0.45209849917206346,0.08259811651186047,0.2949624470583102,0.10626068650041137,0.22433223517786302,0.31712806544104055,0.44462580302636556,0.215268453569335,0.3958663874592768,0.4385000768453733,0.06303761006911901,0.41418237636940436,0.3391015598049441,0.16392446650307627,0.46336034545960697,0.4205703135969686,0.534357886840669,0.5595420210098198,0.38922211424281816,0.2578878677430033,0.1639099103700078,0.25376312974217174,0.2391511469040794,0.33171156847517536,0.29177085185970586,0.513166087959442,0.38946107144520153,0.3562186408974749,0.13700337473788615,0.4046589323331444,0.3187827372979053,0.18138397498204065,0.195305361777196,0.4847260189269888,0.5437321547427859,0.26800421820115006,0.16584341093205396,0.20500623316718067,0.3881202522419513,0.6556617534424876,0.18341927605876376,0.4814016040934009,0.4450655605169553,0.5454413293174099,0.4042351878021415,0.41061203979223,0.18241331346270293,0.3577845430699636,0.6355173807952486,0.3386616716021625,0.372748161935143,0.5643349768325592,0.5585557602983117
Felipe Avello,0.13376201978976818,0.12454960333925413,0.349549816421915,0.5104857559642152,0.29827299105205435,0.4025898400700435,0.6316439165350121,0.08067737543438723,0.2662492568752839,0.386440299279878,0.23021308912717864,0.234732720459071,0.33457378402134363,0.2669821718291546,0.35124370224327367,0.24968591403567575,0.325966488737351,0.37741551381629557,0.07426269917628618,0.33935976191769945,0.3781227416952999,1.0000000000000004,0.3349431494313977,0.23003527488245296,0.056636282774050764,0.10236276517522384,0.1509911643373534,0.19391261317093778,0.4630032683047737,0.43708313281102956,0.31815296520916636,0.17384648459194238,0.22251199816037923,0.25046196106009916,0.25353653451221564,0.15452778933002626,0.45389506684538594,0.2382156775196356,0.2696820970802076,0.13378947099343216,0.28362460891959224,0.2124416436321999,0.05415359085600982,0.17613218891741467,0.06061967427301845,0.3529448076275979,0.17871142487418626,0.3123613031545255,0.5450984972492616,0.16594198469188948,0.21941768616093288,0.22889297840626077,0.24189726731864444,0.2097129157056247,0.5116599814742754,0.3251573359080019,0.11899970362402702,0.17609514603616508,0.3441363435172156,0.6376876135147738,0.1575581603417754,0.33601258606319334,0.538856439208594,0.05772176650394526,0.31551841914415496,0.25197221500557004,0.308930966947554,0.4535751730754767,0.38810099746949533,0.1882693298786158,0.29074211335230554,0.4090283127076438,0.35416676269915853,0.09790385612391474,0.421392200095809,0.3135753875258815
Felo,0.13754252235422265,0.018885331473573075,0.1304321490348094,0.25395804942326494,0.06581195606697587,0.00685561533358094,0.1935563942726642,0.3650886914350503,0.6777749546133559,0.25055094461200944,0.20807881780878693,0.7277946797538577,0.04821817179772064,0.3605310869595961,0.16611773343247183,0.2926360935567747,0.7004898339787738,0.07590454618601714,0.18034373428419212,0.16505785632250172,0.5621602758865105,0.3349431494313977,1.0,0.11043062936921835,0.10495548959135045,0.49413726032897004,0.529123797167055,0.47394102588243153,0.12548869915180919,0.23147670670704537,0.33520692423874293,0.5014957726669312,0.4097607952882318,0.08334012428234909,0.2592774416589806,0.21172881057924073,0.08993890449600923,0.147365419675783,0.7110574180485689,0.08111933467900366,0.11656857554878947,0.7907239213397388,0.00501779135497652,0.5059131789629775,0.11298834165703248,0.28263297497507833,0.23238227154274277,0.08563974288311269,0.12394853479901848,0.16493644582491923,0.2958162118030475,0.19803846501897923,0.6983196348464049,0.26119475285360705,0.1711311173009372,0.5887842114074711,0.21792639075268214,0.09174761519940686,0.23106252129116528,0.09009083447078191,0.1121943082380147,0.6633060602782769,0.21974999377520907,0.21076515102178542,0.36538495329896487,0.21172548690896617,0.2006686194045543,0.4687500349469357,0.704093401594121,0.2617640021372953,0.38759816172956785,0.13377337501623066,0.3019883043928218,0.11399423536967526,0.2661289750299907,0.1892058742892823
Fusión Humor,0.05572499034785534,0.03862019755822633,0.26920825755808514,0.5307362562811193,0.4572393610649032,0.12692651002430377,0.34033375235275787,0.057162405929226806,0.2995785343833663,0.41951912737777125,0.4033858486551301,0.31137238851791676,0.19463016624561108,0.550389041696319,0.6589344251847814,0.30701565245841894,0.2540540979088006,0.5456689814952916,0.31880418409782796,0.3153671967196311,0.45209849917206346,0.23003527488245296,0.11043062936921835,1.0000000000000002,0.06627215924907942,0.19654942784292165,0.02862954041058085,0.15495390606542844,0.41959699710981707,0.2289575035103512,0.4234318801562585,0.20832714369332503,0.25223893104460665,0.11980823018333958,0.33234847179700977,0.03643658614891514,0.5833474843960272,0.08167210509214931,0.11375135497307695,0.17002092877097072,0.33791532632284144,0.14273450639094018,0.2673379998004874,0.3278182687014689,0.14190022355139936,0.3334621380693258,0.37604261857703436,0.4268779915020456,0.2834404702355665,0.4094781256288147,0.47602807507900863,0.04528475746798357,0.13146573177272172,0.39837019683629843,0.399987303206169,0.2014987634657902,0.2147805857463276,0.2730039228455401,0.4304687694790364,0.28968783193049535,0.038773257400234226,0.4025545565495143,0.40720351275667827,0.053233353929334336,0.16725862743121944,0.5968681240968904,0.515852954192692,0.2700302620173066,0.15814397995075583,0.3741423255148899,0.33065494001454,0.45991877104910156,0.735279510353795,0.3293145701360255,0.40147000456511883,0.5258236824921058
George Harris,0.015378365209780935,0.10783757523700085,0.08261708610955348,0.07413878476792296,0.07785613512481299,0.11761532511482838,0.14384219551980104,0.062424852007903105,0.13341731415645997,0.10935761831322234,0.18274731038289252,0.0961717220420543,0.22215541162344424,0.05147112682433111,0.0565701013981822,0.08748590702402388,0.1849432525590391,0.07936801717207452,0.044938732758654946,0.05463045734442325,0.08259811651186047,0.056636282774050764,0.10495548959135045,0.06627215924907942,1.0,0.10255120777589523,0.18023196727959087,0.10967124420832304,0.033541783081595326,0.08428522533709154,0.14017657894067403,0.08271167131477843,0.04540329974976256,0.007281560933890591,0.029217858663325012,0.031176172821377537,0.020089389191572014,0.04376429960898975,0.0771102621478119,0.033360065462057595,0.17026029692685332,0.16769595015622898,0.048139732644578555,0.1399411680024004,0.8201655806020134,0.1117817126465314,0.11430622999515022,0.00855453751055159,0.0347472325223634,0.021326807904252003,0.038782040027807156,0.016367302444763275,0.058397599576779056,0.02043127091501649,0.024420403439061114,0.13103597026837624,0.29191697607232087,0.148003752705962,0.09444858295337295,0.08794532271801589,0.7978975438554818,0.059985057463970815,0.16088508898478526,0.013565644495119754,0.1437043778208225,0.07023748139514994,0.39675195449702616,0.5662362466689287,0.06560570620485648,0.023964756254473307,0.060239962469471775,0.30172148295437723,0.06701442290902768,0.06031514344891947,0.02563942728945021,0.0378817375928771
Gigi Martin,0.009781562243489693,0.056280426458098304,0.04025670181008381,0.5776074054982351,0.16211070570987732,0.0758963632420103,0.2430059396376996,0.48086908227640635,0.18063117649842955,0.20902008714820583,0.10377700856390226,0.24413796196848075,0.09071745268420515,0.06018498491768173,0.3959688067088104,0.2707374233535614,0.3674723883541229,0.05967032359868443,0.10844012544091652,0.11571560665022274,0.2949624470583102,0.10236276517522384,0.49413726032897004,0.19654942784292165,0.10255120777589523,0.9999999999999998,0.39493895722902456,0.21779515432501972,0.02199141061069974,0.15334968285441702,0.2995552793006744,0.1568785967806005,0.17682569957847658,0.0004592802262347365,0.3470201786365333,0.04652113493988246,0.16340384143814124,0.10036991687235809,0.04085357237906305,0.04489607345050721,0.07762369540845988,0.5774981864451034,0.057831598322552205,0.4798191022060005,0.05111558329374267,0.13243037097391525,0.04853999971591784,0.029867502789249833,0.041227783915508076,0.043989594753508415,0.5582847377279323,0.3886320416968206,0.06054145766792917,0.26924088431812365,0.2877806109365701,0.4299119029353672,0.049267806848424175,0.10580031389561169,0.0699236131495613,0.1625393757861086,0.02131875229357303,0.17509320102526232,0.09767106546666282,0.31005993132220544,0.0748262343931432,0.23146725873684987,0.28241099974285755,0.21150217837175636,0.0313082684955844,0.14640804368593807,0.35700889202473735,0.06566576586452101,0.22509974698359403,0.04477319861037188,0.1276988592509439,0.038536576196471294
Gilberto Gless,0.0028601043299612467,0.007530915862116658,0.04589120328239145,0.02525324473673274,0.008604051309590783,0.0,0.18627949106169253,0.009062305240879571,0.5856901042792655,0.11975128217702048,0.007651215072175524,0.3833502290628226,0.01390559154604559,0.07609960212403034,0.05505054164196891,0.06665739600880197,0.8632034546671047,0.0269899163920934,0.040519991410617504,0.21576824964776672,0.10626068650041137,0.1509911643373534,0.529123797167055,0.02862954041058085,0.18023196727959087,0.39493895722902456,1.0,0.6100963494212284,0.011781172588761055,0.005420974114225566,0.6539065437880801,0.2917850893615091,0.1486272334368059,0.10905504610628237,0.07476340403565832,0.009345601573275223,0.011291927976198263,0.041681198531621444,0.2005341806644632,0.0,0.005860580171465333,0.7606612513486753,0.0,0.7005147594583512,0.003848680296922418,0.2965132227364155,0.018786780383505647,0.007908562638943389,0.007354860826018281,0.0244240392730362,0.035679342553728434,0.09917085392973024,0.31579756387471575,0.051648530402098214,0.09563556130311374,0.79805891333132,0.00628139534490174,0.0480896146648471,0.14430224602181047,0.009903562071557343,0.012625672395604639,0.23306114491378116,0.04281334969175921,0.12428125017658682,0.08415207214719218,0.10637574363573683,0.010497356159659705,0.10409044115639109,0.25802453406235737,0.057467810175890914,0.1728417443285759,0.011470869027855943,0.18346024306947978,0.0004726477667987389,0.03144072746216196,0.0
Gloria Benavides,0.08782541780191752,0.10154598145371374,0.11515887855640154,0.1795030339751315,0.2901691333618797,0.023960306451615128,0.3502392734075804,0.19571512201350744,0.6544660589770396,0.0981810513160611,0.10350713645096865,0.38631482782011667,0.07096649289457846,0.189289901132787,0.2216171854915688,0.2044050841404013,0.5253551825366265,0.08391806702324778,0.19881773551272666,0.22023480532494694,0.22433223517786302,0.19391261317093778,0.47394102588243153,0.15495390606542844,0.10967124420832304,0.21779515432501972,0.6100963494212284,1.0000000000000002,0.07513129355505989,0.14504658894738212,0.3828338325108329,0.6891358274065308,0.20634316951243156,0.7883740120500703,0.22374110606391995,0.11491526038228347,0.1271455179848098,0.0660203903528285,0.3368757947410872,0.04266212652421959,0.07937769003890248,0.49203374523308036,0.03053828083153129,0.496745473530869,0.08642738567181898,0.6074477840762594,0.219416332304317,0.11789191153557681,0.11038800541678533,0.08882596970509311,0.3381012896421315,0.4882116266637518,0.684537134826594,0.39666699029761926,0.29610250143118355,0.6255713334257893,0.1105714138437937,0.13769299236447616,0.2930070695726246,0.03927493738668125,0.07699314191719148,0.29488288877776275,0.18822068446902682,0.6192625225772732,0.2698185415576546,0.10549731971866799,0.06882070352454508,0.3255214120016187,0.46640133423890195,0.48558262192805435,0.31984853814059705,0.11065737197206843,0.215246753230696,0.06809571806707408,0.19907575350014806,0.1246536452500776
Hermógenes Conache,0.12841894812633173,0.02020057131241276,0.33547109345760845,0.3899081829489718,0.2107504789559638,0.0645929098857912,0.44564312535102923,0.15111172937115086,0.07645341915705327,0.6098829120020545,0.5194359776556384,0.03772325548014878,0.22687358414869954,0.28092246834025236,0.4271300529117652,0.2978358214085015,0.166545296246127,0.2829303158515505,0.14742651952645341,0.5332283921110673,0.31712806544104055,0.4630032683047737,0.12548869915180919,0.41959699710981707,0.033541783081595326,0.02199141061069974,0.011781172588761055,0.07513129355505989,1.0,0.4506126630761642,0.4197908450938327,0.164457013016236,0.14766452889881312,0.12331946946418895,0.23229079205582123,0.18864104959765274,0.6538724862965829,0.4320957138988444,0.030592023128993086,0.22306167057676754,0.577983757533475,0.047989191001866785,0.18567364836605263,0.03007374342840617,0.1696020350093729,0.5052508989607232,0.3457629375582584,0.43516560883454614,0.41120330225909846,0.2789870438615719,0.1724142423886252,0.21089665975078645,0.07269662004360805,0.17990085863854618,0.3966807789997896,0.13974903209247036,0.19861487088177804,0.3499609553743793,0.3906025944710064,0.525790330136958,0.2428051944828681,0.260636888575604,0.48935436689101924,0.07266252433863937,0.3991573125867904,0.40851032081169775,0.409816364903413,0.35545525147796747,0.10801986677838918,0.0701285332381125,0.24591877779928348,0.23849488306248762,0.32786453566675594,0.5589720000927149,0.688377590800206,0.5742579343130727
