segment_idx,show,year
1005,Dino Gordillo,2000
1006,Dino Gordillo,2000
1007,Dino Gordillo,2000
1008,Dino Gordillo,2000
1009,Dino Gordillo,2000
1010,Dino Gordillo,2000
1011,Dino Gordillo,2000
1012,Dino Gordillo,2000
1013,Dino Gordillo,2000
1014,"Daniel Muñoz ""El Carmelo""",2001
1015,"Daniel Muñoz ""El Carmelo""",2001
1016,"Daniel Muñoz ""El Carmelo""",2001
1017,"Daniel Muñoz ""El Carmelo""",2001
1018,"Daniel Muñoz ""El Carmelo""",2001
1019,"Daniel Muñoz ""El Carmelo""",2001
1020,"Daniel Muñoz ""El Carmelo""",2001
1021,"Daniel Muñoz ""El Carmelo""",2001
1022,"Daniel Muñoz ""El Carmelo""",2001
1023,"Daniel Muñoz ""El Carmelo""",2001
1024,"Daniel Muñoz ""El Carmelo""",2001
1025,"Daniel Muñoz ""El Carmelo""",2001
1026,"Daniel Muñoz ""El Carmelo""",2001
1027,"Daniel Muñoz ""El Carmelo""",2001
1028,"Daniel Muñoz ""El Carmelo""",2001
1029,"Daniel Muñoz ""El Carmelo""",2001
1030,"Daniel Muñoz ""El Carmelo""",2001
1031,"Daniel Muñoz ""El Carmelo""",2001
1032,"Daniel Muñoz ""El Carmelo""",2001
1033,"Daniel Muñoz ""El Carmelo""",2001
1034,"Daniel Muñoz ""El Carmelo""",2001
1035,"Daniel Muñoz ""El Carmelo""",2001
1036,"Daniel Muñoz ""El Carmelo""",2001
1037,"Daniel Muñoz ""El Carmelo""",2001
1038,"Daniel Muñoz ""El Carmelo""",2001
1039,"Daniel Muñoz ""El Carmelo""",2001
1040,"Daniel Muñoz ""El Carmelo""",2001
1041,"Daniel Muñoz ""El Carmelo""",2001
1042,"Daniel Muñoz ""El Carmelo""",2001
1043,"Daniel Muñoz ""El Carmelo""",2001
1044,Memo Bunke y Natalia Cuevas,2001
1045,Memo Bunke y Natalia Cuevas,2001
1046,Memo Bunke y Natalia Cuevas,2001
1047,Memo Bunke y Natalia Cuevas,2001
1048,Memo Bunke y Natalia Cuevas,2001
1049,Memo Bunke y Natalia Cuevas,2001
1050,Memo Bunke y Natalia Cuevas,2001
1051,Memo Bunke y Natalia Cuevas,2001
1052,Memo Bunke y Natalia Cuevas,2001
1053,Memo Bunke y Natalia Cuevas,2001
1054,Memo Bunke y Natalia Cuevas,2001
1055,Memo Bunke y Natalia Cuevas,2001
1056,Memo Bunke y Natalia Cuevas,2001
1057,Memo Bunke y Natalia Cuevas,2001
1058,Memo Bunke y Natalia Cuevas,2001
1059,Memo Bunke y Natalia Cuevas,2001
1060,Memo Bunke y Natalia Cuevas,2001
1061,Memo Bunke y Natalia Cuevas,2001
1062,Memo Bunke y Natalia Cuevas,2001
1063,Memo Bunke y Natalia Cuevas,2001
1064,Memo Bunke y Natalia Cuevas,2001
1065,Memo Bunke y Natalia Cuevas,2001
1066,Memo Bunke y Natalia Cuevas,2001
1067,Memo Bunke y Natalia Cuevas,2001
1068,Memo Bunke y Natalia Cuevas,2001
1069,Memo Bunke y Natalia Cuevas,2001
1070,Memo Bunke y Natalia Cuevas,2001
1071,Memo Bunke y Natalia Cuevas,2001
1072,Memo Bunke y Natalia Cuevas,2001
1073,Memo Bunke y Natalia Cuevas,2001
1074,Memo Bunke y Natalia Cuevas,2001
1075,Memo Bunke y Natalia Cuevas,2001
1076,Memo Bunke y Natalia Cuevas,2001
1077,Memo Bunke y Natalia Cuevas,2001
1078,Millenium Show,2001
1079,Millenium Show,2001
1080,Millenium Show,2001
1081,Millenium Show,2001
1082,Millenium Show,2001
1083,Millenium Show,2001
1084,Millenium Show,2001
1085,Millenium Show,2001
1086,Millenium Show,2001
1087,Millenium Show,2001
1088,Millenium Show,2001
1089,Millenium Show,2001
1090,Millenium Show,2001
1091,Millenium Show,2001
1092,Millenium Show,2001
1093,Millenium Show,2001
1094,Millenium Show,2001
1095,Millenium Show,2001
1096,Millenium Show,2001
1097,Millenium Show,2001
1098,Millenium Show,2001
1099,Millenium Show,2001
1100,Millenium Show,2001
1101,Millenium Show,2001
1102,Millenium Show,2001
1103,Millenium Show,2001
1104,Millenium Show,2001
1105,Arturo Ruiz-Tagle,2002
1106,Arturo Ruiz-Tagle,2002
1107,Arturo Ruiz-Tagle,2002
1108,Arturo Ruiz-Tagle,2002
1109,Arturo Ruiz-Tagle,2002
1110,Arturo Ruiz-Tagle,2002
1111,Arturo Ruiz-Tagle,2002
1112,Arturo Ruiz-Tagle,2002
1113,Arturo Ruiz-Tagle,2002
1114,Arturo Ruiz-Tagle,2002
1115,Arturo Ruiz-Tagle,2002
1116,Arturo Ruiz-Tagle,2002
1117,Arturo Ruiz-Tagle,2002
1118,Arturo Ruiz-Tagle,2002
1119,Arturo Ruiz-Tagle,2002
1120,Arturo Ruiz-Tagle,2002
1121,Arturo Ruiz-Tagle,2002
1122,Arturo Ruiz-Tagle,2002
1123,Arturo Ruiz-Tagle,2002
1124,Arturo Ruiz-Tagle,2002
1125,Gloria Benavides,2002
1126,Gloria Benavides,2002
1127,Gloria Benavides,2002
1128,Gloria Benavides,2002
1129,Gloria Benavides,2002
1130,Gloria Benavides,2002
1131,Gloria Benavides,2002
1132,Gloria Benavides,2002
1133,Gloria Benavides,2002
1134,Gloria Benavides,2002
1135,Gloria Benavides,2002
1136,Gloria Benavides,2002
1137,Gloria Benavides,2002
1138,Gloria Benavides,2002
1139,Gloria Benavides,2002
1140,Gloria Benavides,2002
1141,Gloria Benavides,2002
1142,Gloria Benavides,2002
1143,Gloria Benavides,2002
1144,Gloria Benavides,2002
1145,Gloria Benavides,2002
1146,Gloria Benavides,2002
1147,Gloria Benavides,2002
1148,Gloria Benavides,2002
1149,Gloria Benavides,2002
1150,Gloria Benavides,2002
1151,Gloria Benavides,2002
1152,Gloria Benavides,2002
1153,Gloria Benavides,2002
1154,Gloria Benavides,2002
1155,Gloria Benavides,2002
1156,Gloria Benavides,2002
1157,Vanessa Miller,2003
1158,Vanessa Miller,2003
1159,Vanessa Miller,2003
1160,Vanessa Miller,2003
1161,Vanessa Miller,2003
1162,Vanessa Miller,2003
1163,Vanessa Miller,2003
1164,Vanessa Miller,2003
1165,Vanessa Miller,2003
1166,Natalia Cuevas,2003
1167,Natalia Cuevas,2003
1168,Natalia Cuevas,2003
1169,Natalia Cuevas,2003
1170,Natalia Cuevas,2003
1171,Natalia Cuevas,2003
1172,Natalia Cuevas,2003
1173,Natalia Cuevas,2003
1174,Natalia Cuevas,2003
1175,Natalia Cuevas,2003
1176,Natalia Cuevas,2003
1177,Natalia Cuevas,2003
1178,Natalia Cuevas,2003
1179,Natalia Cuevas,2003
1180,Natalia Cuevas,2003
1181,Natalia Cuevas,2003
1182,Natalia Cuevas,2003
1183,Natalia Cuevas,2003
1184,Natalia Cuevas,2003
1185,Natalia Cuevas,2003
1186,Natalia Cuevas,2003
1187,Natalia Cuevas,2003
1188,Natalia Cuevas,2003
1189,Natalia Cuevas,2003
1190,Natalia Cuevas,2003
1191,Natalia Cuevas,2003
1192,Natalia Cuevas,2003
1193,Sandy,2004
1194,Sandy,2004
1195,Sandy,2004
1196,Sandy,2004
1197,Sandy,2004
1198,Sandy,2004
1199,Sandy,2004
1200,Sandy,2004
1201,Sandy,2004
1202,Sandy,2004
1203,Sandy,2004
1204,Sandy,2004
1205,Sandy,2004
1206,Sandy,2004
1207,Sandy,2004
1208,Sandy,2004
1209,Sandy,2004
1210,Sandy,2004
1211,Sandy,2004
1212,Palta Meléndez,2004
1213,Palta Meléndez,2004
1214,Palta Meléndez,2004
1215,Palta Meléndez,2004
1216,Palta Meléndez,2004
1217,Palta Meléndez,2004
1218,Palta Meléndez,2004
1219,Palta Meléndez,2004
1220,Palta Meléndez,2004
1221,Palta Meléndez,2004
1222,Palta Meléndez,2004
1223,Palta Meléndez,2004
1224,Palta Meléndez,2004
1225,Palta Meléndez,2004
1226,Palta Meléndez,2004
1227,Palta Meléndez,2004
1228,Palta Meléndez,2004
1229,Palta Meléndez,2004
1230,Palta Meléndez,2004
1231,Natalia Cuevas,2004
1232,Natalia Cuevas,2004
1233,Natalia Cuevas,2004
1234,Natalia Cuevas,2004
1235,Natalia Cuevas,2004
1236,Natalia Cuevas,2004
1237,Natalia Cuevas,2004
1238,Natalia Cuevas,2004
1239,Natalia Cuevas,2004
1240,Natalia Cuevas,2004
1241,Natalia Cuevas,2004
1242,Los Indolatinos,2004
1243,Los Indolatinos,2004
1244,Los Indolatinos,2004
1245,Los Indolatinos,2004
1246,Los Indolatinos,2004
1247,Los Indolatinos,2004
1248,Los Indolatinos,2004
1249,Los Indolatinos,2004
1250,Los Indolatinos,2004
1251,Los Indolatinos,2004
1252,Los Indolatinos,2004
1253,Los Indolatinos,2004
1254,Los Indolatinos,2004
1255,Los Indolatinos,2004
1256,Los Indolatinos,2004
1257,Los Indolatinos,2004
1258,Los Indolatinos,2004
1259,Los Indolatinos,2004
1260,Los Indolatinos,2004
1261,Los Indolatinos,2004
1262,Los Indolatinos,2004
1263,Los Indolatinos,2004
1264,Los Indolatinos,2004
1265,Los Indolatinos,2004
1266,Los Indolatinos,2004
1267,Los Indolatinos,2004
1268,Los Indolatinos,2004
1269,Los Indolatinos,2004
1270,Los Indolatinos,2004
1271,Hugo Varela,2005
1272,Hugo Varela,2005
1273,Hugo Varela,2005
1274,Hugo Varela,2005
1275,Hugo Varela,2005
1276,Hugo Varela,2005
1277,Hugo Varela,2005
1278,Hugo Varela,2005
1279,Hugo Varela,2005
1280,Hugo Varela,2005
1281,Hugo Varela,2005
1282,Hugo Varela,2005
1283,Hugo Varela,2005
1284,Hugo Varela,2005
1285,Hugo Varela,2005
1286,Hugo Varela,2005
1287,Hugo Varela,2005
1288,Hugo Varela,2005
1289,Hugo Varela,2005
1290,Hugo Varela,2005
1291,Hugo Varela,2005
1292,Hugo Varela,2005
1293,Hugo Varela,2005
1294,Hugo Varela,2005
1295,Hugo Varela,2005
1296,Hugo Varela,2005
1297,Hugo Varela,2005
1298,Hugo Varela,2005
1299,Hugo Varela,2005
1300,Hugo Varela,2005
1301,Hugo Varela,2005
1302,Hugo Varela,2005
1303,Felo,2005
1304,Felo,2005
1305,Felo,2005
1306,Felo,2005
1307,Felo,2005
1308,Felo,2005
1309,Felo,2005
1310,Felo,2005
1311,Felo,2005
1312,Felo,2005
1313,Felo,2005
1314,Felo,2005
1315,Felo,2005
1316,Felo,2005
1317,Felo,2005
1318,Felo,2005
1319,Felo,2005
1320,Felo,2005
1321,Felo,2005
1322,Felo,2005
1323,Felo,2005
1324,Felo,2005
1325,Felo,2005
1326,Felo,2005
1327,Felo,2005
1328,Felo,2005
1329,Felo,2005
1330,Felo,2005
1331,Felo,2005
1332,Paulo Iglesias,2005
1333,Paulo Iglesias,2005
1334,Paulo Iglesias,2005
1335,Paulo Iglesias,2005
1336,Paulo Iglesias,2005
1337,Paulo Iglesias,2005
1338,Paulo Iglesias,2005
1339,Paulo Iglesias,2005
1340,Paulo Iglesias,2005
1341,Paulo Iglesias,2005
1342,Paulo Iglesias,2005
1343,Paulo Iglesias,2005
1344,Paulo Iglesias,2005
1345,Paulo Iglesias,2005
1346,Paulo Iglesias,2005
1347,Paulo Iglesias,2005
1348,Paulo Iglesias,2005
1349,Paulo Iglesias,2005
1350,Paulo Iglesias,2005
1351,Paulo Iglesias,2005
1352,Paulo Iglesias,2005
1353,Paulo Iglesias,2005
1354,Paulo Iglesias,2005
1355,Paulo Iglesias,2005
1356,Paulo Iglesias,2005
1357,Paulo Iglesias,2005
1358,Paulo Iglesias,2005
1359,Paulo Iglesias,2005
1360,Paulo Iglesias,2005
1361,Paulo Iglesias,2005
1362,Paulo Iglesias,2005
1363,Paulo Iglesias,2005
1364,Paulo Iglesias,2005
1365,Paulo Iglesias,2005
1366,Paulo Iglesias,2005
1367,Paulo Iglesias,2005
1368,Paulo Iglesias,2005
1369,Carlos García,2006
1370,Carlos García,2006
1371,Carlos García,2006
1372,Carlos García,2006
1373,Carlos García,2006
1374,Carlos García,2006
1375,Carlos García,2006
1376,Carlos García,2006
1377,Carlos García,2006
1378,Carlos García,2006
1379,Carlos García,2006
1380,Carlos García,2006
1381,Carlos García,2006
1382,Carlos García,2006
1383,Carlos García,2006
1384,Carlos García,2006
1385,Carlos García,2006
1386,Carlos García,2006
1387,Carlos García,2006
1388,Carlos García,2006
1389,Carlos García,2006
1390,Carlos García,2006
1391,Carlos García,2006
1392,Carlos García,2006
1393,Carlos García,2006
1394,Carlos García,2006
1395,Carlos García,2006
1396,Carlos García,2006
1397,Carlos García,2006
1398,Carlos García,2006
1399,Carlos García,2006
1400,Carlos García,2006
1401,Carlos García,2006
1402,Carlos García,2006
1403,Carlos García,2006
1404,Carlos García,2006
1405,Carlos García,2006
1406,Carlos García,2006
1407,Carlos García,2006
1408,Carlos García,2006
1409,Carlos García,2006
1410,Carlos García,2006
1411,Carlos García,2006
1412,Carlos García,2006
1413,Carlos García,2006
1414,Carlos García,2006
1415,Carlos García,2006
1416,Carlos García,2006
1417,Carlos García,2006
1418,Carlos García,2006
1419,Carlos García,2006
1420,Carlos García,2006
1421,Carlos García,2006
1422,Carlos García,2006
1423,Carlos García,2006
1424,Carlos García,2006
1425,Carlos García,2006
1426,Carlos García,2006
1427,Carlos García,2006
1428,Carlos García,2006
1429,Carlos García,2006
1430,Carlos García,2006
1431,Carlos García,2006
1432,Carlos García,2006
1433,Carlos García,2006
1434,Carlos García,2006
1435,Carlos García,2006
1436,Carlos García,2006
1437,Carlos García,2006
1438,Carlos García,2006
1439,Carlos García,2006
1440,Carlos García,2006
1441,Julio Sabala,2006
1442,Julio Sabala,2006
1443,Julio Sabala,2006
1444,Julio Sabala,2006
1445,Julio Sabala,2006
1446,Julio Sabala,2006
1447,Julio Sabala,2006
1448,Julio Sabala,2006
1449,Julio Sabala,2006
1450,Julio Sabala,2006
1451,Julio Sabala,2006
1452,Julio Sabala,2006
1453,Julio Sabala,2006
1454,Julio Sabala,2006
1455,Julio Sabala,2006
1456,Julio Sabala,2006
1457,Julio Sabala,2006
1458,Julio Sabala,2006
1459,Julio Sabala,2006
1460,Julio Sabala,2006
1461,Julio Sabala,2006
1462,Julio Sabala,2006
1463,Julio Sabala,2006
1464,Julio Sabala,2006
1465,Julio Sabala,2006
1466,Julio Sabala,2006
1467,Coco Legrand,2006
1468,Coco Legrand,2006
1469,Coco Legrand,2006
1470,Coco Legrand,2006
1471,Coco Legrand,2006
1472,Coco Legrand,2006
1473,Coco Legrand,2006
1474,Coco Legrand,2006
1475,Coco Legrand,2006
1476,Coco Legrand,2006
1477,Coco Legrand,2006
1478,Coco Legrand,2006
1479,Coco Legrand,2006
1480,Coco Legrand,2006
1481,Coco Legrand,2006
1482,Coco Legrand,2006
1483,Coco Legrand,2006
1484,Coco Legrand,2006
1485,Coco Legrand,2006
1486,Coco Legrand,2006
1487,Coco Legrand,2006
1488,Coco Legrand,2006
1489,Coco Legrand,2006
1490,Coco Legrand,2006
1491,Coco Legrand,2006
1492,Coco Legrand,2006
1493,Coco Legrand,2006
1494,Coco Legrand,2006
1495,Coco Legrand,2006
1496,Coco Legrand,2006
1497,Coco Legrand,2006
1498,Coco Legrand,2006
1499,Coco Legrand,2006
1500,Coco Legrand,2006
1501,Coco Legrand,2006
1502,Coco Legrand,2006
1503,Coco Legrand,2006
1504,Coco Legrand,2006
1505,Coco Legrand,2006
1506,Coco Legrand,2006
1507,Coco Legrand,2006
1508,Coco Legrand,2006
1509,Coco Legrand,2006
1510,Coco Legrand,2006
1511,Coco Legrand,2006
1512,Coco Legrand,2006
1513,Coco Legrand,2006
1514,Coco Legrand,2006
1515,Coco Legrand,2006
1516,Ruperto,2006
1517,Ruperto,2006
1518,Ruperto,2006
1519,Ruperto,2006
1520,Ruperto,2006
1521,Ruperto,2006
1522,Ruperto,2006
1523,Ruperto,2006
1524,Ruperto,2006
1525,Ruperto,2006
1526,Ruperto,2006
1527,Ruperto,2006
1528,Ruperto,2006
1529,Ruperto,2006
1530,Ruperto,2006
1531,Ruperto,2006
1532,Ruperto,2006
1533,Ruperto,2006
1534,Ruperto,2006
1535,Ruperto,2006
1536,Ruperto,2006
1537,Ruperto,2006
1538,Ruperto,2006
1539,Ruperto,2006
1540,Ruperto,2006
1541,Ruperto,2006
1542,Ruperto,2006
1543,Ruperto,2006
1544,Ruperto,2006
1545,Ruperto,2006
1546,Ruperto,2006
1547,Ruperto,2006
1548,Ruperto,2006
1549,Ruperto,2006
1550,Ruperto,2006
1551,Ruperto,2006
1552,Ruperto,2006
1553,Ruperto,2006
1554,Ruperto,2006
1555,Ruperto,2006
1556,Ruperto,2006
1557,Ruperto,2006
1558,Ruperto,2006
1559,Ruperto,2006
1560,Ruperto,2006
1561,Ruperto,2006
1562,Álvaro Salas,2007
1563,Álvaro Salas,2007
1564,Álvaro Salas,2007
1565,Álvaro Salas,2007
1566,Álvaro Salas,2007
1567,Álvaro Salas,2007
1568,Álvaro Salas,2007
1569,Álvaro Salas,2007
1570,Álvaro Salas,2007
1571,Álvaro Salas,2007
1572,Álvaro Salas,2007
1573,Álvaro Salas,2007
1574,Álvaro Salas,2007
1575,Álvaro Salas,2007
1576,Álvaro Salas,2007
1577,Álvaro Salas,2007
1578,Álvaro Salas,2007
1579,Álvaro Salas,2007
1580,Álvaro Salas,2007
1581,Álvaro Salas,2007
1582,Álvaro Salas,2007
1583,Álvaro Salas,2007
1584,Álvaro Salas,2007
1585,Álvaro Salas,2007
1586,Álvaro Salas,2007
1587,Álvaro Salas,2007
1588,Álvaro Salas,2007
1589,Álvaro Salas,2007
1590,Álvaro Salas,2007
1591,Álvaro Salas,2007
1592,Álvaro Salas,2007
1593,Álvaro Salas,2007
1594,Álvaro Salas,2007
1595,Álvaro Salas,2007
1596,Álvaro Salas,2007
1597,Álvaro Salas,2007
1598,Álvaro Salas,2007
1599,Álvaro Salas,2007
1600,Álvaro Salas,2007
1601,Álvaro Salas,2007
1602,Álvaro Salas,2007
1603,Álvaro Salas,2007
1604,Álvaro Salas,2007
1605,Álvaro Salas,2007
1606,Álvaro Salas,2007
1607,Palta Meléndez,2007
1608,Palta Meléndez,2007
1609,Palta Meléndez,2007
1610,Palta Meléndez,2007
1611,Palta Meléndez,2007
1612,Palta Meléndez,2007
1613,Palta Meléndez,2007
1614,Palta Meléndez,2007
1615,Palta Meléndez,2007
1616,Palta Meléndez,2007
1617,Palta Meléndez,2007
1618,Palta Meléndez,2007
1619,Palta Meléndez,2007
1620,Palta Meléndez,2007
1621,Palta Meléndez,2007
1622,Palta Meléndez,2007
1623,Palta Meléndez,2007
1624,Palta Meléndez,2007
1625,Palta Meléndez,2007
1626,Palta Meléndez,2007
1627,Palta Meléndez,2007
1628,Palta Meléndez,2007
1629,Palta Meléndez,2007
1630,Palta Meléndez,2007
1631,Palta Meléndez,2007
1632,Palta Meléndez,2007
1633,Palta Meléndez,2007
1634,Palta Meléndez,2007
1635,Palta Meléndez,2007
1636,Palta Meléndez,2007
1637,Palta Meléndez,2007
1638,Palta Meléndez,2007
1639,Palta Meléndez,2007
1640,Palta Meléndez,2007
1641,Palta Meléndez,2007
1642,Palta Meléndez,2007
1643,Palta Meléndez,2007
1644,Palta Meléndez,2007
1645,Palta Meléndez,2007
1646,Palta Meléndez,2007
1647,Palta Meléndez,2007
1648,Palta Meléndez,2007
1649,Palta Meléndez,2007
1650,Palta Meléndez,2007
1651,Palta Meléndez,2007
1652,Palta Meléndez,2007
1653,Palta Meléndez,2007
1654,Palta Meléndez,2007
1655,Palta Meléndez,2007
1656,Palta Meléndez,2007
1657,Palta Meléndez,2007
1658,Palta Meléndez,2007
1659,Stefan Kramer,2008
1660,Stefan Kramer,2008
1661,Stefan Kramer,2008
1662,Stefan Kramer,2008
1663,Stefan Kramer,2008
1664,Stefan Kramer,2008
1665,Stefan Kramer,2008
1666,Stefan Kramer,2008
1667,Stefan Kramer,2008
1668,Stefan Kramer,2008
1669,Stefan Kramer,2008
1670,Stefan Kramer,2008
1671,Stefan Kramer,2008
1672,Stefan Kramer,2008
1673,Stefan Kramer,2008
1674,Stefan Kramer,2008
1675,Stefan Kramer,2008
1676,Stefan Kramer,2008
1677,Stefan Kramer,2008
1678,Stefan Kramer,2008
1679,Stefan Kramer,2008
1680,Stefan Kramer,2008
1681,Stefan Kramer,2008
1682,Stefan Kramer,2008
1683,Stefan Kramer,2008
1684,Stefan Kramer,2008
1685,Stefan Kramer,2008
1686,Stefan Kramer,2008
1687,Stefan Kramer,2008
1688,Stefan Kramer,2008
1689,Stefan Kramer,2008
1690,Stefan Kramer,2008
1691,Stefan Kramer,2008
1692,Stefan Kramer,2008
1693,Stefan Kramer,2008
1694,Stefan Kramer,2008
1695,Stefan Kramer,2008
1696,Stefan Kramer,2008
1697,Stefan Kramer,2008
1698,Stefan Kramer,2008
1699,Stefan Kramer,2008
1700,Stefan Kramer,2008
1701,Stefan Kramer,2008
1702,Stefan Kramer,2008
1703,Stefan Kramer,2008
1704,Stefan Kramer,2008
1705,Stefan Kramer,2008
1706,Stefan Kramer,2008
1707,Stefan Kramer,2008
1708,Stefan Kramer,2008
1709,Stefan Kramer,2008
1710,Stefan Kramer,2008
1711,Stefan Kramer,2008
1712,Stefan Kramer,2008
1713,Stefan Kramer,2008
1714,Stefan Kramer,2008
1715,Profesor Salomón y Tutu-Tutu,2008
1716,Profesor Salomón y Tutu-Tutu,2008
1717,Profesor Salomón y Tutu-Tutu,2008
1718,Profesor Salomón y Tutu-Tutu,2008
1719,Profesor Salomón y Tutu-Tutu,2008
1720,Profesor Salomón y Tutu-Tutu,2008
1721,Profesor Salomón y Tutu-Tutu,2008
1722,Profesor Salomón y Tutu-Tutu,2008
1723,Profesor Salomón y Tutu-Tutu,2008
1724,Profesor Salomón y Tutu-Tutu,2008
1725,Profesor Salomón y Tutu-Tutu,2008
1726,Profesor Salomón y Tutu-Tutu,2008
1727,Profesor Salomón y Tutu-Tutu,2008
1728,Profesor Salomón y Tutu-Tutu,2008
1729,Profesor Salomón y Tutu-Tutu,2008
1730,Profesor Salomón y Tutu-Tutu,2008
1731,Profesor Salomón y Tutu-Tutu,2008
1732,Dinamita Show,2009
1733,Dinamita Show,2009
1734,Dinamita Show,2009
1735,Dinamita Show,2009
1736,Dinamita Show,2009
1737,Dinamita Show,2009
1738,Dinamita Show,2009
1739,Dinamita Show,2009
1740,Dinamita Show,2009
1741,Dinamita Show,2009
1742,Dinamita Show,2009
1743,Dinamita Show,2009
1744,Dinamita Show,2009
1745,Dinamita Show,2009
1746,Dinamita Show,2009
1747,Dinamita Show,2009
1748,Dinamita Show,2009
1749,Dinamita Show,2009
1750,Dinamita Show,2009
1751,Dinamita Show,2009
1752,Dinamita Show,2009
1753,Dinamita Show,2009
1754,Dinamita Show,2009
1755,Dinamita Show,2009
1756,Dinamita Show,2009
1757,Dinamita Show,2009
1758,Dinamita Show,2009
1759,Dinamita Show,2009
1760,Dinamita Show,2009
1761,Dinamita Show,2009
1762,Dinamita Show,2009
1763,Dinamita Show,2009
1764,Dinamita Show,2009
1765,Dinamita Show,2009
1766,Dinamita Show,2009
1767,Dinamita Show,2009
1768,Manpoval,2009
1769,Manpoval,2009
1770,Manpoval,2009
1771,Manpoval,2009
1772,Manpoval,2009
1773,Coco Legrand,2010
1774,Coco Legrand,2010
1775,Coco Legrand,2010
1776,Coco Legrand,2010
1777,Coco Legrand,2010
1778,Coco Legrand,2010
1779,Coco Legrand,2010
1780,Coco Legrand,2010
1781,Coco Legrand,2010
1782,Coco Legrand,2010
1783,Coco Legrand,2010
1784,Coco Legrand,2010
1785,Coco Legrand,2010
1786,Coco Legrand,2010
1787,Coco Legrand,2010
1788,Coco Legrand,2010
1789,Coco Legrand,2010
1790,Coco Legrand,2010
1791,Coco Legrand,2010
1792,Coco Legrand,2010
1793,Coco Legrand,2010
1794,Coco Legrand,2010
1795,Coco Legrand,2010
1796,Coco Legrand,2010
1797,Coco Legrand,2010
1798,Coco Legrand,2010
1799,Coco Legrand,2010
1800,Coco Legrand,2010
1801,Coco Legrand,2010
1802,Coco Legrand,2010
1803,Coco Legrand,2010
1804,Coco Legrand,2010
1805,Coco Legrand,2010
1806,Coco Legrand,2010
1807,Coco Legrand,2010
1808,Coco Legrand,2010
1809,Coco Legrand,2010
1810,Coco Legrand,2010
1811,Coco Legrand,2010
1812,Coco Legrand,2010
1813,Coco Legrand,2010
1814,Coco Legrand,2010
1815,Coco Legrand,2010
1816,Coco Legrand,2010
1817,Coco Legrand,2010
1818,Coco Legrand,2010
1819,Coco Legrand,2010
1820,Coco Legrand,2010
1821,Coco Legrand,2010
1822,Coco Legrand,2010
1823,Dino Gordillo,2011
1824,Dino Gordillo,2011
1825,Dino Gordillo,2011
1826,Dino Gordillo,2011
1827,Dino Gordillo,2011
1828,Dino Gordillo,2011
1829,Dino Gordillo,2011
1830,Dino Gordillo,2011
1831,Dino Gordillo,2011
1832,Dino Gordillo,2011
1833,Dino Gordillo,2011
1834,Dino Gordillo,2011
1835,Dino Gordillo,2011
1836,Dino Gordillo,2011
1837,Dino Gordillo,2011
1838,Dino Gordillo,2011
1839,Dino Gordillo,2011
1840,Dino Gordillo,2011
1841,Dino Gordillo,2011
1842,Dino Gordillo,2011
1843,Dino Gordillo,2011
1844,Dino Gordillo,2011
1845,Dino Gordillo,2011
1846,Dino Gordillo,2011
1847,Dino Gordillo,2011
1848,Dino Gordillo,2011
1849,Dino Gordillo,2011
1850,Dino Gordillo,2011
1851,Óscar Gangas,2011
1852,Óscar Gangas,2011
1853,Óscar Gangas,2011
1854,Óscar Gangas,2011
1855,Óscar Gangas,2011
1856,Óscar Gangas,2011
1857,Óscar Gangas,2011
1858,Óscar Gangas,2011
1859,Óscar Gangas,2011
1860,Óscar Gangas,2011
1861,Óscar Gangas,2011
1862,Óscar Gangas,2011
1863,Óscar Gangas,2011
1864,Óscar Gangas,2011
1865,Óscar Gangas,2011
1866,Óscar Gangas,2011
1867,Óscar Gangas,2011
1868,Óscar Gangas,2011
1869,Óscar Gangas,2011
1870,Óscar Gangas,2011
1871,Óscar Gangas,2011
1872,Óscar Gangas,2011
1873,Óscar Gangas,2011
1874,Ricardo Meruane,2011
1875,Ricardo Meruane,2011
1876,Ricardo Meruane,2011
1877,Ricardo Meruane,2011
1878,Ricardo Meruane,2011
1879,Ricardo Meruane,2011
1880,Ricardo Meruane,2011
1881,Ricardo Meruane,2011
1882,Ricardo Meruane,2011
1883,Ricardo Meruane,2011
1884,Ricardo Meruane,2011
1885,Ricardo Meruane,2011
1886,Ricardo Meruane,2011
1887,Ricardo Meruane,2011
1888,Ricardo Meruane,2011
1889,Ricardo Meruane,2011
1890,Ricardo Meruane,2011
1891,Ricardo Meruane,2011
1892,Ricardo Meruane,2011
1893,Ricardo Meruane,2011
1894,Ricardo Meruane,2011
1895,Ricardo Meruane,2011
1896,Dinamita Show,2012
1897,Dinamita Show,2012
1898,Dinamita Show,2012
1899,Dinamita Show,2012
1900,Dinamita Show,2012
1901,Dinamita Show,2012
1902,Dinamita Show,2012
1903,Dinamita Show,2012
1904,Dinamita Show,2012
1905,Dinamita Show,2012
1906,Dinamita Show,2012
1907,Dinamita Show,2012
1908,Dinamita Show,2012
1909,Dinamita Show,2012
1910,Dinamita Show,2012
1911,Dinamita Show,2012
1912,Dinamita Show,2012
1913,Dinamita Show,2012
1914,Dinamita Show,2012
1915,Dinamita Show,2012
1916,Dinamita Show,2012
1917,Dinamita Show,2012
1918,Dinamita Show,2012
1919,Dinamita Show,2012
1920,Dinamita Show,2012
1921,Dinamita Show,2012
1922,Dinamita Show,2012
1923,Dinamita Show,2012
1924,Dinamita Show,2012
1925,Dinamita Show,2012
1926,Dinamita Show,2012
