segment_idx,topic_id_matrix,topic_id_assumed,p_topic
15,29,29,0.015042842850784633
15,30,30,0.01241650995861661
15,31,31,0.020020515519444778
15,32,32,0.06131349081532759
15,33,33,0.017297921900938786
15,34,34,0.03739789341133045
15,35,35,0.011297794932600915
15,36,36,0.021687363288535478
15,37,37,0.01790645094027428
16,1,1,0.030414316520343463
16,2,2,0.021531324907350626
16,3,3,0.029475948362786566
16,4,4,0.016620732894783174
16,5,5,0.05665280405620711
16,6,6,0.013534598788969805
16,8,8,0.013662609618921098
16,10,10,0.025055115065661077
16,11,11,0.02124409242468617
16,12,12,0.011348440239491763
16,13,13,0.022768253355905578
16,14,14,0.019733059141156476
16,15,15,0.017139089445522355
16,16,16,0.01875154143327195
16,17,17,0.028501511475915287
16,18,18,0.1651459994041073
16,19,19,0.011372640146136164
16,20,20,0.015888851129913333
16,21,21,0.02580156494909202
16,22,22,0.01958869317343348
16,23,23,0.011864261635794992
16,24,24,0.017999954635885784
16,25,25,0.011721824715941047
16,26,26,0.022449865138769134
16,27,27,0.02378698317000347
16,29,29,0.013083763932050874
16,30,30,0.03208221091269792
16,31,31,0.07879382434103292
16,32,32,0.02469997267412998
16,33,33,0.03915894728957936
16,34,34,0.041529233353337275
16,35,35,0.013354208485427071
16,36,36,0.016889996115300024
16,37,37,0.02448512071503945
17,1,1,0.01854803497072513
17,2,2,0.019039826389169574
17,3,3,0.01620433374700619
17,4,4,0.02073587386868549
17,5,5,0.020236675704160087
17,6,6,0.013842368816229014
17,8,8,0.01458551958494346
17,9,9,0.010845730017038617
17,10,10,0.026948069962309317
17,11,11,0.03757372364267365
17,12,12,0.011393352281781186
17,13,13,0.027801941545356507
17,14,14,0.019853095779363453
17,15,15,0.01667943938153363
17,16,16,0.016817968457118436
17,17,17,0.040183931410072114
17,18,18,0.028430118725951855
17,19,19,0.0116137335870225
17,20,20,0.01623376751343209
17,21,21,0.018258655784480653
17,22,22,0.02096640819211668
17,23,23,0.01182597155764113
17,24,24,0.021628104393272955
17,25,25,0.011581527220363588
17,26,26,0.025953550315589848
17,27,27,0.01608963907415665
17,29,29,0.013938452513436884
17,30,30,0.042052787407303206
17,31,31,0.028472242567767883
17,32,32,0.03982865584319047
17,33,33,0.03059958864255104
17,34,34,0.033497215789058746
17,35,35,0.013130104831302362
17,36,36,0.018800597360432474
17,37,37,0.02427888535037696
18,1,1,0.010715401605094732
18,2,2,0.011923751718287556
18,5,5,0.013406148507143053
18,10,10,0.037322028697777634
18,11,11,0.020485554039546366
18,13,13,0.01643741283825825
18,14,14,0.014814644240398793
18,16,16,0.011559401804539089
18,17,17,0.02342599903219431
18,18,18,0.020166660089734226
18,20,20,0.01123157565362756
18,21,21,0.011838889501601058
18,22,22,0.016923267497728208
18,24,24,0.011702311162628773
18,26,26,0.01269590652227725
18,29,29,0.010029429154991368
18,30,30,0.013818821058629121
18,31,31,0.02613441365744339
18,32,32,0.02225548043015695
18,33,33,0.015930069141116995
18,34,34,0.03599330896615526
18,36,36,0.015987769121800752
18,37,37,0.016203615961707125
19,1,1,0.3125740563980249
19,2,2,0.017162301593732537
19,3,3,0.013757716138912432
19,4,4,0.021146729962703382
19,5,5,0.017781700729952325
19,6,6,0.010820360106464005
19,8,8,0.01339456571289295
19,9,9,0.010138721380137659
19,10,10,0.014694233384131143
19,11,11,0.01629946616683677
19,12,12,0.010522834953048106
19,13,13,0.017916507276114556
19,14,14,0.014728056257203902
19,15,15,0.04647500267163255
19,16,16,0.019495666440327335
19,17,17,0.0199215857017712
19,18,18,0.022078340763042298
19,20,20,0.013808510176875802
19,21,21,0.04001721430684496
19,22,22,0.014605150575251505
19,23,23,0.012384717386010722
19,24,24,0.02264670645150005
19,25,25,0.010681382480463218
19,26,26,0.026082599902606682
19,27,27,0.04412121846894778
19,29,29,0.011700259404894456
19,30,30,0.022720668783873667
19,31,31,0.01907390521316698
19,32,32,0.016210691321285373
19,33,33,0.024203599490730983
19,34,34,0.020869164345467907
19,35,35,0.012299533395309314
19,36,36,0.013772714848503153
19,37,37,0.040744593794114714
20,1,1,1.0
21,1,1,0.018963537396377263
21,3,3,0.025179913514551275
21,5,5,0.06927980810746592
21,17,17,0.012018430772313526
21,18,18,0.08630305275749409
21,21,21,0.013049314473282305
21,26,26,0.01026637423627647
21,27,27,0.014232226296158943
21,30,30,0.014100832853403125
21,31,31,0.02680469046997153
21,32,32,0.01033306212026274
21,33,33,0.015443286050605102
21,34,34,0.013205020966892635
21,37,37,0.010224664088643103
22,0,0,0.015096437932611591
22,1,1,0.012562472040102038
22,6,6,0.015635827875706783
22,7,7,0.0131686485926009
22,8,8,0.06333461779256923
22,9,9,0.011532808918381444
22,10,10,0.01578400026534378
22,11,11,0.01493852885666839
22,12,12,0.028152539246898197
22,13,13,0.02869282335696933
22,14,14,0.012610894677056094
22,15,15,0.013178410458234967
22,16,16,0.01492574607105591
22,17,17,0.014924190805307767
22,18,18,0.010594123650366218
22,19,19,0.01545998078819713
22,20,20,0.03611133610700711
22,21,21,0.011108747625000439
22,22,22,0.015823976855271468
22,24,24,0.018451842180460448
22,25,25,0.025685367166542586
22,26,26,0.01249734580358193
22,28,28,0.011033583154683946
22,29,29,0.035710205752887206
22,31,31,0.013511503407177362
22,32,32,0.01572961160240472
22,33,33,0.014654188336540981
22,34,34,0.016648736783687973
22,35,35,0.035198128414172046
22,36,36,0.01668645140040357
22,37,37,0.015600262328410048
23,0,0,0.026272739118713084
23,1,1,0.014937241953329336
23,2,2,0.012497522505337923
23,4,4,0.016003649249976895
23,5,5,0.011376878004879843
23,6,6,0.01775818191713569
23,7,7,0.019342695836431445
23,8,8,0.031443454995434814
23,9,9,0.02642033983375943
23,10,10,0.022204456440574064
23,11,11,0.025322735235384655
23,12,12,0.020282502833954157
23,13,13,0.025795293436972157
23,14,14,0.016791041926689194
23,15,15,0.01679884743764278
23,16,16,0.020549718123591732
23,17,17,0.02249848826163244
23,18,18,0.013197631647759597
23,19,19,0.019067606064084648
23,20,20,0.023243039407948526
23,21,21,0.01485746206769932
23,22,22,0.028249973344037446
23,23,23,0.011157002352039308
23,24,24,0.026110040862647562
23,25,25,0.017484349574483332
23,26,26,0.016931557190624582
23,27,27,0.012249242106107715
23,28,28,0.022237118925792627
23,29,29,0.029454748633627757
23,30,30,0.013032280036908676
23,31,31,0.015239189373548286
23,32,32,0.022597015328848495
23,33,33,0.0156771820880548
23,34,34,0.019994580463706304
23,35,35,0.018293803942561516
23,36,36,0.03844250875896043
23,37,37,0.02015966136736676
24,0,0,0.010259763521002016
24,1,1,0.01880601262567691
24,2,2,0.011094579229887828
24,4,4,0.013356949643199539
24,5,5,0.012860610607787468
24,6,6,0.015066132142120098
24,8,8,0.015195383841225077
24,10,10,0.01579991220804726
24,11,11,0.01652513555194171
24,12,12,0.012054455529813301
24,13,13,0.018696865822033042
24,14,14,0.012283820045093426
24,15,15,0.014248012650342989
24,16,16,0.1397962001617476
24,17,17,0.025002305278109156
24,18,18,0.01323151378776291
24,19,19,0.013571702111053708
24,20,20,0.019767441532753727
24,21,21,0.016101842518358944
24,22,22,0.01580790063832484
24,23,23,0.010740393033642288
24,24,24,0.014815879790572393
24,25,25,0.012390674335440482
24,26,26,0.018489085446540997
24,27,27,0.012485179090974302
24,29,29,0.01604695970602287
24,30,30,0.012622393665471882
24,31,31,0.017447727079599937
24,32,32,0.02313345659644142
24,33,33,0.0166761977366322
24,34,34,0.019240484894133894
24,35,35,0.012749332389541896
24,36,36,0.01688203673515834
24,37,37,0.015751832569952207
25,0,0,0.015303663964397703
25,1,1,0.012238062554186713
25,6,6,0.015106984860332733
25,7,7,0.013118751087898766
25,8,8,0.06908112040152989
25,9,9,0.011820080177033922
25,10,10,0.015924840719329477
25,11,11,0.01503679604613521
25,12,12,0.02792681217054368
25,13,13,0.028292441948126777
25,14,14,0.012895697630986875
25,15,15,0.013174209189802798
25,16,16,0.01416211957621135
25,17,17,0.014660740687597089
25,18,18,0.01054776319673831
25,19,19,0.015054772822341434
25,20,20,0.03284041991167861
25,21,21,0.010951463435985513
25,22,22,0.016003267307043392
25,24,24,0.019122240706353606
25,25,25,0.02507633521200221
25,26,26,0.01229853293323572
25,28,28,0.011300731522308018
25,29,29,0.03477540620069814
25,31,31,0.013214321720219822
25,32,32,0.015373627079752497
25,33,33,0.014544306473404846
25,34,34,0.016460415428199347
25,35,35,0.036476855096883004
25,36,36,0.016762371361836195
25,37,37,0.01591476433206246
26,0,0,0.011534633733312772
26,1,1,0.014817397024998303
26,4,4,0.010952282883328574
26,5,5,0.011539103705752559
26,6,6,0.01861069437638293
26,7,7,0.01107792015189035
26,8,8,0.02855557338935236
26,10,10,0.020139195610305992
26,11,11,0.019816933088900025
26,12,12,0.020151672953998834
26,13,13,0.0905147284257854
26,14,14,0.0129041911019854
26,15,15,0.014073015332667306
26,16,16,0.016493614546043193
26,17,17,0.021584812736210005
26,18,18,0.013100241440619947
26,19,19,0.015414178719881658
26,20,20,0.04356502659277493
26,21,21,0.012747123242746409
26,22,22,0.017808715185410984
26,23,23,0.01168851772942696
26,24,24,0.018533415511203497
26,25,25,0.02104769084973771
26,26,26,0.01774402805932252
26,27,27,0.0107143214502954
26,29,29,0.025854747124298805
26,30,30,0.013109021722337525
26,31,31,0.01913543576414166
26,32,32,0.023405705642282826
26,33,33,0.024488659831148764
26,34,34,0.025417213965180693
26,35,35,0.027496358003955824
26,36,36,0.01863427600532836
26,37,37,0.01979282769044072
27,24,24,1.0
28,1,1,0.03391353533412175
28,2,2,0.01268718573508595
28,3,3,0.013980530746095435
28,4,4,0.014788899326587886
28,5,5,0.01917951043398379
28,10,10,0.011674787282339838
28,11,11,0.011941448123418507
28,13,13,0.013195361018327764
28,14,14,0.011048174998914615
28,15,15,0.01841756306537534
28,16,16,0.012264569071345797
28,17,17,0.01732355713577452
28,18,18,0.02425144793401306
28,21,21,0.05445665677394373
28,22,22,0.012269796937688012
28,24,24,0.01570402060399168
28,26,26,0.018376474622662262
28,27,27,0.10500724230546239
28,30,30,0.018146072564206393
28,31,31,0.018023423779179253
28,32,32,0.01185674674509228
28,33,33,0.018627671357519856
28,34,34,0.016956097609708613
28,36,36,0.010173057588523974
28,37,37,0.021253804610082288
29,0,0,0.010598192932811178
29,1,1,0.02266037042324188
29,2,2,0.0118531342714182
29,3,3,0.010628987989232782
29,4,4,0.013461494398908527
29,5,5,0.01504594147333759
29,6,6,0.017643310100014818
29,7,7,0.010531367413329046
29,8,8,0.016949633620132007
29,10,10,0.01730170376738123
29,11,11,0.01741863577034043
29,12,12,0.01368007516364409
29,13,13,0.021617076350656607
29,14,14,0.013050726021949954
29,15,15,0.015471088618419095
29,16,16,0.18600763851913366
29,17,17,0.02730903386204227
29,18,18,0.01494710067272071
29,19,19,0.015132125593120887
29,20,20,0.024970987200854295
29,21,21,0.017728747926149802
29,22,22,0.01676389494570531
29,23,23,0.012309838220545911
29,24,24,0.015607813037818802
29,25,25,0.014350768932974984
29,26,26,0.02080938423391168
29,27,27,0.013800112294802255
29,29,29,0.01795622288739269
29,30,30,0.013931214847726182
29,31,31,0.021384663636133977
29,32,32,0.025734666742985836
29,33,33,0.020973917233611146
29,34,34,0.021948663497421313
29,35,35,0.01489292658300939
29,36,36,0.0173294610999455
29,37,37,0.01725632393015134
30,0,0,0.02081388279940097
30,1,1,0.014316126162203839
30,2,2,0.011309928306015106
30,4,4,0.015187644857697035
30,5,5,0.011188399608405761
30,6,6,0.01634149071692996
30,7,7,0.01590886477585439
30,8,8,0.08291666857468417
30,9,9,0.02137914979009653
30,10,10,0.022755157447547317
30,11,11,0.024287424725261547
30,12,12,0.024774663642513448
30,13,13,0.03591313895721747
30,14,14,0.01833415646631816
30,15,15,0.01781397903672033
30,16,16,0.016084999973208485
30,17,17,0.02040956515591662
30,18,18,0.013217683736423812
30,19,19,0.016551142812395205
30,20,20,0.027043093956350777
30,21,21,0.013942829706524119
30,22,22,0.027782440924981135
30,23,23,0.01132253848714715
30,24,24,0.037243258495960906
30,25,25,0.02060627651990956
30,26,26,0.016694708762818266
30,27,27,0.012154900297964974
30,28,28,0.017955910089462186
30,29,29,0.03318069086171821
30,30,30,0.013530572905914789
30,31,31,0.015220248639229652
30,32,32,0.019979626123712197
30,33,33,0.018027572022725497
30,34,34,0.02118288029316708
30,35,35,0.02639940824715724
30,36,36,0.02770317089813372
30,37,37,0.023233706562888916
31,0,0,0.02483929416532003
31,1,1,0.014978996698880068
31,2,2,0.012837890633816339
31,4,4,0.01673410991762634
31,5,5,0.01131253432817684
31,6,6,0.017678590532365784
31,7,7,0.018441482465655558
31,8,8,0.03482585537357494
31,9,9,0.027307021546536196
31,10,10,0.02475318323795742
31,11,11,0.02937681397587014
31,12,12,0.020458724630410655
31,13,13,0.028995440466890506
31,14,14,0.01788305836694965
31,15,15,0.017806260178691868
31,16,16,0.018759628803054804
31,17,17,0.024197042910613382
31,18,18,0.013616413103631568
31,19,19,0.018520823103477163
31,20,20,0.023587686560323257
31,21,21,0.014980407433225797
31,22,22,0.032628152088306196
31,23,23,0.011513322044753835
31,24,24,0.030459714527448705
31,25,25,0.0176579454019559
31,26,26,0.017741118976123828
31,27,27,0.012371322730973614
31,28,28,0.021812249698563085
31,29,29,0.029467895925817698
31,30,30,0.013630901461181621
31,31,31,0.015532892548382167
31,32,32,0.02407680633549828
31,33,33,0.01637459322802383
31,34,34,0.021706991592493237
31,35,35,0.019239891092789927
31,36,36,0.04807218344251871
31,37,37,0.02245367668651686
32,0,0,0.0259442276888932
32,1,1,0.014814628887231422
32,2,2,0.012692860280181647
32,4,4,0.016873671294579628
32,5,5,0.011293055879646482
32,6,6,0.01739658473615547
32,7,7,0.018720304141121486
32,8,8,0.036644455303137376
32,9,9,0.029757312226504067
32,10,10,0.02409077925123604
32,11,11,0.02844665613248529
32,12,12,0.0212171174552376
32,13,13,0.028634071102780663
32,14,14,0.017907703563675822
32,15,15,0.01784267875146595
32,16,16,0.018333152791903857
32,17,17,0.023290346485286235
32,18,18,0.013508687395030217
32,19,19,0.018415779021559612
32,20,20,0.02346395994969682
32,21,21,0.014885506368996824
32,22,22,0.03180401956864929
32,23,23,0.01153859709367326
32,24,24,0.03170814166894623
32,25,25,0.017953761673970885
32,26,26,0.017494178087597182
32,27,27,0.012412385407799868
32,28,28,0.02354421639502831
32,29,29,0.03004631951065459
32,30,30,0.01360869687377424
32,31,31,0.015315949606517429
32,32,32,0.02299294506459475
32,33,33,0.016344146364023218
32,34,34,0.021016217208880358
32,35,35,0.0197005333550563
32,36,36,0.044733537820206004
32,37,37,0.02217988356548514
35,0,0,0.029179023083866017
35,1,1,0.012652741292326661
35,2,2,0.01069116758023185
35,4,4,0.012464194535039119
35,6,6,0.018356155416301086
35,7,7,0.020755772717927286
35,8,8,0.04760950393876787
35,9,9,0.022860097877294663
35,10,10,0.02156794020312281
35,11,11,0.02574693692325507
35,12,12,0.02350074757124435
35,13,13,0.029962604531466798
35,14,14,0.016255257490567002
35,15,15,0.01438667891219927
35,16,16,0.015184369690734029
35,17,17,0.018784272996464565
35,18,18,0.011298160151382115
35,19,19,0.02021871394786148
35,20,20,0.025818360267351695
35,21,21,0.011700643961328779
35,22,22,0.02350661480543977
35,24,24,0.0227204079626263
35,25,25,0.01945739316626573
35,26,26,0.01380881062614898
35,28,28,0.02116583725723687
35,29,29,0.03870470624341118
35,30,30,0.011162874697543021
35,31,31,0.013266225993484228
35,32,32,0.021557429499475506
35,33,33,0.013797500389154456
35,34,34,0.018440546729334203
35,35,35,0.020582533783888027
35,36,36,0.0341225192475094
35,37,37,0.01746252447163166
36,0,0,0.15285786005874172
36,1,1,0.011778130779216092
36,2,2,0.010298849136426974
36,4,4,0.011977255615120202
36,6,6,0.018448302632454807
36,7,7,0.031035695877866663
36,8,8,0.02811332615310206
36,9,9,0.03055200675989939
36,10,10,0.015736396145802068
36,11,11,0.017158584156289763
36,12,12,0.02917753729995965
36,13,13,0.018674696769757342
36,14,14,0.01398097179371506
36,15,15,0.01329036153303197
36,16,16,0.013670719764619243
36,17,17,0.014200386487632449
36,18,18,0.010775240404324739
36,19,19,0.021954677671702436
36,20,20,0.019872190034802204
36,21,21,0.011524802152996748
36,22,22,0.016959219667728134
36,23,23,0.010410493717547648
36,24,24,0.017902777846716164
36,25,25,0.021419577165633016
36,26,26,0.012130350892882879
36,27,27,0.010379592372246312
36,28,28,0.0623327379271541
36,29,29,0.02992392515705104
36,30,30,0.010484123803778852
36,31,31,0.011840240318651095
36,32,32,0.01578284870205324
36,33,33,0.012297428924493507
36,34,34,0.014222372903312288
36,35,35,0.02214181188230064
36,36,36,0.025376419751795845
36,37,37,0.014408766937308538
37,0,0,0.01894474778564935
37,6,6,0.023878058752391042
37,7,7,0.0633113917530822
37,8,8,0.015155717826507077
37,12,12,0.01791262806488026
37,13,13,0.012343355066871045
37,19,19,0.06544689556252604
37,20,20,0.01619928586409232
37,25,25,0.017105008891228908
37,29,29,0.027272520846018444
37,32,32,0.01094775204671095
37,35,35,0.014002088142133787
37,36,36,0.010990420535206174
38,0,0,0.4318171660259516
38,4,4,0.010340959946629705
38,6,6,0.015212296120544122
38,7,7,0.02552502364065512
38,8,8,0.0215642043695786
38,9,9,0.02698878203087516
38,10,10,0.013447070476616758
38,11,11,0.01464020213095831
38,12,12,0.021643816560853287
38,13,13,0.015225469914085119
38,14,14,0.012130895373061265
38,15,15,0.011178191018017309
38,16,16,0.011589459868040069
38,17,17,0.012059886599928233
38,19,19,0.018003255825236385
38,20,20,0.01585423226164814
38,22,22,0.014553752072474453
38,24,24,0.014956438415208669
38,25,25,0.01672473325039527
38,26,26,0.010328479454771985
38,28,28,0.06466933443601577
38,29,29,0.02307625768904427
38,31,31,0.010090872168773662
38,32,32,0.013298945098109693
38,33,33,0.010358221080830853
38,34,34,0.012077198896579197
38,35,35,0.01705204275478053
38,36,36,0.02262969137507086
38,37,37,0.012118445387065248
39,0,0,0.01782915032232952
39,1,1,0.015453992654028218
39,2,2,0.011718176175362466
39,4,4,0.011084183989159559
39,5,5,0.011366658406106919
39,6,6,0.05845273069929152
39,7,7,0.02006012276990673
39,8,8,0.028251593793051165
39,9,9,0.012049225283301759
39,10,10,0.023706567110158817
39,11,11,0.02671394379335583
39,12,12,0.02303725213720625
39,13,13,0.035619843470148946
39,14,14,0.013552791746827436
39,15,15,0.013226774396259541
39,16,16,0.019521109527362225
39,17,17,0.02367490840458923
39,18,18,0.01270107908066181
39,19,19,0.0401379085459645
39,20,20,0.04370909631873563
39,21,21,0.012049183347931466
39,22,22,0.01858927864078839
39,23,23,0.012653971880659089
39,24,24,0.01487141637555674
39,25,25,0.02465144765036964
39,26,26,0.016391441696798514
39,27,27,0.010045245036568142
39,28,28,0.012040787083127317
39,29,29,0.05020913367080068
39,30,30,0.012488970659594775
39,31,31,0.017042647776297756
39,32,32,0.041978535712958745
39,33,33,0.017738036019776908
39,34,34,0.024450561791394577
39,35,35,0.021795463054996297
39,36,36,0.024213755001807228
39,37,37,0.016445708708654357
40,0,0,0.025706410682693585
40,1,1,0.015027117652934055
40,2,2,0.011134719826388728
40,4,4,0.012505833906243977
40,5,5,0.011448814551068113
40,6,6,0.02463134411553282
40,7,7,0.021837388827534256
40,8,8,0.08604026906120177
40,9,9,0.01694491125984863
40,10,10,0.02322787198639137
40,11,11,0.022640963382242762
40,12,12,0.04539644017513233
40,13,13,0.05001300653382222
40,14,14,0.016246002457124837
40,15,15,0.0167173671160824
40,16,16,0.01679544461907262
40,17,17,0.020149362175436423
40,18,18,0.013341675989402006
40,19,19,0.025366869781688728
40,20,20,0.04660720089296677
40,21,21,0.013672930986859358
40,22,22,0.025359518511064133
